"cnes","ano","te_sfa"
2093332,2021,0.617717407358141
2096412,2021,0.87837115763362
2096463,2021,0.833960741220706
2096498,2021,0.682190026813336
2097877,2021,0.789504111752931
2688433,2021,0.830265011699421
2688522,2021,0.734212265528156
2688573,2021,0.842376772748063
2688689,2021,0.930554114053625
2698374,2021,0.767755077549374
2698471,2021,0.69153915438392
2699915,2021,0.850389541345528
2702193,2021,0.883587564661247
2704900,2021,0.833003942424591
2705222,2021,0.730299988469523
2705982,2021,0.929553317640656
2708566,2021,0.0610137392738719
2708779,2021,0.922030868677649
2716097,2021,0.887504996353178
2745798,2021,0.876230993260391
2748029,2021,0.58782094999092
2748223,2021,0.932558475890215
2748568,2021,0.792305859958649
2749319,2021,0.91415850339618
2750511,2021,0.88979043344965
2750546,2021,0.99943260490773
2750988,2021,0.452365496454748
2751003,2021,0.772242739298786
2751038,2021,0.674553497892379
2751046,2021,0.82035278232264
2751623,2021,0.66139077109798
2751704,2021,0.677690877182523
2754843,2021,0.902316632356592
2755092,2021,0.784795108935645
2755130,2021,0.999435347924861
2758245,2021,0.886624409727754
2765934,2021,0.876446085283734
2765942,2021,0.876351098815246
2772310,2021,0.844735177370799
2774720,2021,0.869697879185105
2784602,2021,0.910276280634324
2785188,2021,0.941168581599131
2785382,2021,0.696365145471808
2786435,2021,0.949599037345701
2786680,2021,0.960297368927923
2790556,2021,0.999432403118394
2790564,2021,0.479035791551155
2790580,2021,0.999435907013532
2790602,2021,0.99943220192536
2790610,2021,0.75906115577439
2790637,2021,0.851746216881712
2790734,2021,0.924518027530714
2790998,2021,0.321784993820765
2791676,2021,0.831102807220853
2791692,2021,0.771628424661074
2791722,2021,0.863012355810829
2791749,2021,0.625182755825593
2792141,2021,0.999436279791938
2792168,2021,0.999435181001663
2792176,2021,0.999435321631715
2798298,2021,0.867211161795354
2812703,2021,0.484377773660824
3001466,2021,0.999431674403143
3012212,2021,0.956355307464245
3021378,2021,0.930613748528767
3028399,2021,0.999433217378676
3126838,2021,0.999431645541208
3139050,2021,0.942106088143933
3212130,2021,0.937776590873441
3223728,2021,0.296430469395826
3753433,2021,0.518273889086728
3774554,2021,0.919852522914566
4049020,2021,0.83223952353407
5200105,2021,0.951081188429573
5366828,2021,0.943068297237808
5420938,2021,0.955915702232237
5586348,2021,0.638463073235641
5718368,2021,0.953978569355245
5860490,2021,0.560860401454953
5935857,2021,0.934890524601909
6020917,2021,0.941649987277546
6053858,2021,0.925276114515365
6095666,2021,0.960971524525943
6123740,2021,0.892053401346469
6164366,2021,0.57475272650012
6236596,2021,0.999432318859288
6878687,2021,0.999431428399179
6943284,2021,0.937440393889854
6966594,2021,0.944727334196039
7320175,2021,0.631275422861895
7373465,2021,0.925806799420782
7473702,2021,0.889826150492082
7573162,2021,0.999433351540225
7580770,2021,0.908048559401427
7711980,2021,0.940984552991198
8028,2022,0.917334019303324
8036,2022,0.913066709169545
8052,2022,0.720817345550903
8923,2022,0.955502144985783
9601,2022,0.659966530362488
9628,2022,0.961347506566826
2022621,2022,0.863984502555546
2022648,2022,0.556129588521461
2023016,2022,0.877783626029799
2023474,2022,0.906770110915866
2023709,2022,0.876238892175045
2024691,2022,0.790541881785822
2024756,2022,0.817954425353675
2025361,2022,0.494222520339345
2025477,2022,0.780493556354762
2025507,2022,0.866655087703442
2025752,2022,0.454996957773499
2026805,2022,0.816654334661336
2027186,2022,0.865144244820806
2027356,2022,0.931085411721696
2028204,2022,0.615634066981105
2028239,2022,0.89951600399698
2028840,2022,0.355207330501743
2040069,2022,0.905233422684273
2058308,2022,0.907766595607361
2058790,2022,0.921996641413329
2065665,2022,0.866213790746027
2066092,2022,0.999435822193446
2066572,2022,0.863132695070474
2069776,2022,0.908212261824447
2071371,2022,0.737288402867083
2071568,2022,0.822621148413931
2075717,2022,0.934708976776062
2075962,2022,0.755218864588702
2076896,2022,0.918959895728194
2076926,2022,0.832609586302153
2076985,2022,0.307968836498154
2077388,2022,0.910822277266942
2077396,2022,0.938563875557443
2077426,2022,0.999434891642289
2077434,2022,0.999432351843856
2077450,2022,0.883279196787231
2077477,2022,0.881811465569904
2077485,2022,0.778505317558332
2077493,2022,0.84356381021774
2077507,2022,0.119607569701885
2077523,2022,0.881501797504217
2077531,2022,0.407145273276889
2077574,2022,0.999435327479943
2077582,2022,0.740585875855777
2077590,2022,0.446813012064835
2077620,2022,0.999434418767186
2077639,2022,0.895754326787718
2077647,2022,0.754289346117332
2077655,2022,0.373865713371561
2077671,2022,0.999433961709551
2077701,2022,0.764370077449186
2078015,2022,0.959747656400307
2078074,2022,0.851274381256642
2078104,2022,0.999434780362501
2078139,2022,0.641176382269666
2078155,2022,0.420641643268
2078252,2022,0.821811226761699
2078287,2022,0.722511148947468
2078295,2022,0.875533339048651
2078325,2022,0.940334377894504
2078414,2022,0.840144996252914
2078465,2022,0.282401412117
2078473,2022,0.915388981461204
2078503,2022,0.847473863936714
2078511,2022,0.704502768836588
2078562,2022,0.99943466077605
2078775,2022,0.837176517809585
2078848,2022,0.764209875924643
2079097,2022,0.870454127071774
2079135,2022,0.899061863559393
2079186,2022,0.93790615927288
2079194,2022,0.292605224393435
2079208,2022,0.261925421415808
2079232,2022,0.837687187659486
2079240,2022,0.462340133073088
2079321,2022,0.725065822543556
2079356,2022,0.678801829960269
2079364,2022,0.752525332304615
2079410,2022,0.794831825101798
2079593,2022,0.879731764416897
2079615,2022,0.884946957625452
2079704,2022,0.851850233634819
2079720,2022,0.999432430525743
2079798,2022,0.826763674054135
2079828,2022,0.99943368311059
