"categoria","sem_pooling","com_pooling","encolhimento_pct"
"Direta",0.0837227257937867,0.0414079231163941,50.5415970110864
"OSS",-0.14936886828845,-0.167898996019395,-12.4056156703021
"Público Municipal",0.118636653430265,0.013458972264251,88.6553001327181
"Filantrópico",0.301757536441856,0.170301379518321,43.5635041542249
"Privado",-0.354748047377457,-0.0412278445582058,88.3782744223709
