"estatistica","valor"
"spearman_vs_principal",0.596154071889215
"coef_oss_log_lambda",-1.01637447832163
"ic95_lo",-1.58979647948459
"ic95_hi",-0.44470028443903
"mediana_Direta",0.402267150545585
"mediana_Filantrópico",0.361476431678296
"mediana_OSS",0.676206875314357
"mediana_Privado",0.104022747021496
"mediana_Público_Municipal",0.549458444818168
