"modelo","coef","ep","lo","hi","efeito_pct"
"mortalidade",-0.254883286112002,0.0756394412785308,-0.403136591017922,-0.106629981206082,NA
"mortalidade_ajustada",-0.256531482702721,0.0755395983978073,-0.404589095562423,-0.108473869843019,NA
"tmp",-0.107581133952717,0.0469741033477807,-0.199650376514367,-0.0155118913910669,-10.1996339091494
"custo",-0.0696192974910273,0.0603509590091009,-0.187907177148865,0.0486685821668105,-6.7251147850918
"producao",0.286677729070547,0.0718139794945208,0.145922329261286,0.427433128879808,33.1994881070365
"ocupacao_internacao",0.124240618537028,0.0817506396091364,-0.0359906350968795,0.284471872170935,13.2288287774896
"uti_parte1",-11.3204328716091,7.48587403980772,-25.9927459896322,3.35188024641404,NA
"uti_parte2",0.26746980597923,0.106011922660339,0.0596864375649648,0.475253174393495,30.6654176097125
