"insumo","elasticidade_na_media","pct_obs_monotonas","retornos_escala_na_media"
"leitos",0.338790900701971,0.84675550405562,0.736662541304019
"uti (log1p)",-0.0671025212769603,0.234646581691773,0.736662541304019
"valor real",0.464974161879008,0.997103128621089,0.736662541304019
