"cnes","ano","categoria","te_bcc","te_ccr","ef_escala","te_bcc_vc","vies"
2081253,2015,"Filantrópico",0.461184509481395,0.409183027660623,0.88724365031417,0.430534545887328,-0.0306499635940662
2081261,2015,"Filantrópico",0.781185647647427,0.779844985530079,0.998283811125582,0.733158925116287,-0.0480267225311403
2081350,2015,"Filantrópico",0.786186775901692,0.783847739950571,0.997024834272444,0.746828781397851,-0.039357994503841
2081377,2015,"Filantrópico",0.590590480596657,0.533940687117899,0.904079399617945,0.558443563460619,-0.0321469171360381
2081458,2015,"Filantrópico",0.64884903138088,0.496788157002533,0.765645216338334,0.614761299747509,-0.0340877316333712
2081490,2015,"Público Municipal",0.661495728195506,0.592257102025807,0.89533019909505,0.616403518915204,-0.0450922092803021
2081512,2015,"Filantrópico",0.537447485234461,0.486448915965521,0.905109669930465,0.483197664020826,-0.054249821213635
2081555,2015,"Filantrópico",0.894523200701147,0.86790956838164,0.970248248118498,0.852281764767062,-0.0422414359340851
2081695,2015,"Direta",0.569162087134032,0.431945646123523,0.758915001346187,0.515125970320048,-0.0540361168139833
2081814,2015,"Filantrópico",0.733244455328863,0.714819255114592,0.974871681496715,0.70069350696797,-0.0325509483608935
2081873,2015,"Filantrópico",0.728046565440944,0.69813257414427,0.958911980748709,0.68918808702882,-0.0388584784121242
2081970,2015,"Público Municipal",0.81466540178312,0.706574290322197,0.867318396946359,0.769175194986004,-0.0454902067971161
2082098,2015,"Filantrópico",0.808893103613623,0.793056706138173,0.980422138098714,0.751766823030868,-0.0571262805827555
2082128,2015,"Filantrópico",0.635324793269569,0.483623902876457,0.761223090928949,0.58666230601496,-0.0486624872546083
2082179,2015,"Filantrópico",0.0933613468628691,0.08836449113958,0.946478324368772,0.0882788615817857,-0.00508248528108339
2082187,2015,"Filantrópico",1,0.535002649740832,0.535002649740832,0.828537021453942,-0.171462978546058
2082225,2015,"Direta",1,0.840883194358684,0.840883194358684,0.896325951811433,-0.103674048188567
2082322,2015,"Filantrópico",0.7428950728553,0.733356616625916,0.98716042604412,0.710759817821861,-0.0321352550334393
2082349,2015,"Público Municipal",0.719764674120712,0.622316902213476,0.864611621810586,0.685909408371338,-0.0338552657493733
2082381,2015,"Público Municipal",0.934607014479569,0.919671248347763,0.9840192017603,0.890928963589889,-0.043678050889679
2082519,2015,"Filantrópico",0.45496728951262,0.427512508041616,0.93965548270423,0.439971511094904,-0.0149957784177164
2082527,2015,"Filantrópico",0.645140083982026,0.568888818169744,0.881806652995993,0.59174257312466,-0.0533975108573657
2082586,2015,"Filantrópico",0.76411691535579,0.744198856519168,0.973933231372914,0.729778464745929,-0.0343384506098606
2082594,2015,"Público Municipal",0.498392624020624,0.457188451734161,0.917325878633472,0.47555552770464,-0.0228370963159838
2082632,2015,"Filantrópico",0.754008722192775,0.715568290650221,0.949018585049304,0.714734963491328,-0.039273758701447
2082640,2015,"Filantrópico",0.675367723593069,0.653796829280043,0.968060519388955,0.628757269361934,-0.0466104542311352
2082659,2015,"Filantrópico",1,1,1,0.924896844492582,-0.0751031555074183
2082667,2015,"Filantrópico",1,0.962731456548378,0.962731456548378,0.956197866924117,-0.0438021330758828
2082691,2015,"Filantrópico",0.64013175070715,0.573262736676831,0.895538670037145,0.610640845677004,-0.0294909050301463
2082721,2015,"Filantrópico",0.815058908774824,0.793376178394742,0.973397345705141,0.783585825670104,-0.0314730831047199
2082748,2015,"Filantrópico",0.800301167216596,0.791902556053523,0.989505686725058,0.757272559469807,-0.0430286077467893
2082810,2015,"Filantrópico",0.446470083463488,0.37866260306418,0.848125366265771,0.424684595632761,-0.0217854878307278
2082829,2015,"Público Municipal",0.745155081605434,0.570028622888674,0.764979850450124,0.699555543928569,-0.0455995376768642
2082845,2015,"Filantrópico",0.709618212364823,0.683595848255525,0.963329063916528,0.675138629412506,-0.0344795829523173
2082853,2015,"Filantrópico",0.532461719812436,0.483033950446316,0.907171224659058,0.504741339278429,-0.0277203805340069
2082861,2015,"Público Municipal",0.92042307859688,0.918218995625295,0.997605358858509,0.856892621373771,-0.0635304572231092
2082888,2015,"Filantrópico",0.498356730218412,0.455290096131475,0.913582718009923,0.469399271119366,-0.0289574590990453
2082926,2015,"Filantrópico",0.572709023645898,0.507926885231868,0.886884725507514,0.553568205164372,-0.0191408184815259
2083019,2015,"OSS",1,1,1,0.922636875817882,-0.0773631241821183
2083027,2015,"Filantrópico",0.767954283085991,0.767529407496708,0.999446743642635,0.724962212855351,-0.0429920702306393
2083051,2015,"Filantrópico",0.705619916340235,0.667240185316026,0.945608492425683,0.671455975196585,-0.0341639411436502
2083086,2015,"Filantrópico",1,0.974566102614582,0.974566102614582,0.855271671547261,-0.144728328452739
2083094,2015,"Direta",0.415875715536074,0.391075859210592,0.940367144800666,0.395322854676091,-0.0205528608599832
2083116,2015,"Filantrópico",0.585187592275605,0.519819677002805,0.888295794142515,0.522438085747758,-0.0627495065278469
2083140,2015,"Filantrópico",0.474968964557377,0.445616012791272,0.938200274214843,0.457144713273267,-0.0178242512841106
2083175,2015,"Filantrópico",0.727981493239601,0.718349238094304,0.986768543933127,0.669369774179691,-0.0586117190599101
2083604,2015,"Filantrópico",0.660983693258498,0.586539572127778,0.887373740245046,0.631331554937561,-0.029652138320937
2083876,2015,"Filantrópico",0.908095782227701,0.881446529625242,0.970653698515056,0.864909917338517,-0.0431858648891843
2083981,2015,"OSS",0.811261093425782,0.625318743835869,0.770798388956732,0.781766804937352,-0.0294942884884307
2084058,2015,"Filantrópico",0.492018058615687,0.456278039727883,0.927360351389622,0.471131605141006,-0.0208864534746809
2084163,2015,"OSS",0.784810289969657,0.629253687708342,0.801790822254217,0.737677263231664,-0.047133026737993
2084171,2015,"Filantrópico",0.612752554236131,0.612731102761324,0.999964991619114,0.556333882307724,-0.056418671928407
2084228,2015,"Filantrópico",0.620070504548115,0.548797953282053,0.885057343087134,0.585799967135839,-0.0342705374122759
2084414,2015,"Filantrópico",0.604818168805006,0.527249517968035,0.871748808422488,0.563180830141544,-0.0416373386634615
2084422,2015,"Filantrópico",0.730627351634844,0.723246319672862,0.989897679103491,0.688516207040456,-0.0421111445943879
2084473,2015,"Público Municipal",0.57282929660571,0.529751739944363,0.924798614671766,0.552827276850853,-0.0200020197548578
2085194,2015,"Filantrópico",0.62599565170003,0.505702866802167,0.807837666969121,0.557954830135621,-0.0680408215644089
2087057,2015,"Filantrópico",0.619299443384842,0.533177456797588,0.860936437926464,0.573576495224502,-0.0457229481603398
2087103,2015,"Filantrópico",0.603019061331751,0.580046918607864,0.961904781793873,0.582390141732836,-0.0206289195989146
2087111,2015,"Filantrópico",0.536157940384389,0.474809633137385,0.885577919067986,0.516622488434325,-0.0195354519500643
2087219,2015,"Público Municipal",0.916027289269622,0.914622983947898,0.998466961259589,0.862400907001281,-0.0536263822683406
2087618,2015,"Público Municipal",0.629655997295947,0.603213893824344,0.958005476664785,0.608960550233396,-0.0206954470625511
2087715,2015,"Público Municipal",0.92552107358643,0.920519141991472,0.994595550833246,0.86727938995255,-0.05824168363388
2087804,2015,"OSS",0.94830940664137,0.911619497971157,0.961310192208092,0.913349117306262,-0.0349602893351085
2088193,2015,"Filantrópico",0.60335442951042,0.573508995962602,0.950534160208228,0.56177707742002,-0.0415773520903999
2088487,2015,"Filantrópico",0.857115694186079,0.798301251418725,0.931380975559892,0.816436248343704,-0.0406794458423752
2088495,2015,"Filantrópico",0.689858161214265,0.594161985496093,0.861281374783288,0.590584469598889,-0.0992736916153754
2088525,2015,"Filantrópico",0.738683047776936,0.714457646522662,0.967204606458507,0.700926063467168,-0.0377569843097684
2088576,2015,"OSS",0.652730975763176,0.607291798007464,0.930386055752012,0.581420348769436,-0.07131062699374
2089327,2015,"Filantrópico",0.529887950597715,0.46014770674851,0.868386809380101,0.481961315833579,-0.0479266347641358
2089335,2015,"Filantrópico",0.548512714157574,0.508257425889664,0.926610109066048,0.522483924737259,-0.0260287894203158
2089785,2015,"Filantrópico",1,1,1,0.801692557992513,-0.198307442007487
2090236,2015,"Filantrópico",1,1,1,0.79725813505278,-0.20274186494722
2090961,2015,"Filantrópico",0.514082725102646,0.4308771093644,0.838147419325104,0.491476833384873,-0.0226058917177728
2091267,2015,"Filantrópico",0.797309734637396,0.77910962018974,0.9771730938969,0.752453080361801,-0.0448566542755948
2091313,2015,"Direta",0.580046076748257,0.456244082729137,0.786565242000852,0.548547522271628,-0.0314985544766293
2091399,2015,"Filantrópico",1,1,1,0.806331427197316,-0.193668572802684
2091585,2015,"OSS",0.786940645541481,0.658365293221568,0.836613659431147,0.756749110905707,-0.0301915346357742
2091755,2015,"Direta",0.788102315065853,0.664029085277026,0.842567104020676,0.745145008337248,-0.0429573067286051
2092298,2015,"Público Municipal",0.520179714219887,0.465281168343331,0.894462347577534,0.492111477119338,-0.0280682371005497
2092611,2015,"Filantrópico",0.515058690600419,0.395084841779395,0.76706761576789,0.48666392040446,-0.0283947701959585
2093324,2015,"Filantrópico",0.551291210038498,0.48354763389531,0.877118345241788,0.526327265966543,-0.024963944071955
2093332,2015,"Filantrópico",0.605707611797465,0.602243948604946,0.994281625119023,0.567721967948012,-0.0379856438494535
2096412,2015,"Filantrópico",0.590181868201726,0.525781148915937,0.890879874907007,0.562576088871052,-0.0276057793306738
2096463,2015,"Filantrópico",0.618873315253465,0.561102148073071,0.906651061281043,0.590921954899262,-0.0279513603542033
2096498,2015,"Público Municipal",1,1,1,0.783741089576256,-0.216258910423744
2097613,2015,"Filantrópico",0.263191605046128,0.258574123662458,0.982455818137279,0.221620323039695,-0.0415712820064339
2097877,2015,"Filantrópico",0.728157239184255,0.672012276634284,0.92289445255963,0.6950751985165,-0.033082040667755
2688433,2015,"Filantrópico",0.674739264673818,0.638351299295452,0.946071071770283,0.625504830467919,-0.0492344342058993
2688573,2015,"Direta",0.898782489022257,0.790439105666109,0.879455391399526,0.840894554972633,-0.0578879340496236
2688689,2015,"Filantrópico",0.914347803760604,0.411588175079588,0.450143997050985,0.822170836030245,-0.0921769677303582
2698374,2015,"Filantrópico",0.928606205937744,0.886013919149658,0.954133101291226,0.867084585556454,-0.0615216203812904
2698471,2015,"Público Municipal",1,1,1,0.794583869580522,-0.205416130419478
2699915,2015,"Filantrópico",1,0.610433706462711,0.610433706462711,0.777851371877328,-0.222148628122672
2702193,2015,"Filantrópico",0.776777102871892,0.747910450169727,0.962837920176278,0.748732460323116,-0.0280446425487755
2704900,2015,"Filantrópico",0.572846395250994,0.507841691430349,0.886523325695079,0.536481280923324,-0.0363651143276698
2705222,2015,"Filantrópico",0.644433654107549,0.588655260192473,0.91344587055696,0.616090449664912,-0.0283432044426372
2705982,2015,"Filantrópico",0.879465208810596,0.642569649633339,0.730636804271497,0.830567820383104,-0.0488973884274922
2708566,2015,"Privado",0.277023791971493,0.207680042739732,0.749683055241345,0.233259832935736,-0.0437639590357573
2708779,2015,"Filantrópico",0.81206069012354,0.719694299544457,0.886256788805981,0.770609631422465,-0.0414510587010752
2716097,2015,"Público Municipal",0.580182380012121,0.485798369713167,0.837320102177212,0.549128655210422,-0.0310537248016987
2745798,2015,"Filantrópico",0.803347700389745,0.761467607007931,0.947868036017909,0.763847520173178,-0.0395001802165663
2748029,2015,"Filantrópico",0.248420867168407,0.217221087438505,0.874407572578229,0.231881626920266,-0.0165392402481415
2748223,2015,"Filantrópico",0.860641122097828,0.548623385389717,0.637458949268468,0.77381189154302,-0.0868292305548072
2748568,2015,"Filantrópico",0.798310900117785,0.798049001402541,0.999671933935507,0.757629445153822,-0.0406814549639624
2749319,2015,"Público Municipal",0.565405628254757,0.53485093984661,0.945959702413185,0.523927274752117,-0.0414783535026402
2750511,2015,"Direta",1,0.936492801748581,0.936492801748581,0.798337714340667,-0.201662285659333
2750546,2015,"OSS",0.852531715158454,0.844123867965854,0.990137789547175,0.803244917909642,-0.0492867972488122
2750988,2015,"Filantrópico",0.48137669608808,0.427370984526948,0.887809875301379,0.456382995395794,-0.0249937006922858
2751003,2015,"Filantrópico",0.865606869831051,0.832829159113791,0.962133259497285,0.808425317933088,-0.0571815518979628
2751038,2015,"Filantrópico",0.819266391650757,0.808686223551607,0.987085802362976,0.784268169041905,-0.0349982226088514
2751046,2015,"Filantrópico",0.972383785380272,0.959397624422956,0.986645025192149,0.904493251521832,-0.06789053385844
2751623,2015,"Filantrópico",0.705504098507045,0.701149766429487,0.993828055589226,0.673109142799577,-0.032394955707468
2751704,2015,"Filantrópico",0.500274993247492,0.477283533332189,0.954042356252797,0.481733729264709,-0.0185412639827826
2754843,2015,"Filantrópico",0.570774584049406,0.452144400892383,0.792159310396424,0.534161073091918,-0.036613510957488
2755092,2015,"Filantrópico",0.630005971733436,0.536022609330182,0.850821473731966,0.595768339691845,-0.0342376320415916
2755130,2015,"OSS",1,0.817722853782979,0.817722853782979,0.839536476246546,-0.160463523753454
2758245,2015,"Filantrópico",0.545740000833055,0.545727243479713,0.999976623752478,0.509282756569363,-0.0364572442636917
2765934,2015,"Filantrópico",0.619203605545169,0.587704581563519,0.949129779446428,0.593863617042849,-0.0253399885023204
2765942,2015,"Filantrópico",0.683029524285856,0.617407942872663,0.90392570294556,0.635495714198509,-0.047533810087347
2772310,2015,"Filantrópico",0.612086314547652,0.464925942371224,0.759575784200986,0.569284621315341,-0.0428016932323112
2774720,2015,"Filantrópico",0.822580988717113,0.816116028895108,0.992140640361641,0.781460974121627,-0.0411200145954865
2784602,2015,"Filantrópico",0.613395204197949,0.538583707745776,0.878037037231171,0.582188617731032,-0.0312065864669169
2785188,2015,"Público Municipal",0.822078166980867,0.801062670502159,0.974436133542034,0.782403114808415,-0.0396750521724525
2785382,2015,"Filantrópico",0.524249606458705,0.497180213100461,0.948365448395667,0.506615207702495,-0.0176343987562096
2786435,2015,"Filantrópico",0.86784944179991,0.6839420037642,0.788088314426649,0.82795276198439,-0.0398966798155207
2786680,2015,"Público Municipal",0.895491803875835,0.671752760288907,0.750149535016905,0.853315968847417,-0.0421758350284186
2790556,2015,"OSS",0.639140274806638,0.619754592071955,0.969669126639613,0.58114647437385,-0.0579938004327887
2790564,2015,"Direta",0.909272835648241,0.894378405569626,0.983619404985308,0.800827866699748,-0.108444968948493
2790580,2015,"OSS",1,1,1,0.918732227996018,-0.0812677720039824
2790602,2015,"OSS",0.748427671114129,0.632784102243922,0.845484642894007,0.671922547314742,-0.0765051237993869
2790610,2015,"Direta",0.546848328011308,0.539910824763651,0.9873136610422,0.521306099571133,-0.0255422284401756
2790637,2015,"Filantrópico",0.992500475107475,0.968025565948805,0.975340153710234,0.945425842656985,-0.0470746324504903
2790734,2015,"Direta",0.376551834632751,0.343480812069829,0.912174050100762,0.348958199047669,-0.0275936355850828
