"cnes","ano","categoria","te_bcc_leitos"
2089327,2015,"Filantrópico",0.499146793659004
2089335,2015,"Filantrópico",0.429527401773936
2089572,2015,"Filantrópico",0.148012951874519
2089696,2015,"Filantrópico",0.449066427746651
2089785,2015,"Filantrópico",1
2090236,2015,"Filantrópico",1
2090961,2015,"Filantrópico",0.359871751982615
2091267,2015,"Filantrópico",0.2263319044703
2091313,2015,"Direta",0.440127711714824
2091399,2015,"Filantrópico",1
2091585,2015,"OSS",0.753140898521893
2091755,2015,"Direta",0.527722061162858
2092298,2015,"Público Municipal",0.495997076490875
2092611,2015,"Filantrópico",0.410347908159918
2093324,2015,"Filantrópico",0.39622328545428
2093332,2015,"Filantrópico",0.269857832268162
2096412,2015,"Filantrópico",0.442649105041925
2096463,2015,"Filantrópico",0.532402771993766
2096498,2015,"Público Municipal",0.76490841877257
2097613,2015,"Filantrópico",0.00789480086611683
2097877,2015,"Filantrópico",0.408647816668567
2688433,2015,"Filantrópico",0.428531241209015
2688522,2015,"Filantrópico",0.151085059601865
2688573,2015,"Direta",0.597984055455232
2688689,2015,"Filantrópico",0.707950297951683
2698374,2015,"Filantrópico",0.281101340637163
2698471,2015,"Público Municipal",0.945124307613036
2699915,2015,"Filantrópico",0.257745783047498
2702193,2015,"Filantrópico",0.484974093264249
2704900,2015,"Filantrópico",0.54119926828512
2705222,2015,"Filantrópico",0.442724008912811
2705982,2015,"Filantrópico",0.8586714582061
2708566,2015,"Privado",0.001115496528478
2708779,2015,"Filantrópico",0.769876892857958
2716097,2015,"Público Municipal",0.428812770777871
2745798,2015,"Filantrópico",0.293377459359203
2748029,2015,"Filantrópico",0.202267656929736
2748223,2015,"Filantrópico",0.860641122097828
2748568,2015,"Filantrópico",0.424043909348442
2749319,2015,"Público Municipal",0.558566613749362
2750511,2015,"Direta",1
2750546,2015,"OSS",0.627189222290263
2750988,2015,"Filantrópico",0.269746881062471
2751003,2015,"Filantrópico",0.270784852972287
2751038,2015,"Filantrópico",0.430314942633816
2751046,2015,"Filantrópico",0.333701083782205
2751623,2015,"Filantrópico",0.363696871731482
2751704,2015,"Filantrópico",0.345858418102553
2754843,2015,"Filantrópico",0.491272358956694
2755092,2015,"Filantrópico",0.495389534750931
2755130,2015,"OSS",1
2758245,2015,"Filantrópico",0.480232873002978
2765934,2015,"Filantrópico",0.438603373872107
2765942,2015,"Filantrópico",0.599821311919769
2772310,2015,"Filantrópico",0.598392339453571
2774720,2015,"Filantrópico",0.381198533389433
2784602,2015,"Filantrópico",0.57892037859887
2785188,2015,"Público Municipal",0.506617459913464
2785382,2015,"Filantrópico",0.343453380392694
2786435,2015,"Filantrópico",0.840726464392151
2786680,2015,"Público Municipal",0.837577785912252
2790556,2015,"OSS",0.639140274806639
2790564,2015,"Direta",0.777622807244741
2790580,2015,"OSS",0.857502491215189
2790602,2015,"OSS",0.71180573828923
2790610,2015,"Direta",0.397748795930515
2790637,2015,"Filantrópico",0.174916004261247
2790734,2015,"Direta",0.0579223146144208
