"cnes","ano","categoria","te_bcc_leitos","te_bcc_leitos_vc"
2082225,2017,"Direta",0.502012320810306,0.472209484510949
2082322,2017,"Filantrópico",0.382112670165154,0.366889560291843
2082349,2017,"Público Municipal",0.59956066867026,0.569989535630126
2082381,2017,"Público Municipal",0.514848369338782,0.496941263551412
2082519,2017,"Filantrópico",0.290663014062037,0.279305408316265
2082527,2017,"Filantrópico",0.462003688184407,0.411849726558065
2082586,2017,"Filantrópico",0.302976396717682,0.29297118247224
2082594,2017,"Público Municipal",0.317232380202632,0.300737065249693
2082632,2017,"Filantrópico",0.22726987334818,0.21923201388747
2082640,2017,"Filantrópico",0.354371098561712,0.33480980587383
2082659,2017,"Filantrópico",0.220940152058431,0.211075958113243
2082667,2017,"Filantrópico",0.338655594534384,0.328133542137093
2082691,2017,"Filantrópico",0.216027632088668,0.204030160171033
2082721,2017,"Filantrópico",0.543658171016453,0.519385762453187
2082748,2017,"Filantrópico",0.334174765292995,0.314105264816651
2082810,2017,"Filantrópico",0.248465048999645,0.236776488474343
2082829,2017,"Público Municipal",0.555403183782635,0.519977961490564
2082845,2017,"Filantrópico",0.311937252901416,0.30090496004868
2082853,2017,"Filantrópico",0.284166012032721,0.266136017787921
2082861,2017,"Público Municipal",0.638501778257722,0.618492397040557
2082888,2017,"Filantrópico",0.380592642646885,0.352935465186298
2082926,2017,"Filantrópico",0.477121625152364,0.453900676248096
2083019,2017,"OSS",0.674628210905813,0.651303830753769
2083027,2017,"Filantrópico",0.254410347268604,0.234686639740288
2083051,2017,"Filantrópico",0.163974317348811,0.156784219223261
2083086,2017,"Filantrópico",0.910524561876024,0.744996886668551
2083094,2017,"Direta",0.28888357901702,0.270350843822427
2083116,2017,"Filantrópico",0.280108914751336,0.21912726594355
2083140,2017,"Filantrópico",0.227694667291591,0.218639842192653
2083175,2017,"Filantrópico",0.287327475533621,0.265051797075106
2083604,2017,"Filantrópico",0.453318322351266,0.428437472082997
2083876,2017,"Filantrópico",0.320321726393061,0.310367366603994
2083981,2017,"OSS",0.865674227933639,0.809339419624499
2084058,2017,"Filantrópico",0.235745280424847,0.22367122021879
2084163,2017,"OSS",0.607091151652277,0.569884843742653
2084171,2017,"Filantrópico",0.491292070139101,0.449720450315623
2084228,2017,"Filantrópico",0.30703207959243,0.289628407767011
2084414,2017,"Filantrópico",0.582975663660314,0.536947456506742
2084422,2017,"Filantrópico",0.368271311577902,0.300828398861853
2084473,2017,"Público Municipal",0.357388939768054,0.343838210566993
2085194,2017,"Filantrópico",0.311313868068707,0.285776691308039
2087057,2017,"Filantrópico",0.483096403333513,0.44237431638576
2087103,2017,"Filantrópico",0.377140030453165,0.36539520847029
2087111,2017,"Filantrópico",0.387269247398678,0.365526256418471
2087219,2017,"Público Municipal",0.381092820727427,0.367230779097074
2087618,2017,"Público Municipal",0.333360903854789,0.322509609555326
2087715,2017,"Público Municipal",0.535316810434973,0.513907279996686
2087804,2017,"OSS",0.583376327237753,0.564174078209077
2088193,2017,"Filantrópico",0.381936997530015,0.365663323338786
2088487,2017,"Filantrópico",0.195579787751923,0.186172108261865
2088495,2017,"Filantrópico",0.715178120564088,0.593131457579141
2088525,2017,"Filantrópico",0.107751521378329,0.10348923898669
2088576,2017,"OSS",0.549289820665585,0.454682552772056
2089327,2017,"Filantrópico",0.490863278401666,0.437557998556099
2089335,2017,"Filantrópico",0.389889928308377,0.364482315554218
2089785,2017,"Filantrópico",1,0.743308274103198
2090236,2017,"Filantrópico",1,0.752292566126106
2090961,2017,"Filantrópico",0.365045791225491,0.344250321122455
2091267,2017,"Filantrópico",0.220226754592897,0.208657855227647
2091313,2017,"Direta",0.515996614030871,0.493751614060386
2091399,2017,"Filantrópico",1,0.769227414561361
2091585,2017,"OSS",0.774024956399523,0.738223465706599
2091755,2017,"Direta",0.477533646500504,0.454295739113716
2092298,2017,"Público Municipal",0.337779293794913,0.305114297817564
2092611,2017,"Filantrópico",0.327108644110023,0.307341893670189
2093324,2017,"Filantrópico",0.391516985326469,0.365289058798402
2093332,2017,"Filantrópico",0.29077220497018,0.278565682973358
2096412,2017,"Filantrópico",0.532749050185713,0.499304675832803
2096463,2017,"Filantrópico",0.463557078660669,0.438562879358121
2096498,2017,"Público Municipal",0.740533802606896,0.586330962790881
2097613,2017,"Filantrópico",0.00479224455090179,0.00382008225765536
2097877,2017,"Filantrópico",0.275738612431554,0.265829450561584
2688433,2017,"Filantrópico",0.359311907802053,0.33912742701633
2688573,2017,"Direta",0.55634820669615,0.530383752982158
2688689,2017,"Filantrópico",0.556040272643205,0.42987883196129
2698374,2017,"Filantrópico",0.267290600304114,0.239127395268698
2698471,2017,"Público Municipal",1,0.651276695083116
2699915,2017,"Filantrópico",0.349064512441413,0.33018164390278
2702193,2017,"Filantrópico",0.452492199227903,0.437244870094119
2704900,2017,"Filantrópico",0.506357336253076,0.474188235720193
2705222,2017,"Filantrópico",0.397761039961215,0.375664234103834
2705982,2017,"Filantrópico",0.867296642885987,0.808222629330384
2708566,2017,"Privado",0.0137468382272077,0.0109246420767278
2708779,2017,"Filantrópico",0.637680161360578,0.605931551691334
2716097,2017,"Público Municipal",0.445293816719038,0.424425763432755
2745798,2017,"Filantrópico",0.267725358096748,0.258574779177776
2748029,2017,"Filantrópico",0.224013244254193,0.19635964678961
2748223,2017,"Filantrópico",0.809542337315033,0.696613633503418
2748568,2017,"Filantrópico",0.443892554683847,0.423096010100642
2749319,2017,"Público Municipal",0.498759788614431,0.474056129069701
2750511,2017,"Direta",1,0.710358103492253
2750546,2017,"OSS",0.554167552051632,0.525056154333297
2750988,2017,"Filantrópico",0.23459184387636,0.222880409470456
2751003,2017,"Filantrópico",0.32166491765361,0.287772536034983
2751038,2017,"Filantrópico",0.368487218155159,0.356968508969053
2751046,2017,"Filantrópico",0.310611486680583,0.290378281899961
2751623,2017,"Filantrópico",0.355443789083737,0.344060437873192
2751704,2017,"Filantrópico",0.301300332428804,0.289690452251559
2754843,2017,"Filantrópico",0.50705537626735,0.477661853818886
2755092,2017,"Filantrópico",0.443933172567206,0.423770162880911
2755130,2017,"OSS",0.957602665387035,0.8441896167188
2758245,2017,"Filantrópico",0.491551952016943,0.47161588016816
2765934,2017,"Filantrópico",0.45395381840439,0.435243411766142
2765942,2017,"Filantrópico",0.519107604103893,0.457813458942543
2772310,2017,"Filantrópico",0.546069256779631,0.499688837193829
2774720,2017,"Filantrópico",0.301974708755178,0.286905901708564
2784602,2017,"Filantrópico",0.533918330644159,0.51003829892653
2785188,2017,"Público Municipal",0.661198609199239,0.621489070417497
2785382,2017,"Filantrópico",0.257578809547789,0.24801520831534
2786435,2017,"Filantrópico",0.778812743238976,0.724742540949627
2786680,2017,"Público Municipal",0.739827004483966,0.69483117010283
2790556,2017,"OSS",0.570810420926992,0.539184275913983
2790564,2017,"Direta",0.442046076092386,0.346384320353436
2790580,2017,"OSS",0.870562019470146,0.838895805100995
2790602,2017,"OSS",0.726029104609161,0.649984799010192
2790610,2017,"Direta",0.273568323717696,0.262936155592435
2790637,2017,"Filantrópico",0.152838463299941,0.14804618877017
2790734,2017,"Direta",0.0696523470991116,0.066668349030325
2791676,2017,"Filantrópico",0.370632169599939,0.346489222840493
2791692,2017,"Filantrópico",0.189121296011484,0.18205334920107
2791722,2017,"Filantrópico",0.555226013044325,0.521416975491732
2791749,2017,"Filantrópico",0.279423926013466,0.270123237738488
2792141,2017,"OSS",1,0.89803677887439
2792168,2017,"OSS",0.862996623947275,0.812837684557434
2792176,2017,"OSS",0.953214779993865,0.907081122852117
2798298,2017,"Filantrópico",0.783400502778296,0.731182372690857
3012212,2017,"Público Municipal",0.625993588719811,0.582935050377669
3021378,2017,"Público Municipal",0.49818397688005,0.48071594869649
3028399,2017,"OSS",0.443657626716206,0.422141883603178
3126838,2017,"OSS",0.607291790330141,0.513725671168204
3139050,2017,"Público Municipal",0.647813386582669,0.621141030670877
3212130,2017,"Público Municipal",0.715406306864303,0.683096924643942
3774554,2017,"Público Municipal",0.564129394289487,0.545973391694242
4049020,2017,"Filantrópico",0.464448408150402,0.429082730163172
5200105,2017,"Público Municipal",0.50781235924962,0.473640946982373
5366828,2017,"Filantrópico",0.660362653920092,0.629317542482374
5420938,2017,"Público Municipal",0.853781442818786,0.808191774062257
5586348,2017,"Privado",0.288546753197846,0.26110098433604
5718368,2017,"Público Municipal",1,0.938851674006748
5860490,2017,"Filantrópico",0.208768113401615,0.194688956199318
5935857,2017,"Público Municipal",0.624097573573433,0.579836463536631
6020917,2017,"Público Municipal",0.549689101401156,0.52279901621818
6053858,2017,"Público Municipal",0.60135438865968,0.569947984700637
6095666,2017,"Público Municipal",0.591043244325047,0.551119001795803
6123740,2017,"Direta",0.792049185481485,0.643010184797923
6164366,2017,"Direta",0.590320852612828,0.509239924033148
6236596,2017,"OSS",0.640291232926169,0.60576650055496
6878687,2017,"OSS",0.371511690550587,0.352917498671575
6943284,2017,"Público Municipal",0.369509944182116,0.358057697591689
6966594,2017,"Público Municipal",0.63732382705127,0.533485812114625
7320175,2017,"Filantrópico",0.181509136647776,0.167437251744533
7373465,2017,"Público Municipal",0.409821186363113,0.387870695373313
7473702,2017,"Público Municipal",0.485692947398167,0.470291623830318
7573162,2017,"OSS",0.625450653195215,0.584723301883318
7580770,2017,"Direta",0.696986532529865,0.594376182983811
7711980,2017,"Público Municipal",0.356599146098475,0.334269450309944
8028,2018,"Público Municipal",0.478334390810378,0.458268807098598
8036,2018,"Público Municipal",0.463099207445317,0.445209096312505
8052,2018,"Direta",0.194972087737057,0.184625248878995
8923,2018,"Público Municipal",0.569110181085618,0.535483477176332
9601,2018,"Filantrópico",0.697156331107748,0.554926628727496
9628,2018,"Público Municipal",0.900637047473405,0.83279210233525
2022621,2018,"Filantrópico",0.399667284453738,0.376769577406279
2022648,2018,"Filantrópico",0.0969468051621026,0.0940399292808939
2023016,2018,"Filantrópico",0.368547740037443,0.358441872705236
2023474,2018,"Público Municipal",0.476055215538821,0.463225922958842
2023709,2018,"Filantrópico",0.391899024821525,0.376452863273405
2024691,2018,"Filantrópico",0.32983041230249,0.312277466931605
2024756,2018,"Filantrópico",0.517022047623639,0.501495968305854
2025361,2018,"Público Municipal",0.727520044830293,0.651312776915577
2025477,2018,"Filantrópico",0.330592105263158,0.321533446256186
2025507,2018,"Filantrópico",0.36381684849503,0.340169979161735
2025752,2018,"Filantrópico",0.322756042546956,0.27644551262472
2026805,2018,"Filantrópico",0.227764316072244,0.221092661313146
2027186,2018,"Filantrópico",0.596488636531498,0.566022998572914
2027356,2018,"Público Municipal",0.554541036910771,0.531453991984494
2028204,2018,"Filantrópico",0.249186863917742,0.24169089470904
2028239,2018,"Filantrópico",0.484460555908785,0.467243137203521
2028840,2018,"Direta",0.18054939863935,0.153167577661811
2040069,2018,"Filantrópico",0.824453112552299,0.782616971680539
2058308,2018,"Público Municipal",0.303525505387545,0.290035393430159
2058790,2018,"Público Municipal",0.37487292653294,0.356868245639152
2065665,2018,"Direta",0.563410927924779,0.5441195454496
2066092,2018,"OSS",0.881461142360917,0.827117561719048
2066572,2018,"Direta",0.316300774363224,0.297148933282449
2069776,2018,"Público Municipal",0.51596250670157,0.495888127917422
2071568,2018,"Filantrópico",0.938402692476083,0.778859281856303
2075717,2018,"Público Municipal",0.454564301015825,0.441650569088401
2075962,2018,"Filantrópico",0.461543008405226,0.438405256043831
2076896,2018,"Filantrópico",0.723992296951037,0.695906918923278
2076926,2018,"Direta",0.493152486610668,0.470982487258042
2077388,2018,"Filantrópico",0.765960634358971,0.739733880801357
2077396,2018,"Filantrópico",1,0.793248904288092
2077426,2018,"OSS",0.925359244150401,0.882132208651589
2077434,2018,"OSS",0.573251513510065,0.546182907492246
2077450,2018,"Público Municipal",0.621447028423772,0.600245866839168
2077477,2018,"Filantrópico",0.750607581126978,0.625328412676963
2077485,2018,"Filantrópico",0.531985056798128,0.428099612446094
2077493,2018,"Direta",0.401933645417042,0.376369260970847
2077507,2018,"Privado",0.104746526834103,0.0847066395261237
2077523,2018,"Direta",0.484613607391708,0.451841154863336
2077531,2018,"Filantrópico",0.277857306232423,0.227018062346817
2077574,2018,"OSS",0.788814459666572,0.723109305311394
2077582,2018,"Filantrópico",0.317962678192926,0.309408386211294
2077590,2018,"Filantrópico",0.256413764105601,0.212868870354092
2077620,2018,"OSS",0.728053688433861,0.682358990038353
2077639,2018,"Público Municipal",0.559446488192546,0.537549127028905
2077647,2018,"Filantrópico",0.244947684380658,0.23335307401288
2077655,2018,"Filantrópico",0.120969128659879,0.104360791249061
2077671,2018,"OSS",0.799698263698501,0.749424641717476
2077701,2018,"Direta",0.473816323446759,0.455154805623154
2078015,2018,"Filantrópico",1,0.742518336883422
2078074,2018,"Filantrópico",0.326207643988322,0.306561732219281
2078104,2018,"OSS",0.802995399466851,0.75304665385639
2078139,2018,"Filantrópico",0.220561061649588,0.213243598048927
2078155,2018,"Filantrópico",0.310806908674206,0.277192885750629
2078252,2018,"Filantrópico",0.205030960227308,0.195574879322975
2078287,2018,"Direta",0.457279063810928,0.401482048843763
2078295,2018,"Filantrópico",0.314994242159533,0.296546518115858
2078414,2018,"Filantrópico",0.298495459268965,0.28851057988326
2078465,2018,"Filantrópico",0.0498361276716896,0.0469190057732478
2078473,2018,"Público Municipal",0.315822364566652,0.297059970210743
2078503,2018,"Filantrópico",0.303000858744866,0.288640436380639
2078511,2018,"Filantrópico",0.161863268940951,0.151870140505247
2078562,2018,"OSS",0.687400691474495,0.642603671654968
2078775,2018,"Filantrópico",0.553319959830735,0.503267561901168
2078848,2018,"Filantrópico",0.384942298389883,0.374006460186522
2079097,2018,"Filantrópico",0.549626578854968,0.530093201319338
2079135,2018,"Filantrópico",0.414210406809409,0.395069416864986
2079186,2018,"Público Municipal",0.710369629589279,0.682469668176131
2079232,2018,"Filantrópico",0.36877146428936,0.335402490052585
2079240,2018,"Direta",0.464006892278966,0.43473572292038
2079356,2018,"Filantrópico",0.193873497599564,0.188512731989871
2079364,2018,"Filantrópico",0.200420750166761,0.192401737186544
2079410,2018,"Direta",0.364100744773829,0.326527508065023
2079593,2018,"Filantrópico",0.537844179391009,0.522861578914947
2079615,2018,"Público Municipal",0.346703542248118,0.335877933688113
2079704,2018,"Filantrópico",0.363702787107419,0.353430441166833
2079720,2018,"Direta",0.281036057698311,0.264465630656582
2079798,2018,"Direta",0.875070041377444,0.749100505465423
2079828,2018,"OSS",0.834423772480997,0.758142580977257
2079836,2018,"Filantrópico",0.359683324180853,0.349758138008686
2079860,2018,"Filantrópico",0.449632550636315,0.433327937736812
2079895,2018,"Filantrópico",0.353291406265402,0.334201028539172
2079925,2018,"Filantrópico",0.70637934697372,0.658885762221926
2080028,2018,"Público Municipal",0.426276701901255,0.406061727059457
2080044,2018,"Filantrópico",0.228259471844569,0.216401977968528
2080052,2018,"Filantrópico",0.769538767090523,0.72975862110399
2080079,2018,"Direta",0.457714385013549,0.428992248201342
2080087,2018,"Filantrópico",0.47303607163015,0.454109476477918
2080095,2018,"Filantrópico",0.283472769295876,0.270873895966305
2080125,2018,"Filantrópico",0.694688600873054,0.565047073840571
2080222,2018,"Filantrópico",0.284520452252206,0.275462360262647
2080273,2018,"OSS",0.616551024341861,0.517237743180819
2080281,2018,"Filantrópico",0.179281817314456,0.156634697337846
2080338,2018,"OSS",0.834013083057511,0.781581083425258
2080346,2018,"Público Municipal",0.440894043394376,0.404474572370539
2080354,2018,"Filantrópico",0.126595635192571,0.11988385050914
2080400,2018,"Filantrópico",0.572905731744238,0.529945332233243
2080478,2018,"Filantrópico",0.0931605016334703,0.0906413045802737
2080532,2018,"Filantrópico",0.291600026903101,0.247050794123629
2080575,2018,"Filantrópico",0.266216793193581,0.221391205762694
2080583,2018,"Público Municipal",0.444015165712803,0.426829799207113
2080664,2018,"Filantrópico",0.41617219832316,0.394678148977314
2080680,2018,"OSS",0.782340825983825,0.731313292407583
2080923,2018,"Filantrópico",0.322705109330947,0.30342076253247
2080931,2018,"Filantrópico",0.569586138873202,0.532901516836594
2080958,2018,"Filantrópico",0.292213936294058,0.279476386066775
2081059,2018,"Público Municipal",0.581615163583203,0.562776841188164
2081083,2018,"OSS",0.405930594529637,0.388680512661117
2081091,2018,"Público Municipal",0.483253169325658,0.469090478787717
2081105,2018,"Filantrópico",0.232746677613012,0.223434275442438
2081164,2018,"Filantrópico",0.358794311563138,0.347053956417249
2081253,2018,"Filantrópico",0.350305815874982,0.323367969935307
2081261,2018,"Filantrópico",0.542563234480289,0.518449152970878
2081350,2018,"Filantrópico",0.308777690037821,0.30047050589593
2081377,2018,"Filantrópico",0.501545268283882,0.475629713984536
2081458,2018,"Filantrópico",0.575628976035335,0.53557851099068
2081490,2018,"Público Municipal",0.600570945720891,0.56283981834712
2081512,2018,"Filantrópico",0.420509134380463,0.371573012688066
2081555,2018,"Filantrópico",0.344311446120343,0.333478162923991
2081695,2018,"Direta",0.466903387633881,0.426863263070528
2081814,2018,"Filantrópico",0.204043212241279,0.198481483132208
2081873,2018,"Filantrópico",0.293284765877445,0.281503507325852
2081970,2018,"Público Municipal",0.60957962971275,0.583430379381669
2082098,2018,"Filantrópico",0.556251367000886,0.528094930755928
2082128,2018,"Filantrópico",0.643774943507952,0.582536416761174
2082179,2018,"Filantrópico",0.0208894793445942,0.019992268590027
2082187,2018,"Filantrópico",1,0.800041128793491
2082225,2018,"Direta",0.518670269633796,0.485242531840499
2082322,2018,"Filantrópico",0.505220238462964,0.488754189241209
2082349,2018,"Público Municipal",0.588456369922856,0.559398430597928
2082381,2018,"Público Municipal",0.54892463614401,0.533368560936033
2082519,2018,"Filantrópico",0.293869869152178,0.283200191826076
2082527,2018,"Filantrópico",0.556453080953193,0.505547969796312
2082586,2018,"Filantrópico",0.319726754034055,0.310959596328795
2082594,2018,"Público Municipal",0.378054653553177,0.359200784414027
2082632,2018,"Filantrópico",0.245900111815132,0.238257977566303
2082640,2018,"Filantrópico",0.384072120600007,0.366049618254638
2082659,2018,"Filantrópico",0.270031823238726,0.26143499627728
2082667,2018,"Filantrópico",0.331283065512979,0.322365899283172
2082691,2018,"Filantrópico",0.259977515974123,0.243921166687759
2082721,2018,"Filantrópico",0.600372564746061,0.581258895143651
2082748,2018,"Filantrópico",0.395744308060701,0.381160763507855
2082810,2018,"Filantrópico",0.233081815587453,0.222833029149044
2082829,2018,"Público Municipal",0.599598316215508,0.561728882608534
2082845,2018,"Filantrópico",0.397773279352227,0.38701411628656
2082853,2018,"Filantrópico",0.288930581613508,0.272610000548447
2082861,2018,"Público Municipal",0.675471199743411,0.657083593786749
2082888,2018,"Filantrópico",0.427761617038967,0.401203712129101
2082926,2018,"Filantrópico",0.495949694167537,0.473984444462465
2083019,2018,"OSS",0.648900793335528,0.630910999062122
2083027,2018,"Filantrópico",0.328509192941003,0.314716840961809
2083051,2018,"Filantrópico",0.259637246796197,0.241788132903324
2083086,2018,"Filantrópico",1,0.804235233050397
2083094,2018,"Direta",0.385605021046476,0.363024109482045
2083116,2018,"Filantrópico",0.376204199131439,0.296516031374324
2083140,2018,"Filantrópico",0.23078653677027,0.222216553229752
2083175,2018,"Filantrópico",0.384995938861404,0.368832009164953
2083604,2018,"Filantrópico",0.455761097658458,0.433108210477986
2083876,2018,"Filantrópico",0.353404624975612,0.343742484885189
2083981,2018,"OSS",0.857048316458266,0.807106682923947
2084058,2018,"Filantrópico",0.276611332711322,0.264450347998231
2084163,2018,"OSS",0.647507997192187,0.609845240282042
2084171,2018,"Filantrópico",0.51123595505618,0.470219478140004
2084228,2018,"Filantrópico",0.358788482180359,0.34065524340647
2084414,2018,"Filantrópico",0.6041629850028,0.56050469108685
2084422,2018,"Filantrópico",0.522181375447821,0.458223199259186
2084473,2018,"Público Municipal",0.526784203102962,0.508262503040701
2085194,2018,"Filantrópico",0.343015971560211,0.316903818464674
2087057,2018,"Filantrópico",0.497067835438735,0.457725310787169
2087103,2018,"Filantrópico",0.421626565358098,0.410290988166233
2087111,2018,"Filantrópico",0.392667069323093,0.37231168176082
2087219,2018,"Público Municipal",0.471562848494504,0.457898965148048
2087618,2018,"Público Municipal",0.657838048150925,0.634458904117162
2087715,2018,"Público Municipal",0.924705295904067,0.896688165221231
2087804,2018,"OSS",0.565194750980305,0.542932288686214
2088193,2018,"Filantrópico",0.293388034732733,0.282535339544911
2088487,2018,"Filantrópico",0.181668228183846,0.173893537341473
2088495,2018,"Filantrópico",0.740661677021403,0.605499324770679
2088525,2018,"Filantrópico",0.160824791154597,0.156047422127159
2088576,2018,"OSS",0.612103263621233,0.508418671023879
2089327,2018,"Filantrópico",0.495738165452304,0.444515526340307
2089335,2018,"Filantrópico",0.379788261735307,0.357805943646716
2089785,2018,"Filantrópico",1,0.731758274360219
2090236,2018,"Filantrópico",1,0.773473929440696
2090961,2018,"Filantrópico",0.357146968056262,0.337651851731479
2091267,2018,"Filantrópico",0.227650179131835,0.219810954640585
2091313,2018,"Direta",0.389808633827261,0.374557134797093
2091399,2018,"Filantrópico",1,0.80327423488584
2091585,2018,"OSS",0.829318675757788,0.791858456906622
2091755,2018,"Direta",0.52205372261467,0.496680316184324
2092298,2018,"Público Municipal",0.377156500912506,0.339730119816989
2092611,2018,"Filantrópico",0.464131058323083,0.440755998365879
2093324,2018,"Filantrópico",0.3729335614064,0.349740523640672
2093332,2018,"Filantrópico",0.322722227537597,0.309905527447555
2096412,2018,"Filantrópico",0.512489592006661,0.478170976527238
2096463,2018,"Filantrópico",0.439389188670129,0.417344308494479
2096498,2018,"Público Municipal",0.707678919403335,0.570379261887
2097613,2018,"Filantrópico",0.00650310861609854,0.00587350524812682
2097877,2018,"Filantrópico",0.368187882117098,0.355581003363771
2688433,2018,"Filantrópico",0.382230950452681,0.346333508491563
2688573,2018,"Direta",0.593122484928516,0.566299194914561
2688689,2018,"Filantrópico",0.592313922690669,0.462548638575327
2698374,2018,"Filantrópico",0.290817207519368,0.276096567448667
2698471,2018,"Público Municipal",0.884483338943117,0.747996767925195
2699915,2018,"Filantrópico",0.446494312028423,0.417243279159496
2702193,2018,"Filantrópico",0.481229002613008,0.466653067985088
2704900,2018,"Filantrópico",0.504699703996301,0.473808849449056
2705222,2018,"Filantrópico",0.392054619179531,0.371977024416295
2705982,2018,"Filantrópico",0.873651322579027,0.818659363369386
2708566,2018,"Privado",0.0249575812538396,0.0199348816430901
2708779,2018,"Filantrópico",0.729117074364804,0.68955216457078
2716097,2018,"Público Municipal",0.507910675884386,0.471307619723345
2745798,2018,"Filantrópico",0.284799595126178,0.275818153642612
2748029,2018,"Filantrópico",0.233450251236788,0.202314844285342
2748223,2018,"Filantrópico",0.910144450623756,0.782640690994481
2748568,2018,"Filantrópico",0.563281311094478,0.536617817502948
2749319,2018,"Público Municipal",0.502334608820012,0.479661323690345
2750511,2018,"Direta",0.743042644525128,0.715660834375545
2750546,2018,"OSS",0.702974421640237,0.678767217745821
2750988,2018,"Filantrópico",0.247486323907573,0.236229637870579
2751003,2018,"Filantrópico",0.33970484734061,0.323624572988034
2751038,2018,"Filantrópico",0.421994257747443,0.41065525454762
2751046,2018,"Filantrópico",0.40221203129215,0.386776680032149
2751623,2018,"Filantrópico",0.36781374341327,0.357794654922029
2751704,2018,"Filantrópico",0.324751346123309,0.313476182158218
2754843,2018,"Filantrópico",0.61430574303081,0.586620097188988
2755092,2018,"Filantrópico",0.483919220357027,0.462561675011138
2755130,2018,"OSS",1,0.890752938273618
2758245,2018,"Filantrópico",0.549509047623913,0.532591446817507
2765934,2018,"Filantrópico",0.487977722037921,0.469130899503471
2765942,2018,"Filantrópico",0.572968940582378,0.512275261259472
2772310,2018,"Filantrópico",0.528272508113035,0.489286654229099
2774720,2018,"Filantrópico",0.24042831970361,0.232385826263249
2784602,2018,"Filantrópico",0.518504873653422,0.496385565298518
2785188,2018,"Público Municipal",0.790057722445563,0.760943363098069
2785382,2018,"Filantrópico",0.220541759111955,0.212990334004798
2786435,2018,"Filantrópico",0.81537440204435,0.760052036038439
2786680,2018,"Público Municipal",0.759551435035291,0.712541690070623
2790556,2018,"OSS",0.608625118572331,0.577099331442925
2790564,2018,"Direta",0.407537684284809,0.324042800485048
2790580,2018,"OSS",1,0.971024258187263
2790602,2018,"OSS",0.74495733252444,0.680872792865884
2790610,2018,"Direta",0.68798000558409,0.656928837115313
2790637,2018,"Filantrópico",0.143733224309864,0.139729281239569
2790734,2018,"Direta",0.0727758712277713,0.0705034886342258
2791676,2018,"Filantrópico",1,0.659340815502194
2791692,2018,"Filantrópico",0.198826380125878,0.193002373152018
2791722,2018,"Filantrópico",0.54164635963358,0.509080298484016
2791749,2018,"Filantrópico",0.323860218592879,0.314905210591908
2792141,2018,"OSS",1,0.897943384785211
2792168,2018,"OSS",0.889894344778761,0.835273987654815
2792176,2018,"OSS",0.935028802567768,0.892198009380021
2798298,2018,"Filantrópico",0.79454110665304,0.742209619113829
3012212,2018,"Público Municipal",0.635674573769774,0.594533506111279
3021378,2018,"Público Municipal",0.643102191727252,0.624685416349207
3028399,2018,"OSS",0.424753911383303,0.405487584455699
3126838,2018,"OSS",0.655731616793219,0.549826634364134
3139050,2018,"Público Municipal",0.68505018841498,0.658674600361719
3212130,2018,"Público Municipal",0.71990913367217,0.68847219007617
3774554,2018,"Público Municipal",0.548501135285833,0.533637995161042
4049020,2018,"Filantrópico",0.542663477628555,0.50707803350104
5200105,2018,"Público Municipal",0.566051416541826,0.530421748885722
5366828,2018,"Filantrópico",0.743930314449867,0.71968426838379
5420938,2018,"Público Municipal",0.819465093971002,0.774498031519188
5586348,2018,"Privado",0.430730731849005,0.410341654700296
5718368,2018,"Público Municipal",1,0.934037667453129
5860490,2018,"Filantrópico",0.214787867973311,0.204415423655196
5935857,2018,"Público Municipal",0.775391246344092,0.744367150964715
6020917,2018,"Público Municipal",0.529171345987444,0.50482963644468
6053858,2018,"Público Municipal",0.399251269012714,0.378021128183423
6095666,2018,"Público Municipal",0.773365492920816,0.723629753284193
6123740,2018,"Direta",0.78486495789933,0.651386643022355
6164366,2018,"Direta",0.80191937979127,0.689304825173998
6236596,2018,"OSS",0.681052300995479,0.648292055712502
6878687,2018,"OSS",0.417342065553879,0.398518354872819
6943284,2018,"Público Municipal",0.43404324624685,0.422306078158093
6966594,2018,"Público Municipal",0.757225433526012,0.706584408792843
7320175,2018,"Filantrópico",0.272686996972606,0.26123832179635
7373465,2018,"Público Municipal",0.411920940744843,0.387605380555762
7473702,2018,"Público Municipal",0.535844509971781,0.521376034119917
7573162,2018,"OSS",0.76032970859503,0.713686831022395
7580770,2018,"Direta",0.649265303108617,0.622006109817305
7711980,2018,"Público Municipal",0.373759364026451,0.351823753711018
8028,2019,"Público Municipal",0.404673268260851,0.388437582334093
8036,2019,"Público Municipal",0.477196911576459,0.459126087391201
8052,2019,"Direta",0.242475715524966,0.228805139585423
8923,2019,"Público Municipal",0.743307340763821,0.698769440483275
9601,2019,"Filantrópico",0.792456106838545,0.625719381588936
9628,2019,"Público Municipal",0.977647742636737,0.908275437883878
2022621,2019,"Filantrópico",0.424288418302512,0.401706521798092
2022648,2019,"Filantrópico",0.0969386231695509,0.0938226987604755
2023016,2019,"Filantrópico",0.384469352196188,0.374392609287884
2023474,2019,"Público Municipal",0.474596336610872,0.462508761153574
2023709,2019,"Filantrópico",0.386985859801436,0.372126558774037
2024691,2019,"Filantrópico",0.446304249409634,0.43083206271247
2024756,2019,"Filantrópico",0.442118718542782,0.429243688362854
2025361,2019,"Público Municipal",0.743271491607224,0.673365089991229
2025477,2019,"Filantrópico",0.31786757324085,0.309777686767604
2025507,2019,"Filantrópico",0.574283349068855,0.538688010764851
2025752,2019,"Filantrópico",0.305758350329006,0.264350381650789
2026805,2019,"Filantrópico",0.212015600057778,0.205795763960039
