"cnes","ano","categoria","te_bcc_leitos","te_bcc_leitos_vc"
2082853,2015,"Filantrópico",0.306445087709271,0.291052572701709
2082861,2015,"Público Municipal",0.811995443514437,0.784504529100314
2082888,2015,"Filantrópico",0.399087677326734,0.375580967372323
2082926,2015,"Filantrópico",0.426057044366222,0.405364854338167
2083019,2015,"OSS",0.484586508929587,0.471068471808455
2083027,2015,"Filantrópico",0.141200201714574,0.136942759737873
2083051,2015,"Filantrópico",0.372540363269425,0.360051714836691
2083086,2015,"Filantrópico",0.858606074876384,0.676462967811485
2083094,2015,"Direta",0.330058939096267,0.309323116026278
2083116,2015,"Filantrópico",0.288782402794764,0.232968905882124
2083140,2015,"Filantrópico",0.267067014221137,0.258789552314824
2083175,2015,"Filantrópico",0.340753298444756,0.307455995443923
2083604,2015,"Filantrópico",0.495605862088261,0.474067418176941
2083876,2015,"Filantrópico",0.348342740737597,0.338677103442196
2083981,2015,"OSS",0.780076394206343,0.748814004424118
2084058,2015,"Filantrópico",0.275869236022447,0.265173103252007
2084163,2015,"OSS",0.672625497509848,0.638185254815671
2084171,2015,"Filantrópico",0.606164383561644,0.570727641109767
2084228,2015,"Filantrópico",0.428427707736237,0.407980355227185
2084414,2015,"Filantrópico",0.562422577842549,0.524607700051469
2084422,2015,"Filantrópico",0.22416091820764,0.21480975572375
2084473,2015,"Público Municipal",0.446939976461358,0.432100313462683
2085194,2015,"Filantrópico",0.337897097009687,0.303303640732183
2087057,2015,"Filantrópico",0.557889072727036,0.51447031541958
2087103,2015,"Filantrópico",0.351746547522339,0.341667063923135
2087111,2015,"Filantrópico",0.397229890393771,0.380385794398297
2087219,2015,"Público Municipal",0.492569277694854,0.464229032033923
2087618,2015,"Público Municipal",0.415874597577802,0.404428760941677
2087715,2015,"Público Municipal",0.7343165309267,0.705495416343731
2087804,2015,"OSS",0.666477078830622,0.648076812347859
2088193,2015,"Filantrópico",0.444534227563455,0.415459761256847
2088487,2015,"Filantrópico",0.275922953451043,0.26698102239506
2088495,2015,"Filantrópico",0.689413274405356,0.565687023978944
2088525,2015,"Filantrópico",0.164943990475675,0.158478321765174
2088576,2015,"OSS",0.511817010611576,0.439473501177362
2089327,2015,"Filantrópico",0.499146793659004,0.448951735916753
2089335,2015,"Filantrópico",0.429527401773936,0.404229130323011
2089785,2015,"Filantrópico",1,0.77059986570411
2090236,2015,"Filantrópico",1,0.756510243498361
2090961,2015,"Filantrópico",0.359871751982615,0.347607397841065
2091267,2015,"Filantrópico",0.2263319044703,0.215457210450789
2091313,2015,"Direta",0.440127711714824,0.419650341569146
2091399,2015,"Filantrópico",1,0.76944579383453
2091585,2015,"OSS",0.753140898521893,0.730579968160675
2091755,2015,"Direta",0.527722061162858,0.511344476111427
2092298,2015,"Público Municipal",0.495997076490875,0.478517863316203
2092611,2015,"Filantrópico",0.410347908159918,0.388631757466892
2093324,2015,"Filantrópico",0.39622328545428,0.382305248088441
2093332,2015,"Filantrópico",0.269857832268162,0.260677147736985
2096412,2015,"Filantrópico",0.442649105041925,0.426365774656535
2096463,2015,"Filantrópico",0.532402771993766,0.509978706281028
2096498,2015,"Público Municipal",0.76490841877257,0.612975270426991
2097613,2015,"Filantrópico",0.00789480086611683,0.00642548316544181
2097877,2015,"Filantrópico",0.408647816668567,0.390904819681857
2688433,2015,"Filantrópico",0.428531241209015,0.402327427083981
2688573,2015,"Direta",0.597984055455232,0.57974204581344
2688689,2015,"Filantrópico",0.707950297951683,0.553454728732606
2698374,2015,"Filantrópico",0.281101340637163,0.256389833972754
2698471,2015,"Público Municipal",0.945124307613036,0.731246552720477
2699915,2015,"Filantrópico",0.257745783047498,0.197478672279763
2702193,2015,"Filantrópico",0.484974093264249,0.47016638440608
2704900,2015,"Filantrópico",0.54119926828512,0.507896936785766
2705222,2015,"Filantrópico",0.442724008912811,0.420237409578925
2705982,2015,"Filantrópico",0.8586714582061,0.799859189614726
2708566,2015,"Privado",0.001115496528478,0.000907341382892033
2708779,2015,"Filantrópico",0.769876892857958,0.744320657588119
2716097,2015,"Público Municipal",0.428812770777871,0.415601888957758
2745798,2015,"Filantrópico",0.293377459359203,0.285107172892412
2748029,2015,"Filantrópico",0.202267656929736,0.184889105938024
2748223,2015,"Filantrópico",0.860641122097828,0.749225080404878
2748568,2015,"Filantrópico",0.424043909348442,0.405760474046322
2749319,2015,"Público Municipal",0.558566613749362,0.533303094297691
2750511,2015,"Direta",1,0.763351237222016
2750546,2015,"OSS",0.627189222290263,0.597475829889766
2750988,2015,"Filantrópico",0.269746881062471,0.25791893524079
2751003,2015,"Filantrópico",0.270784852972287,0.249002261495649
2751038,2015,"Filantrópico",0.430314942633816,0.417844902864984
2751046,2015,"Filantrópico",0.333701083782205,0.314501407472784
2751623,2015,"Filantrópico",0.363696871731482,0.352692820814474
2751704,2015,"Filantrópico",0.345858418102553,0.334896100495729
2754843,2015,"Filantrópico",0.491272358956694,0.466372086303487
2755092,2015,"Filantrópico",0.495389534750931,0.480720827752691
2755130,2015,"OSS",1,0.892623974395919
2758245,2015,"Filantrópico",0.480232873002978,0.462118332883335
2765934,2015,"Filantrópico",0.438603373872107,0.42478312437017
2765942,2015,"Filantrópico",0.599821311919769,0.544040929775639
2772310,2015,"Filantrópico",0.598392339453571,0.555771306094709
2774720,2015,"Filantrópico",0.381198533389433,0.364080317245552
2784602,2015,"Filantrópico",0.57892037859887,0.561508833337536
2785188,2015,"Público Municipal",0.506617459913464,0.479449469358645
2785382,2015,"Filantrópico",0.343453380392694,0.333317532318211
2786435,2015,"Filantrópico",0.840726464392151,0.795741888992754
2786680,2015,"Público Municipal",0.837577785912252,0.795897109349578
2790556,2015,"OSS",0.639140274806639,0.59433467116654
2790564,2015,"Direta",0.777622807244741,0.626270943611615
2790580,2015,"OSS",0.857502491215189,0.825960703303403
2790602,2015,"OSS",0.71180573828923,0.656975747769698
2790610,2015,"Direta",0.397748795930515,0.382093032252274
2790637,2015,"Filantrópico",0.174916004261247,0.170113997612039
2790734,2015,"Direta",0.0579223146144208,0.0555647478766427
2791676,2015,"Filantrópico",0.301939716649234,0.292804196731075
2791692,2015,"Filantrópico",0.267326732673267,0.257112621988157
2791722,2015,"Filantrópico",0.636491793374283,0.597111628959828
2791749,2015,"Filantrópico",0.306076964984399,0.29619596901801
2792141,2015,"OSS",1,0.935232219775201
2792168,2015,"OSS",0.930796618984209,0.895018629821801
2792176,2015,"OSS",0.878574098595388,0.848455656853985
2798298,2015,"Filantrópico",0.795393153820899,0.746004862749531
3012212,2015,"Público Municipal",0.763698721186824,0.723259718745939
3021378,2015,"Público Municipal",0.537727698178414,0.522399866343044
3028399,2015,"OSS",0.445486660981849,0.42927532309882
3126838,2015,"OSS",0.565098926793448,0.480156755936263
3139050,2015,"Público Municipal",0.691664776960705,0.669612824951832
3212130,2015,"Público Municipal",0.634864504965875,0.616120782055834
3774554,2015,"Público Municipal",0.80875520666453,0.78652811726446
4049020,2015,"Filantrópico",0.434706607603203,0.41354859783905
5200105,2015,"Público Municipal",0.697374832500914,0.672015184085107
5366828,2015,"Filantrópico",0.617959968744365,0.590209672280277
5420938,2015,"Público Municipal",0.792668069961708,0.763071091611499
5586348,2015,"Privado",1,0.661418386673862
5718368,2015,"Público Municipal",0.901182316222776,0.867033797162814
5860490,2015,"Filantrópico",0.213207011384464,0.199839432701042
5935857,2015,"Público Municipal",0.613428684942392,0.575301708179989
6020917,2015,"Público Municipal",0.563494255413168,0.536700799352507
6053858,2015,"Público Municipal",0.692290811385979,0.669341698022494
6095666,2015,"Público Municipal",0.68517044634907,0.649845229765825
6123740,2015,"Direta",0.833526427662416,0.682779313537594
6164366,2015,"Direta",0.626556885585227,0.552232184994615
6236596,2015,"OSS",0.736242619055938,0.705320022041056
6878687,2015,"OSS",0.432442711799943,0.418776088584044
6943284,2015,"Público Municipal",0.5752238985394,0.549392720914527
6966594,2015,"Público Municipal",0.684602343922754,0.617705231599211
7320175,2015,"Filantrópico",0.127810127515294,0.11532093794068
7373465,2015,"Público Municipal",0.412198841048379,0.398504432252351
7473702,2015,"Público Municipal",0.412475040410763,0.39999515207665
7573162,2015,"OSS",0.664832645575424,0.641889784704317
7580770,2015,"Direta",0.595923724233768,0.523400962710701
7711980,2015,"Público Municipal",0.00518353773484993,0.00482844295718362
8028,2016,"Público Municipal",0.566126624790099,0.543005448778662
8036,2016,"Público Municipal",0.492542031833459,0.473053721698457
8052,2016,"Direta",0.216506196031566,0.203235948761573
8923,2016,"Público Municipal",0.5471602854609,0.510440475316013
9601,2016,"Filantrópico",0.616695778010294,0.497719558343695
9628,2016,"Público Municipal",0.820058636696799,0.758624931682792
2022621,2016,"Filantrópico",0.407258142307588,0.384249403370176
2022648,2016,"Filantrópico",0.0737166342742007,0.0711219398132672
2023016,2016,"Filantrópico",0.289252658746051,0.273571088587313
2023474,2016,"Público Municipal",0.370627411707857,0.35347823675509
2023709,2016,"Filantrópico",0.372129494927798,0.358425784711528
2024691,2016,"Filantrópico",0.241794844885723,0.231758971425522
2024756,2016,"Filantrópico",0.389410137461862,0.364967387475497
2025361,2016,"Público Municipal",0.573663105431399,0.529987097124641
2025477,2016,"Filantrópico",0.309776642315981,0.296368697502254
2025507,2016,"Filantrópico",0.441846432253517,0.417986049646348
2025752,2016,"Filantrópico",0.370270175928512,0.314313363782174
2026805,2016,"Filantrópico",0.184090448565446,0.173710260205208
2027186,2016,"Filantrópico",0.541870107149625,0.519448750902288
2027356,2016,"Público Municipal",0.572338018828724,0.541842957692134
2028204,2016,"Filantrópico",0.226276233439723,0.218280106642899
2028239,2016,"Filantrópico",0.365516776714729,0.345670746984427
2028840,2016,"Direta",0.222647901041533,0.182935341385597
2040069,2016,"Filantrópico",0.758994487704244,0.72923984222663
2058308,2016,"Público Municipal",0.297411175220164,0.278606963853824
2058790,2016,"Público Municipal",0.453561769558977,0.434718677817458
2065665,2016,"Direta",0.492195606721561,0.475107510260026
2066092,2016,"OSS",0.974848779002971,0.913231089704491
2066572,2016,"Direta",0.260047044215167,0.242218538073813
2069776,2016,"Público Municipal",0.487780907961712,0.468430815751708
2071568,2016,"Filantrópico",0.736224289112754,0.603242563649958
2075717,2016,"Público Municipal",0.479961820155464,0.462083701354905
2075962,2016,"Filantrópico",0.629966732271308,0.602723147605225
2076896,2016,"Filantrópico",0.635809532816342,0.610626990247339
2076926,2016,"Direta",0.68823573598854,0.656226973960877
2077388,2016,"Filantrópico",0.607680350279154,0.585939944662647
2077396,2016,"Filantrópico",1,0.80337742366164
2077426,2016,"OSS",0.926184011606674,0.884891698950055
2077434,2016,"OSS",0.589952580517057,0.563191068543299
2077450,2016,"Público Municipal",0.577683383725516,0.556969068730601
2077477,2016,"Filantrópico",0.751308699421648,0.614116401551576
2077485,2016,"Filantrópico",0.572162361472438,0.456485222488219
2077493,2016,"Direta",0.353501580423191,0.330813155350973
2077507,2016,"Privado",0.0404325732428343,0.0324393194367292
2077523,2016,"Direta",0.56260485354854,0.526429999102537
2077531,2016,"Filantrópico",0.271034411365564,0.21272020464519
2077574,2016,"OSS",0.821726800681859,0.754702586604858
2077582,2016,"Filantrópico",0.308035714285714,0.28988548543514
2077590,2016,"Filantrópico",0.362259877334233,0.294244143172271
2077620,2016,"OSS",0.677130005829078,0.633917261721781
2077639,2016,"Público Municipal",0.582819593263301,0.559689915254262
2077647,2016,"Filantrópico",0.255078050865945,0.242130981221798
2077655,2016,"Filantrópico",0.10548096316367,0.0959930919078767
2077671,2016,"OSS",0.789235554717692,0.740350083109561
2077701,2016,"Direta",0.545436069248819,0.522967786484951
2078015,2016,"Filantrópico",1,0.747557365970992
2078074,2016,"Filantrópico",0.266631681892994,0.256446107031801
2078104,2016,"OSS",0.823949464432848,0.772466686267252
2078139,2016,"Filantrópico",0.319743745900871,0.308707615598541
2078155,2016,"Filantrópico",0.304089571468729,0.269471958763667
2078252,2016,"Filantrópico",0.456441535257364,0.439976503663287
2078287,2016,"Direta",0.526954075561139,0.455504418127538
2078295,2016,"Filantrópico",0.333683767872161,0.319382451135234
2078414,2016,"Filantrópico",0.26966473243069,0.255373946305708
2078465,2016,"Filantrópico",0.0575664626275619,0.0551036560973523
2078473,2016,"Público Municipal",0.163336349025039,0.15631350689721
2078503,2016,"Filantrópico",0.383444607898608,0.36947154096695
2078511,2016,"Filantrópico",0.197895656373398,0.190237681879571
2078562,2016,"OSS",0.688722627420474,0.643196312359768
2078775,2016,"Filantrópico",0.4964494144831,0.447692221079988
2078848,2016,"Filantrópico",0.359449726848264,0.345863569005342
2079097,2016,"Filantrópico",0.374271627073061,0.352899310346599
2079135,2016,"Filantrópico",0.383463431189547,0.366678467634129
2079186,2016,"Público Municipal",0.724836997828141,0.695713716283035
2079232,2016,"Filantrópico",0.328055664563649,0.31219018809581
2079240,2016,"Direta",0.510622277713708,0.478153150426557
2079356,2016,"Filantrópico",0.161435154262385,0.152332415243245
2079364,2016,"Filantrópico",0.12134975912869,0.114598376469911
2079410,2016,"Direta",0.304206371946429,0.285683466556555
2079593,2016,"Filantrópico",0.546006988645043,0.525034210045258
2079615,2016,"Público Municipal",0.332939680232558,0.315080680732133
2079704,2016,"Filantrópico",0.286809247125726,0.27158189112194
2079720,2016,"Direta",0.381676728315239,0.356481096192144
2079798,2016,"Direta",0.861633947645599,0.721861186782414
2079828,2016,"OSS",0.726973866844863,0.66297014149521
2079836,2016,"Filantrópico",0.282901181709197,0.2704337481841
2079860,2016,"Filantrópico",0.371329217494793,0.357934408246313
2079895,2016,"Filantrópico",0.370675825607853,0.352847000084894
2079925,2016,"Filantrópico",0.399272232885477,0.371662529650973
2080028,2016,"Público Municipal",0.432374260567443,0.410822219772523
2080044,2016,"Filantrópico",0.253454017948766,0.243376073762242
2080052,2016,"Filantrópico",0.665828086390022,0.630182704898783
2080079,2016,"Direta",0.376567065698935,0.353248017602677
2080087,2016,"Filantrópico",0.274087275869518,0.257640801861288
2080095,2016,"Filantrópico",0.302953799545569,0.286946469713424
2080125,2016,"Filantrópico",1,0.805662660914904
2080222,2016,"Filantrópico",0.180646557052788,0.171055620000834
2080273,2016,"OSS",0.578830914434421,0.482270859187483
2080281,2016,"Filantrópico",0.137953106050398,0.130462830313477
2080338,2016,"OSS",0.742031739829312,0.695578104140168
2080346,2016,"Público Municipal",0.521095103563457,0.477884763467151
2080354,2016,"Filantrópico",0.189800740658138,0.179335667787904
2080400,2016,"Filantrópico",0.591306194953281,0.543743815313017
2080478,2016,"Filantrópico",0.0767388784234169,0.0728669464782488
2080532,2016,"Filantrópico",0.273703719486439,0.234333260405562
2080575,2016,"Filantrópico",0.917658243618693,0.767767770947253
2080583,2016,"Público Municipal",0.513626178200718,0.493058997861003
2080664,2016,"Filantrópico",0.290910422505651,0.277572099700987
2080680,2016,"OSS",0.716920948398168,0.666618798370091
2080923,2016,"Filantrópico",0.305131785465892,0.288551740307771
2080931,2016,"Filantrópico",0.503965482326677,0.465138072420148
2080958,2016,"Filantrópico",0.172148278517215,0.162082656003138
2081059,2016,"Público Municipal",0.513355171401306,0.491683269309436
2081083,2016,"OSS",0.38496900802173,0.369787153120954
2081091,2016,"Público Municipal",0.410318330466343,0.394282890705513
2081105,2016,"Filantrópico",0.167088150289017,0.15727591861588
2081164,2016,"Filantrópico",0.445078362119624,0.429102443146013
2081253,2016,"Filantrópico",0.369975301106725,0.341444604404873
2081261,2016,"Filantrópico",0.338407227452171,0.317010986950458
2081350,2016,"Filantrópico",0.311766122292885,0.296935060526278
2081377,2016,"Filantrópico",0.479594773493843,0.449412951581922
2081458,2016,"Filantrópico",0.570263424477761,0.520870485471818
2081490,2016,"Público Municipal",0.624662739208512,0.577509344854062
2081512,2016,"Filantrópico",0.260398917828941,0.240447299665749
2081555,2016,"Filantrópico",0.321692470091485,0.310641332850977
2081695,2016,"Direta",0.531665612765684,0.483795888782351
2081814,2016,"Filantrópico",0.208372120297004,0.197480160865942
2081873,2016,"Filantrópico",0.318737693985137,0.30780633424731
2081970,2016,"Público Municipal",0.64904359387049,0.62029995058709
2082098,2016,"Filantrópico",0.434660908509277,0.404604075844374
2082128,2016,"Filantrópico",0.649236316570013,0.587160087659949
2082179,2016,"Filantrópico",0.0174501636417733,0.0168206909196609
2082187,2016,"Filantrópico",1,0.76923442385761
2082225,2016,"Direta",0.480794214283881,0.449447321123674
2082322,2016,"Filantrópico",0.391788689724817,0.371087543905433
2082349,2016,"Público Municipal",0.623550794686616,0.591314555323863
2082381,2016,"Público Municipal",0.515605862002278,0.489944303827305
2082519,2016,"Filantrópico",0.263956079435988,0.254922188860442
2082527,2016,"Filantrópico",0.52168630959422,0.463058228931154
2082586,2016,"Filantrópico",0.268783651492903,0.2542117899699
2082594,2016,"Público Municipal",0.380501284424932,0.361306411522862
2082632,2016,"Filantrópico",0.254442933116297,0.245758517938434
2082640,2016,"Filantrópico",0.306073871997652,0.290191051122752
2082659,2016,"Filantrópico",0.0964041339482637,0.0923564190763183
2082667,2016,"Filantrópico",0.265648227436205,0.253941130291503
2082691,2016,"Filantrópico",0.28615133537818,0.272152726315046
2082721,2016,"Filantrópico",0.369276889534884,0.349468749570565
2082748,2016,"Filantrópico",0.330507306313758,0.312166459715516
2082810,2016,"Filantrópico",0.271293425864632,0.258642763639133
2082829,2016,"Público Municipal",0.596748629767038,0.559425003238055
2082845,2016,"Filantrópico",0.313293679551359,0.302575599538846
2082853,2016,"Filantrópico",0.281796839421904,0.267698305090109
2082861,2016,"Público Municipal",0.62513412853881,0.600769934559252
2082888,2016,"Filantrópico",0.381255075689339,0.357298695393632
2082926,2016,"Filantrópico",0.441322894659699,0.422372707476123
2083019,2016,"OSS",0.429586505714744,0.414181536724673
2083027,2016,"Filantrópico",0.12703047269226,0.122524104807024
2083051,2016,"Filantrópico",0.290805530083939,0.280481370423474
2083086,2016,"Filantrópico",0.818451075032909,0.633121909159593
2083094,2016,"Direta",0.257204206388708,0.242019865878127
2083116,2016,"Filantrópico",0.322357962092679,0.256284703830028
2083140,2016,"Filantrópico",0.23060601607155,0.222682314837203
2083175,2016,"Filantrópico",0.313194135939582,0.294134018015015
2083604,2016,"Filantrópico",0.431405506203535,0.409042326804798
2083876,2016,"Filantrópico",0.297126802722875,0.285055018556567
2083981,2016,"OSS",0.853422316949556,0.794422690103447
2084058,2016,"Filantrópico",0.252230279321613,0.242594851250763
2084163,2016,"OSS",0.620855077057774,0.581581722527265
2084171,2016,"Filantrópico",0.525509748408013,0.494110216420187
2084228,2016,"Filantrópico",0.32436107303428,0.308052619993049
2084414,2016,"Filantrópico",0.531285297022595,0.483614111203528
