ano,qtde_total,qtde_covid,pct_qtde_covid,valor_total_R$,valor_covid_R$,pct_valor_covid,n_hosp_com_covid
2020,2264895.0,113029.0,4.990474172091863,3806208857.7199984,611542403.6299999,16.0669691677489,488
2021,2376689.0,253978.0,10.686210943038825,5067662894.229998,1767481180.0700002,34.87763919897752,551
