ano,versao,tmp_mediana,custo_mediana,mort_mediana
2020,Com COVID,4.14236559139785,952.1453816793888,0.050416666666666665
2020,Sem COVID,3.900212314225053,629.4314823468335,0.050416666666666665
2021,Com COVID,4.624013393924899,1249.3149656357384,0.07130164371390493
2021,Sem COVID,3.8672144901786596,688.4083621823511,0.07130164371390493
