cnes,ano,nome_fantasia,class_assistencial,porte_hospital,total_leitos,total_leitos_sus,leitos_internacao,leitos_sus,uti_total,uti_sus,diarias_internacao,diarias_uti,ocupacao_internacao,ocupacao_uti,cod_ibge,municipio,tipo_hospital,especializacao,n_linhas_resumo,qtde,qtde_obito_all,qtde_obito_sem_excl,dias_perm,valor,qtde_alta_complex,qtde_covid,dias_covid,valor_covid,n_linhas_prod,n_linhas_covid,mort_all,mort_sem_excl,tmp,custo_saida,pct_alta_complex,pct_covid_qtde,pct_covid_valor,faixa_complex_barcelona,pont_barcelona
2699915,2017,,Filantrópico,Médio Porte,99,55,88,55,11,0,13702,0,68.25404732254047,0.0,355670,Vinhedo,05 HOSPITAL GERAL,N/A,1,3743.0,147.0,147.0,13702.0,2232272.0100000007,95.0,0.0,0.0,0.0,1486,0,0.0392733101790008,0.0392733101790008,3.6606999732834624,596.3857894736844,0.025380710659898477,,,3.0,148.0
2701561,2017,,Filantrópico,HPP,3,3,3,3,0,0,0,0,0.0,0.0,352590,Jundiai,62 HOSPITAL/DIA - ISOLADO,N/A,1,93.0,0.0,0.0,0.0,184111.72000000012,43.0,0.0,0.0,0.0,43,0,0.0,0.0,0.0,1979.6959139784958,0.46236559139784944,,,2.0,32.0
2702193,2017,,Filantrópico,Médio Porte,87,77,87,77,0,0,18476,0,65.73919231453478,0.0,355540,Ubatuba,05 HOSPITAL GERAL,N/A,1,4207.0,200.0,200.0,18476.0,2312159.8799999976,16.0,0.0,0.0,0.0,1706,0,0.04753981459472308,0.04753981459472308,4.391728072260518,549.5982600427852,0.0038031851675778463,,,3.0,144.0
2704900,2017,,Filantrópico,Grande Porte,216,154,196,134,20,20,42052,5460,85.97832754038029,74.79452054794521,350760,Braganca Paulista,05 HOSPITAL GERAL,N/A,1,9429.0,709.0,709.0,42052.0,17655567.50999999,1018.0,0.0,0.0,0.0,3627,0,0.07519355180825114,0.07519355180825114,4.45985788524764,1872.4750779510011,0.10796478947926609,,,4.0,365.0
2705222,2017,,Filantrópico,Médio Porte,145,94,135,86,10,8,21399,2807,68.17139216310927,96.13013698630137,353050,Mococa,05 HOSPITAL GERAL,N/A,1,6124.0,300.0,300.0,21399.0,4860000.80000001,19.0,0.0,0.0,0.0,2513,0,0.04898758981058132,0.04898758981058132,3.4942847811887656,793.5990855649918,0.0031025473546701502,,,3.0,241.0
2705249,2017,,Público Municipal,HPP,36,35,36,35,0,0,1727,0,13.518590998043052,0.0,354300,Ribeirao Branco,05 HOSPITAL GERAL,N/A,1,564.0,31.0,31.0,1727.0,223487.9100000001,0.0,0.0,0.0,0.0,351,0,0.0549645390070922,0.0549645390070922,3.0620567375886525,396.2551595744682,0.0,,,2.0,21.0
2705982,2017,,Filantrópico,Grande Porte,289,261,243,216,46,45,79427,13354,100.74454591577879,81.30289193302892,351620,Franca,05 HOSPITAL GERAL,N/A,1,18812.0,1277.0,1277.0,79427.0,34975384.37999987,2073.0,0.0,0.0,0.0,6044,0,0.06788220284924516,0.06788220284924516,4.222145439081437,1859.2060588985685,0.11019561981713799,,,5.0,589.0
2708566,2017,,Privado,Grande Porte,215,13,196,9,19,4,580,32,17.65601217656012,2.191780821917808,355220,Sorocaba,05 HOSPITAL GERAL,N/A,1,100.0,0.0,0.0,580.0,2788759.77,100.0,0.0,0.0,0.0,58,0,0.0,0.0,5.8,27887.5977,1.0,,,2.0,41.0
2708779,2017,,Filantrópico,Grande Porte,219,219,193,193,26,26,60815,6249,86.32976080630279,65.84826132771339,355220,Sorocaba,05 HOSPITAL GERAL,N/A,1,12236.0,1287.0,1286.0,60815.0,12210276.080000022,386.0,0.0,0.0,0.0,3261,0,0.10518143184047074,0.10509970578620464,4.970169990192874,997.8976855181451,0.03154625694671461,,,4.0,520.0
2716097,2017,,Público Municipal,Grande Porte,211,201,171,171,40,30,44873,6011,71.89457662420892,54.89497716894977,354100,Praia Grande,05 HOSPITAL GERAL,N/A,1,8409.0,428.0,428.0,44873.0,7857629.330000017,5.0,0.0,0.0,0.0,2067,0,0.050897847544297777,0.050897847544297777,5.336306338446902,934.4308871447279,0.0005946010227137591,,,4.0,472.0
2716275,2017,,Filantrópico,HPP,47,31,47,31,0,0,4596,0,40.61864781263809,0.0,353030,Mirassol,05 HOSPITAL GERAL,N/A,1,1983.0,13.0,13.0,4596.0,834250.5000000009,0.0,0.0,0.0,0.0,714,0,0.006555723651033787,0.006555723651033787,2.317700453857791,420.70121028744376,0.0,,,,
2716291,2017,,Público Municipal,HPP,33,28,33,28,0,0,813,0,7.954990215264188,0.0,353475,Ouroeste,05 HOSPITAL GERAL,N/A,1,362.0,5.0,5.0,813.0,140953.20999999985,0.0,0.0,0.0,0.0,254,0,0.013812154696132596,0.013812154696132596,2.24585635359116,389.3735082872924,0.0,,,2.0,30.0
2716593,2017,,Filantrópico,HPP,31,25,31,25,0,0,5989,0,65.63287671232877,0.0,350100,Altinopolis,05 HOSPITAL GERAL,N/A,1,1108.0,48.0,48.0,5989.0,416412.6499999998,0.0,0.0,0.0,0.0,646,0,0.04332129963898917,0.04332129963898917,5.405234657039712,375.8236913357399,0.0,,,2.0,21.0
2716801,2017,,Filantrópico,HPP,16,8,11,8,5,0,8,0,0.273972602739726,0.0,352590,Jundiai,07 HOSPITAL ESPECIALIZADO,004 ONCOLOGIA,1,6.0,0.0,0.0,8.0,1542.77,0.0,0.0,0.0,0.0,5,0,0.0,0.0,1.3333333333333333,257.12833333333333,0.0,,,2.0,46.0
2745356,2017,,Filantrópico,Grande Porte,208,200,208,200,0,0,59775,0,81.88356164383562,0.0,351670,Garca,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,2258.0,2.0,2.0,59775.0,2534592.54,0.0,0.0,0.0,0.0,102,0,0.0008857395925597874,0.0008857395925597874,26.472542072630645,1122.4944818423385,0.0,,,3.0,158.0
2745402,2017,,Filantrópico,HPP,47,30,47,30,0,0,2731,0,24.940639269406393,0.0,351600,Florida Paulista,05 HOSPITAL GERAL,N/A,1,1073.0,16.0,16.0,2731.0,358000.83999999997,0.0,0.0,0.0,0.0,528,0,0.014911463187325256,0.014911463187325256,2.5452003727865797,333.6447716682199,0.0,,,2.0,59.0
2745798,2017,,Filantrópico,Médio Porte,98,59,98,59,0,0,5666,0,26.310657069886233,0.0,353430,Orlandia,05 HOSPITAL GERAL,N/A,1,2839.0,67.0,67.0,5666.0,1120387.760000001,0.0,0.0,0.0,0.0,1143,0,0.023599859105318775,0.023599859105318775,1.9957731595632264,394.64169073617506,0.0,,,3.0,120.0
2745801,2017,,Filantrópico,HPP,45,31,45,31,0,0,4061,0,35.89041095890411,0.0,353190,Morro Agudo,05 HOSPITAL GERAL,N/A,1,1745.0,44.0,44.0,4061.0,811531.039999999,29.0,0.0,0.0,0.0,938,0,0.02521489971346705,0.02521489971346705,2.327220630372493,465.0607679083089,0.0166189111747851,,,3.0,160.0
2746220,2017,,Direta,Grande Porte,230,230,230,230,0,0,38188,0,45.48898153662895,0.0,351640,Franco Da Rocha,07 HOSPITAL ESPECIALIZADO,-,1,1285.0,2.0,2.0,38188.0,1358312.35,0.0,0.0,0.0,0.0,45,0,0.0015564202334630351,0.0015564202334630351,29.71828793774319,1057.052412451362,0.0,,,2.0,21.0
2746298,2017,,Filantrópico,HPP,30,18,30,18,0,0,2573,0,39.16286149162862,0.0,354760,Santa Rosa De Viterbo,05 HOSPITAL GERAL,N/A,1,712.0,26.0,26.0,2573.0,237821.11,11.0,0.0,0.0,0.0,368,0,0.03651685393258427,0.03651685393258427,3.6137640449438204,334.0184129213483,0.01544943820224719,,,2.0,23.0
2747685,2017,,Filantrópico,HPP,12,7,12,7,0,0,1189,0,46.53620352250489,0.0,353290,Nova Europa,05 HOSPITAL GERAL,N/A,1,358.0,1.0,1.0,1189.0,146261.19999999998,0.0,0.0,0.0,0.0,245,0,0.002793296089385475,0.002793296089385475,3.32122905027933,408.55083798882674,0.0,,,2.0,16.0
2747693,2017,,Filantrópico,HPP,17,11,17,11,0,0,959,0,23.885429638854298,0.0,354290,Ribeirao Bonito,05 HOSPITAL GERAL,N/A,1,346.0,17.0,17.0,959.0,147366.56999999992,0.0,0.0,0.0,0.0,192,0,0.049132947976878616,0.049132947976878616,2.7716763005780347,425.91494219653157,0.0,,,2.0,71.0
2747871,2017,,Público Municipal,HPP,48,48,48,48,0,0,9105,0,51.96917808219178,0.0,352040,Ilhabela,05 HOSPITAL GERAL,N/A,1,2524.0,49.0,49.0,9105.0,1095804.9100000013,2.0,0.0,0.0,0.0,1119,0,0.01941362916006339,0.01941362916006339,3.6073692551505547,434.1540847860544,0.000792393026941363,,,2.0,81.0
2748029,2017,,Filantrópico,Grande Porte,212,134,167,101,45,33,26261,9457,71.2355893123559,78.51390618513906,354990,Sao Jose Dos Campos,05 HOSPITAL GERAL,N/A,1,4005.0,278.0,278.0,26261.0,15029895.809999982,860.0,0.0,0.0,0.0,1707,0,0.06941323345817728,0.06941323345817728,6.557053682896379,3752.782973782767,0.21473158551810237,,,4.0,319.0
2748223,2017,,Filantrópico,Grande Porte,500,490,446,436,54,54,135685,16007,85.26140505215534,81.21258244545916,350750,Botucatu,05 HOSPITAL GERAL,N/A,1,23569.0,1143.0,1142.0,135685.0,54807769.469999924,4544.0,0.0,0.0,0.0,8989,0,0.048495905638762785,0.04845347702490559,5.756926471212186,2325.417687216255,0.19279562136704995,,,6.0,841.0
2748436,2017,,Filantrópico,HPP,33,26,33,26,0,0,1495,0,15.753424657534246,0.0,351170,Charqueada,05 HOSPITAL GERAL,N/A,1,393.0,15.0,15.0,1495.0,138565.65999999995,0.0,0.0,0.0,0.0,297,0,0.03816793893129771,0.03816793893129771,3.8040712468193383,352.58437659033063,0.0,,,2.0,30.0
2748568,2017,,Filantrópico,Médio Porte,61,46,61,46,0,0,8572,0,51.05419892793329,0.0,351040,Capivari,05 HOSPITAL GERAL,N/A,1,2756.0,162.0,162.0,8572.0,1304076.76,0.0,0.0,0.0,0.0,1342,0,0.05878084179970972,0.05878084179970972,3.1103047895500726,473.17734397677793,0.0,,,3.0,172.0
2749033,2017,,Direta,Grande Porte,320,320,320,320,0,0,69031,0,59.10188356164384,0.0,351080,Casa Branca,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,2293.0,8.0,8.0,69031.0,2455259.130000003,0.0,0.0,0.0,0.0,36,0,0.0034888791975577847,0.0034888791975577847,30.10510248582643,1070.7628129088544,0.0,,,3.0,207.0
2749149,2017,,Filantrópico,HPP,36,25,36,25,0,0,3421,0,37.49041095890411,0.0,355330,Tambau,05 HOSPITAL GERAL,N/A,1,1166.0,48.0,48.0,3421.0,505591.3699999999,1.0,0.0,0.0,0.0,619,0,0.0411663807890223,0.0411663807890223,2.9339622641509435,433.61180960548876,0.0008576329331046312,,,2.0,81.0
2749319,2017,,Público Municipal,Grande Porte,173,157,149,133,24,24,45191,7176,93.0909465444433,81.91780821917808,355410,Taubate,05 HOSPITAL GERAL,N/A,1,8416.0,208.0,206.0,45191.0,13220121.170000024,277.0,0.0,0.0,0.0,2485,0,0.024714828897338403,0.024477186311787073,5.369653041825095,1570.831888070345,0.032913498098859316,,,4.0,372.0
2750511,2017,,Direta,HPP,40,36,32,32,8,4,12136,840,103.9041095890411,57.534246575342465,354140,Presidente Prudente,07 HOSPITAL ESPECIALIZADO,-,1,3714.0,23.0,23.0,12136.0,2702939.610000002,0.0,0.0,0.0,0.0,276,0,0.006192784060312331,0.006192784060312331,3.267635971997846,727.7704927302107,0.0,,,2.0,94.0
2750538,2017,,Público Municipal,HPP,20,20,20,20,0,0,2136,0,29.26027397260274,0.0,351990,Iepe,05 HOSPITAL GERAL,N/A,1,690.0,27.0,27.0,2136.0,295198.8899999998,0.0,0.0,0.0,0.0,421,0,0.0391304347826087,0.0391304347826087,3.0956521739130434,427.8244782608692,0.0,,,2.0,45.0
2750546,2017,,OSS,Médio Porte,59,59,59,59,0,0,18550,0,86.13884374274437,0.0,354425,Rosana,05 HOSPITAL GERAL,N/A,1,3309.0,110.0,110.0,18550.0,1690687.759999999,0.0,0.0,0.0,0.0,1350,0,0.03324267150196434,0.03324267150196434,5.6059232396494405,510.9361619824718,0.0,,,3.0,151.0
2750988,2017,,Filantrópico,Grande Porte,153,118,143,108,10,10,15661,2722,39.728564180618974,74.57534246575342,351440,Dracena,05 HOSPITAL GERAL,N/A,1,3711.0,278.0,278.0,15661.0,3674146.069999998,6.0,0.0,0.0,0.0,1672,0,0.07491242252762059,0.07491242252762059,4.220156292104554,990.0690029641601,0.0016168148746968471,,,3.0,246.0
2751003,2017,,Filantrópico,Médio Porte,51,25,51,25,0,0,5308,0,58.16986301369863,0.0,352600,Junqueiropolis,05 HOSPITAL GERAL,N/A,1,1615.0,79.0,79.0,5308.0,665107.2499999998,0.0,0.0,0.0,0.0,722,0,0.04891640866873065,0.04891640866873065,3.286687306501548,411.83111455108343,0.0,,,2.0,56.0
2751011,2017,,Filantrópico,HPP,36,27,36,27,0,0,4326,0,43.89649923896499,0.0,352920,Martinopolis,05 HOSPITAL GERAL,N/A,1,1340.0,58.0,58.0,4326.0,529694.4099999995,0.0,0.0,0.0,0.0,560,0,0.04328358208955224,0.04328358208955224,3.228358208955224,395.2943358208951,0.0,,,2.0,99.0
2751038,2017,,Filantrópico,Médio Porte,78,68,78,68,0,0,9542,0,38.44480257856567,0.0,354130,Presidente Epitacio,05 HOSPITAL GERAL,N/A,1,3032.0,154.0,154.0,9542.0,1324198.7200000004,0.0,0.0,0.0,0.0,1368,0,0.05079155672823219,0.05079155672823219,3.1470976253298155,436.74100263852256,0.0,,,3.0,126.0
2751046,2017,,Filantrópico,Médio Porte,56,37,56,37,0,0,4850,0,35.912624953720844,0.0,354770,Santo Anastacio,05 HOSPITAL GERAL,N/A,1,1744.0,53.0,53.0,4850.0,570056.6500000004,0.0,0.0,0.0,0.0,733,0,0.030389908256880736,0.030389908256880736,2.7809633027522938,326.86734518348646,0.0,,,2.0,66.0
2751569,2017,,Filantrópico,HPP,40,31,40,31,0,0,3858,0,34.09633230225364,0.0,351150,Cerquilho,05 HOSPITAL GERAL,N/A,1,885.0,65.0,65.0,3858.0,436552.1099999997,0.0,0.0,0.0,0.0,631,0,0.07344632768361582,0.07344632768361582,4.359322033898305,493.2792203389827,0.0,,,2.0,31.0
2751623,2017,,Filantrópico,Médio Porte,75,45,75,45,0,0,11962,0,72.82800608828006,0.0,351518,Espirito Santo Do Pinhal,05 HOSPITAL GERAL,N/A,1,2798.0,170.0,170.0,11962.0,1486324.9499999997,0.0,0.0,0.0,0.0,1295,0,0.06075768406004289,0.06075768406004289,4.275196568977841,531.2097748391708,0.0,,,3.0,145.0
2751674,2017,,Filantrópico,HPP,48,29,48,29,0,0,3218,0,30.401511572980635,0.0,352280,Itaporanga,05 HOSPITAL GERAL,N/A,1,1005.0,59.0,58.0,3218.0,426750.1600000005,0.0,0.0,0.0,0.0,584,0,0.05870646766169154,0.05771144278606965,3.201990049751244,424.6270248756224,0.0,,,2.0,90.0
2751704,2017,,Filantrópico,Médio Porte,103,64,93,55,10,9,8751,2567,43.59153175591532,78.14307458143075,352410,Ituverava,05 HOSPITAL GERAL,N/A,1,3374.0,281.0,281.0,8751.0,3569042.4600000083,14.0,0.0,0.0,0.0,1599,0,0.08328393598103141,0.08328393598103141,2.593657379964434,1057.8074866627173,0.004149377593360996,,,3.0,155.0
2751747,2017,,Filantrópico,Médio Porte,110,78,92,60,18,18,6329,1912,28.899543378995435,29.101978691019788,352940,Maua,05 HOSPITAL GERAL,N/A,1,1877.0,33.0,33.0,6329.0,2126545.1499999994,0.0,0.0,0.0,0.0,204,0,0.017581246670218435,0.017581246670218435,3.3718700053276507,1132.9489344698984,0.0,,,2.0,80.0
2751852,2017,,Público Municipal,HPP,6,6,6,6,0,0,0,0,0.0,0.0,355030,Sao Paulo,62 HOSPITAL/DIA - ISOLADO,N/A,1,352.0,0.0,0.0,0.0,121971.81000000007,0.0,0.0,0.0,0.0,155,0,0.0,0.0,0.0,346.5108238636366,0.0,,,2.0,31.0
2751860,2017,,Público Municipal,HPP,12,12,12,12,0,0,0,0,0.0,0.0,355030,Sao Paulo,62 HOSPITAL/DIA - ISOLADO,N/A,1,1258.0,0.0,0.0,0.0,203113.37000000002,0.0,0.0,0.0,0.0,49,0,0.0,0.0,0.0,161.4573688394277,0.0,,,2.0,33.0
2751925,2017,,Público Municipal,HPP,8,8,8,8,0,0,0,0,0.0,0.0,355030,Sao Paulo,62 HOSPITAL/DIA - ISOLADO,N/A,1,218.0,0.0,0.0,0.0,70245.15000000001,0.0,0.0,0.0,0.0,79,0,0.0,0.0,0.0,322.22545871559635,0.0,,,2.0,43.0
2751933,2017,,Público Municipal,HPP,10,10,10,10,0,0,122,0,3.3424657534246576,0.0,355030,Sao Paulo,62 HOSPITAL/DIA - ISOLADO,N/A,1,1123.0,0.0,0.0,122.0,368362.3199999998,0.0,0.0,0.0,0.0,331,0,0.0,0.0,0.10863757791629564,328.0163134461262,0.0,,,2.0,62.0
2751976,2017,,Público Municipal,HPP,8,8,8,8,0,0,0,0,0.0,0.0,355030,Sao Paulo,62 HOSPITAL/DIA - ISOLADO,-,1,857.0,0.0,0.0,0.0,750112.0199999993,52.0,0.0,0.0,0.0,157,0,0.0,0.0,0.0,875.2765694282373,0.060676779463243874,,,2.0,39.0
2752077,2017,,Público Municipal,Grande Porte,298,87,264,73,34,14,26099,3611,97.95083505348096,70.66536203522504,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,3771.0,271.0,270.0,26099.0,4365032.480000011,2.0,0.0,0.0,0.0,1745,0,0.07186422699549191,0.07159904534606205,6.920975868469902,1157.5265128613128,0.0005303632988597189,,,2.0,80.0
2754843,2017,,Filantrópico,Grande Porte,253,186,218,157,35,29,58283,9963,101.70665735974173,94.12376003778932,351870,Guaruja,05 HOSPITAL GERAL,N/A,1,10565.0,636.0,634.0,58283.0,13104104.679999974,270.0,0.0,0.0,0.0,3205,0,0.060198769522006625,0.06000946521533365,5.516611452910554,1240.331725508753,0.02555608140085187,,,4.0,453.0
2754908,2017,,Público Municipal,HPP,15,15,15,15,0,0,27,0,0.4931506849315068,0.0,352680,Lencois Paulista,70 CENTRO DE ATENCAO PSICOSSOCIAL,-,1,1.0,0.0,0.0,27.0,358.92,0.0,0.0,0.0,0.0,1,0,0.0,0.0,27.0,358.92,0.0,,,,
2755092,2017,,Filantrópico,Grande Porte,206,148,186,134,20,14,38833,4234,79.39685135964015,82.85714285714286,353800,Pindamonhangaba,05 HOSPITAL GERAL,N/A,1,8266.0,450.0,449.0,38833.0,7428885.619999992,12.0,0.0,0.0,0.0,2117,0,0.05443987418340189,0.05431889668521655,4.6979191870312125,898.727996612629,0.0014517299782240503,,,4.0,331.0
2755130,2017,,OSS,Grande Porte,460,444,414,404,46,40,152575,11421,103.46873728468738,78.22602739726027,354140,Presidente Prudente,05 HOSPITAL GERAL,N/A,1,26734.0,1350.0,1349.0,152575.0,32620212.520000003,4149.0,0.0,0.0,0.0,7070,0,0.050497493828084085,0.05046008827710032,5.707151941348096,1220.1770225181417,0.1551956310316451,,,5.0,699.0
2758245,2017,,Filantrópico,Médio Porte,79,65,64,53,15,12,16857,3380,87.13879555440683,77.1689497716895,352710,Lins,05 HOSPITAL GERAL,N/A,1,4103.0,244.0,244.0,16857.0,4069787.9800000004,47.0,0.0,0.0,0.0,1587,0,0.059468681452595665,0.059468681452595665,4.108457226419693,991.9054301730442,0.011455032902754082,,,3.0,219.0
2765934,2017,,Filantrópico,Médio Porte,109,100,101,93,8,7,22376,2504,65.91839740757108,98.00391389432485,355070,Sao Sebastiao,05 HOSPITAL GERAL,N/A,1,5407.0,193.0,193.0,22376.0,4026311.1000000015,12.0,0.0,0.0,0.0,2378,0,0.035694470131311266,0.035694470131311266,4.138339189938968,744.6478823746997,0.002219345293138524,,,3.0,125.0
2765942,2017,,Filantrópico,Médio Porte,128,71,108,60,20,11,18800,3272,85.84474885844749,81.49439601494396,355220,Sorocaba,05 HOSPITAL GERAL,N/A,1,6401.0,50.0,50.0,18800.0,11701494.279999992,1210.0,0.0,0.0,0.0,1514,0,0.007811279487580066,0.007811279487580066,2.9370410873301047,1828.0728448679881,0.18903296359943758,,,3.0,228.0
2766167,2017,,Filantrópico,HPP,42,28,42,28,0,0,4949,0,48.42465753424658,0.0,354400,Rio Das Pedras,05 HOSPITAL GERAL,N/A,1,1231.0,56.0,56.0,4949.0,510218.67999999993,0.0,0.0,0.0,0.0,720,0,0.045491470349309504,0.045491470349309504,4.020308692120228,414.4749634443541,0.0,,,2.0,36.0
2772310,2017,,Filantrópico,Grande Porte,307,191,254,157,53,34,57009,10582,99.48346566617224,85.26994359387591,353870,Piracicaba,05 HOSPITAL GERAL,N/A,1,12064.0,704.0,704.0,57009.0,25862268.43999996,1856.0,0.0,0.0,0.0,3917,0,0.058355437665782495,0.058355437665782495,4.7255470822281165,2143.7556730769197,0.15384615384615385,,,4.0,387.0
2773333,2017,,Filantrópico,HPP,35,29,35,29,0,0,3383,0,31.960321209258385,0.0,351830,Guararema,05 HOSPITAL GERAL,N/A,1,1114.0,41.0,41.0,3383.0,491401.6499999999,0.0,0.0,0.0,0.0,458,0,0.03680430879712747,0.03680430879712747,3.0368043087971275,441.11458707360856,0.0,,,2.0,60.0
2774720,2017,,Filantrópico,Médio Porte,60,38,60,38,0,0,5277,0,38.04614275414564,0.0,350070,Agudos,05 HOSPITAL GERAL,N/A,1,1839.0,33.0,33.0,5277.0,773307.2000000001,1.0,0.0,0.0,0.0,912,0,0.01794453507340946,0.01794453507340946,2.869494290375204,420.50418705818385,0.000543773790103317,,,2.0,88.0
2784602,2017,,Filantrópico,Grande Porte,199,157,162,127,37,30,39769,7956,85.79225542012728,72.65753424657534,352050,Indaiatuba,05 HOSPITAL GERAL,N/A,1,9744.0,577.0,576.0,39769.0,10353465.369999997,78.0,0.0,0.0,0.0,3358,0,0.059215927750410506,0.059113300492610835,4.081383415435139,1062.547759646962,0.008004926108374385,,,4.0,417.0
2785188,2017,,Público Municipal,Médio Porte,57,57,57,57,0,0,17782,0,85.46983898101418,0.0,355280,Taboao Da Serra,05 HOSPITAL GERAL,N/A,1,3791.0,251.0,251.0,17782.0,1733821.3099999966,0.0,0.0,0.0,0.0,1014,0,0.06620944341862306,0.06620944341862306,4.690582959641255,457.35196781851664,0.0,,,2.0,95.0
2785382,2017,,Filantrópico,Médio Porte,104,63,94,57,10,6,11174,1732,53.70824321076664,79.08675799086758,353930,Pirassununga,05 HOSPITAL GERAL,N/A,1,2915.0,208.0,208.0,11174.0,2755840.5500000017,1.0,0.0,0.0,0.0,1405,0,0.07135506003430532,0.07135506003430532,3.83327615780446,945.3998456260726,0.00034305317324185246,,,3.0,168.0
2786435,2017,,Filantrópico,Grande Porte,238,232,207,201,31,31,108439,8199,147.8075376541948,72.46133451171012,352590,Jundiai,05 HOSPITAL GERAL,N/A,1,15315.0,1317.0,1317.0,108439.0,25453834.740000058,1752.0,0.0,0.0,0.0,5062,0,0.08599412340842312,0.08599412340842312,7.080574600065296,1662.0198981390831,0.11439764936336924,,,4.0,509.0
2786680,2017,,Público Municipal,Grande Porte,279,256,242,226,37,30,86225,4409,104.52782155412777,40.2648401826484,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,16176.0,810.0,809.0,86225.0,13756397.539999943,200.0,0.0,0.0,0.0,4065,0,0.05007418397626113,0.05001236399604352,5.330427794263106,850.4202237883248,0.012363996043521267,,,5.0,559.0
2790556,2017,,OSS,Grande Porte,166,162,138,138,28,24,49079,8790,97.4369664482827,100.34246575342466,350600,Bauru,05 HOSPITAL GERAL,N/A,1,9381.0,516.0,516.0,49079.0,15578070.189999964,481.0,0.0,0.0,0.0,3588,0,0.05500479692996482,0.05500479692996482,5.231745016522758,1660.5980375226484,0.05127385140176954,,,4.0,323.0
2790564,2017,,Direta,Médio Porte,91,91,85,85,6,6,5637,622,18.16921837228042,28.401826484018265,350600,Bauru,07 HOSPITAL ESPECIALIZADO,N/A,1,2276.0,0.0,0.0,5637.0,7171652.879999996,1274.0,0.0,0.0,0.0,410,0,0.0,0.0,2.476713532513181,3150.989841827766,0.5597539543057997,,,2.0,76.0
2790580,2017,,OSS,Médio Porte,68,68,58,58,10,10,21044,2901,99.40481813887577,79.47945205479452,350600,Bauru,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,6129.0,35.0,35.0,21044.0,4800691.270000002,0.0,0.0,0.0,0.0,340,0,0.005710556371349323,0.005710556371349323,3.4335128079621473,783.2748033937024,0.0,,,3.0,173.0
2790602,2017,,OSS,Grande Porte,328,319,284,284,44,35,94097,10627,90.77464788732394,83.18590998043052,350600,Bauru,05 HOSPITAL GERAL,N/A,1,16455.0,938.0,938.0,94097.0,25243883.170000065,3085.0,0.0,0.0,0.0,5030,0,0.05700395016712245,0.05700395016712245,5.718444241871771,1534.1162667882143,0.18748100881191126,,,4.0,527.0
2790610,2017,,Direta,Médio Porte,66,66,58,58,8,8,8169,1812,38.58762399622107,62.054794520547944,354160,Promissao,05 HOSPITAL GERAL,N/A,1,1861.0,150.0,150.0,8169.0,1822206.280000003,1.0,0.0,0.0,0.0,1185,0,0.08060182697474476,0.08060182697474476,4.3895754970446,979.1543686190237,0.0005373455131649651,,,3.0,162.0
2790637,2017,,Filantrópico,Médio Porte,87,77,87,77,0,0,4604,0,16.381426792385696,0.0,351450,Duartina,05 HOSPITAL GERAL,N/A,1,1421.0,35.0,35.0,4604.0,496892.25999999995,0.0,0.0,0.0,0.0,608,0,0.024630541871921183,0.024630541871921183,3.2399718508092894,349.67787473610133,0.0,,,2.0,62.0
2790653,2017,,Filantrópico,Grande Porte,380,350,380,350,0,0,77939,0,61.00900195694716,0.0,352530,Jau,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,2773.0,6.0,6.0,77939.0,3056090.7199999997,0.0,0.0,0.0,0.0,192,0,0.002163721601153985,0.002163721601153985,28.106382978723403,1102.0882509917055,0.0,,,3.0,200.0
2790734,2017,,Direta,Médio Porte,63,63,63,63,0,0,6410,0,27.87562513589911,0.0,350600,Bauru,05 HOSPITAL GERAL,N/A,1,449.0,1.0,1.0,6410.0,251831.1800000001,0.0,0.0,0.0,0.0,227,0,0.0022271714922048997,0.0022271714922048997,14.276169265033408,560.8712249443209,0.0,,,2.0,27.0
2790998,2017,,Filantrópico,Grande Porte,236,39,236,39,0,0,14199,0,99.74710221285564,0.0,353890,Pirajui,07 HOSPITAL ESPECIALIZADO,-,1,470.0,0.0,0.0,14199.0,1048614.67,0.0,0.0,0.0,0.0,29,0,0.0,0.0,30.21063829787234,2231.0950425531914,0.0,,,2.0,39.0
2791668,2017,,Filantrópico,HPP,28,17,28,17,0,0,292,0,4.705882352941177,0.0,350340,Arealva,05 HOSPITAL GERAL,N/A,1,86.0,7.0,7.0,292.0,24689.98999999999,0.0,0.0,0.0,0.0,65,0,0.08139534883720931,0.08139534883720931,3.395348837209302,287.0929069767441,0.0,,,2.0,19.0
2791676,2017,,Filantrópico,Médio Porte,56,38,56,38,0,0,5315,0,38.32011535688537,0.0,350520,Bariri,05 HOSPITAL GERAL,N/A,1,2081.0,127.0,127.0,5315.0,876907.8800000009,0.0,0.0,0.0,0.0,972,0,0.06102835175396444,0.06102835175396444,2.554060547813551,421.38773666506535,0.0,,,2.0,107.0
2791684,2017,,Filantrópico,Médio Porte,58,47,58,47,0,0,2118,0,12.346254736228504,0.0,350880,Cafelandia,05 HOSPITAL GERAL,N/A,1,832.0,38.0,38.0,2118.0,396125.46,0.0,0.0,0.0,0.0,401,0,0.04567307692307692,0.04567307692307692,2.545673076923077,476.11233173076926,0.0,,,2.0,90.0
