cnes,ano,nome_fantasia,class_assistencial,porte_hospital,total_leitos,total_leitos_sus,leitos_internacao,leitos_sus,uti_total,uti_sus,diarias_internacao,diarias_uti,ocupacao_internacao,ocupacao_uti,cod_ibge,municipio,tipo_hospital,especializacao,n_linhas_resumo,qtde,qtde_obito_all,qtde_obito_sem_excl,dias_perm,valor,qtde_alta_complex,qtde_covid,dias_covid,valor_covid,n_linhas_prod,n_linhas_covid,mort_all,mort_sem_excl,tmp,custo_saida,pct_alta_complex,pct_covid_qtde,pct_covid_valor,faixa_complex_barcelona,pont_barcelona
2083973,2020,Santa Casa De Guara,Filantrópico,HPP,48,40,48,40,0,0,1143,0,7.828767123287672,0.0,351770,Guara,05 HOSPITAL GERAL,N/A,1,473.0,9.0,9.0,1143.0,264060.17000000045,0.0,56.0,183.0,84497.56,289,28,0.019027484143763214,0.019027484143763214,2.416490486257928,558.2667441860475,0.0,0.11839323467230443,0.3199935832806585,2.0,75.0
2083981,2020,Hospital Estadual Sumare,OSS,Grande Porte,221,221,185,185,36,36,56982,13528,84.38652350981118,102.95281582952816,355240,Sumare,05 HOSPITAL GERAL,N/A,1,13221.0,581.0,581.0,56982.0,25051067.300000045,1132.0,194.0,2802.0,3482684.52,3753,56,0.04394523863550412,0.04394523863550412,4.309961425005673,1894.793684290148,0.08562135995764314,0.014673625293094319,0.13902339881542666,4.0,406.0
2084007,2020,Unidade Mista De Saude Dr Jose Orlando S Borgatto,Público Municipal,HPP,11,11,11,11,0,0,515,0,12.826899128268991,0.0,350710,Bom Jesus Dos Perdoes,15 UNIDADE MISTA,N/A,1,103.0,10.0,10.0,515.0,46194.77999999996,0.0,0.0,0.0,0.0,77,0,0.0970873786407767,0.0970873786407767,5.0,448.4930097087375,0.0,0.0,0.0,,
2084023,2020,Hospital Municipal De Nazare Paulista,Público Municipal,HPP,20,20,20,20,0,0,1792,0,24.54794520547945,0.0,353240,Nazare Paulista,05 HOSPITAL GERAL,N/A,1,359.0,31.0,31.0,1792.0,162528.3099999999,0.0,21.0,118.0,32052.0,213,14,0.08635097493036212,0.08635097493036212,4.991643454038997,452.72509749303595,0.0,0.0584958217270195,0.19720872013005006,2.0,25.0
2084058,2020,Santa Casa Miser Stacruz Rio Pardo,Filantrópico,Médio Porte,119,78,103,62,16,16,12799,2528,56.55766681396376,43.28767123287671,354640,Santa Cruz Do Rio Pardo,05 HOSPITAL GERAL,N/A,1,3232.0,160.0,160.0,12799.0,3915974.540000002,1.0,236.0,1960.0,851016.31,1352,42,0.04950495049504951,0.04950495049504951,3.960086633663366,1211.6257858910897,0.0003094059405940594,0.07301980198019802,0.2173191631628942,3.0,221.0
2084074,2020,Hosp Maria Valle Pereira De Tabapua,Filantrópico,HPP,30,11,30,11,0,0,710,0,17.68368617683686,0.0,355260,Tabapua,05 HOSPITAL GERAL,N/A,1,242.0,7.0,7.0,710.0,81136.22999999998,0.0,0.0,0.0,0.0,179,0,0.028925619834710745,0.028925619834710745,2.9338842975206614,335.27367768595036,0.0,0.0,0.0,2.0,38.0
2084139,2020,Hosp Mun Dr Benedicto Montenegro,Público Municipal,HPP,50,50,50,50,0,0,10469,0,57.364383561643834,0.0,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,1947.0,196.0,196.0,10469.0,701824.5599999989,0.0,39.0,283.0,59409.78,738,27,0.10066769388803287,0.10066769388803287,5.376990241397021,360.4645916795064,0.0,0.020030816640986132,0.08465047162213886,2.0,49.0
2084163,2020,Hospital Estadual De Diadema Hospital Serraria,OSS,Grande Porte,284,284,251,251,33,33,65506,10387,71.50139169349997,86.23495226234952,351380,Diadema,05 HOSPITAL GERAL,N/A,1,12476.0,430.0,427.0,65506.0,14995563.719999963,803.0,297.0,2878.0,993781.8400000001,3866,73,0.034466175056107724,0.034225713369669765,5.2505610772683555,1201.9528470663645,0.06436357806989419,0.023805706957358126,0.06627172266118733,4.0,462.0
2084171,2020,Hospital E Maternidade Sao Jose,Filantrópico,Médio Porte,118,82,99,68,19,14,22048,3989,88.83158742949234,78.06262230919765,355170,Sertaozinho,05 HOSPITAL GERAL,N/A,1,6403.0,393.0,393.0,22048.0,9275608.22999999,224.0,317.0,2401.0,1643879.78,2087,57,0.06137747930657504,0.06137747930657504,3.44338591285335,1448.6347384038716,0.03498360143682649,0.049508043104794626,0.1772260901105352,3.0,210.0
2084228,2020,Santa Casa De Misericordia Dona Carolina Malheiros Sjbv,Filantrópico,Grande Porte,161,102,151,94,10,8,21431,3096,62.46283882250073,106.02739726027397,354910,Sao Joao Da Boa Vista,05 HOSPITAL GERAL,N/A,1,5275.0,625.0,625.0,21431.0,6226973.98,291.0,117.0,852.0,489820.4900000001,2153,43,0.11848341232227488,0.11848341232227488,4.062748815165877,1180.4690009478675,0.05516587677725118,0.02218009478672986,0.07866107865123921,3.0,246.0
2084236,2020,Centro Esp Em Reabilitacao Dr Arnaldo Pezzuti Cavalcanti Mog,Direta,Grande Porte,198,176,160,140,38,36,35292,9339,69.06457925636008,71.0730593607306,353060,Mogi Das Cruzes,05 HOSPITAL GERAL,N/A,1,1264.0,25.0,25.0,35292.0,7376863.040000001,0.0,0.0,0.0,0.0,200,0,0.01977848101265823,0.01977848101265823,27.920886075949365,5836.125822784811,0.0,0.0,0.0,4.0,282.0
2084244,2020,Irpsi,Filantrópico,Médio Porte,115,69,115,69,0,0,19005,0,75.46158427635497,0.0,352050,Indaiatuba,07 HOSPITAL ESPECIALIZADO,N/A,1,810.0,2.0,2.0,19005.0,947057.2700000001,0.0,0.0,0.0,0.0,82,0,0.0024691358024691358,0.0024691358024691358,23.462962962962962,1169.2065061728397,0.0,0.0,0.0,2.0,69.0
2084252,2020,Sobrapar Campinas,Filantrópico,HPP,19,19,17,17,2,2,1402,2,22.59468170829976,0.273972602739726,350950,Campinas,07 HOSPITAL ESPECIALIZADO,N/A,1,968.0,0.0,0.0,1402.0,1011190.509999999,292.0,0.0,0.0,0.0,293,0,0.0,0.0,1.4483471074380165,1044.6182954545443,0.30165289256198347,0.0,0.0,2.0,73.0
2084317,2020,Clinica Fazenda Palmeiras,Filantrópico,Grande Porte,273,160,273,160,0,0,57002,0,97.60616438356165,0.0,350190,Amparo,07 HOSPITAL ESPECIALIZADO,N/A,1,2756.0,3.0,3.0,57002.0,4161775.7700000033,0.0,0.0,0.0,0.0,232,0,0.0010885341074020319,0.0010885341074020319,20.682873730043543,1510.0782910014525,0.0,0.0,0.0,3.0,160.0
2084384,2020,Instituto Bezerra De Menezes Espirito Santo Do Pinhal,Filantrópico,Grande Porte,279,259,279,259,0,0,59694,0,63.14486698048342,0.0,351518,Espirito Santo Do Pinhal,07 HOSPITAL ESPECIALIZADO,N/A,1,2635.0,3.0,3.0,59694.0,2931922.2899999996,0.0,0.0,0.0,0.0,160,0,0.0011385199240986717,0.0011385199240986717,22.65426944971537,1112.6839810246677,0.0,0.0,0.0,3.0,214.0
2084414,2020,Santa Casa De Ribeirao Preto,Filantrópico,Grande Porte,254,163,220,136,34,27,49954,9907,100.63255439161966,100.52765093860984,354340,Ribeirao Preto,05 HOSPITAL GERAL,N/A,1,10936.0,778.0,778.0,49954.0,22969439.07999994,1400.0,350.0,3311.0,3454590.6199999996,4828,99,0.07114118507681054,0.07114118507681054,4.56784930504755,2100.3510497439593,0.12801755669348938,0.032004389173372345,0.15039943326295668,4.0,390.0
2084422,2020,Santa Casa De Sao Pedro,Filantrópico,Médio Porte,62,50,62,50,0,0,2821,164,15.457534246575342,0.0,355040,Sao Pedro,05 HOSPITAL GERAL,N/A,1,1391.0,19.0,19.0,2821.0,1049863.870000001,1.0,64.0,440.0,359754.49,695,39,0.013659237958303379,0.013659237958303379,2.02803738317757,754.7547591660683,0.0007189072609633358,0.04601006470165349,0.34266774986741816,3.0,177.0
2084430,2020,Hospital E Maternidade Madre Vannini Conchal Sp,Filantrópico,HPP,50,42,50,42,0,0,4180,0,27.26679712981083,0.0,351220,Conchal,05 HOSPITAL GERAL,N/A,1,1473.0,42.0,42.0,4180.0,685154.6700000004,0.0,31.0,142.0,47520.94999999999,771,24,0.028513238289205704,0.028513238289205704,2.837746096401901,465.1423421588597,0.0,0.021045485403937542,0.06935798890489933,2.0,96.0
2084473,2020,Hosp Mun Ignacio Proenca De Gouvea,Público Municipal,Médio Porte,75,66,56,50,19,16,29635,5760,162.3835616438356,98.63013698630137,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,3922.0,533.0,533.0,29635.0,7907273.350000025,4.0,540.0,6068.0,4315124.869999998,1318,84,0.13590005099439062,0.13590005099439062,7.556093829678735,2016.1329296277472,0.0010198878123406426,0.13768485466598673,0.5457159097705893,3.0,192.0
2085143,2020,Instituto Americo Bairral De Psiquiatria,Filantrópico,Especial,898,491,898,491,0,0,115036,0,64.18882348017745,0.0,352260,Itapira,07 HOSPITAL ESPECIALIZADO,N/A,1,5069.0,1.0,1.0,115036.0,5768663.87,0.0,0.0,0.0,0.0,217,0,0.00019727756954034326,0.00019727756954034326,22.69402248964293,1138.0279877687908,0.0,0.0,0.0,4.0,441.0
2085194,2020,Hospital Sao Francisco De Assis,Filantrópico,Grande Porte,177,76,134,56,43,20,19743,5727,96.59001956947162,78.45205479452055,352440,Jacarei,05 HOSPITAL GERAL,N/A,1,5227.0,172.0,172.0,19743.0,9437452.929999994,1257.0,48.0,539.0,577922.5100000001,1066,32,0.032906064664243354,0.032906064664243354,3.777118806198584,1805.5199789554226,0.24048211211019704,0.009183087813277214,0.061237127674871536,3.0,205.0
2085569,2020,Cvv Francisca Julia,Filantrópico,Médio Porte,116,90,116,90,0,0,24825,0,75.57077625570776,0.0,354990,Sao Jose Dos Campos,07 HOSPITAL ESPECIALIZADO,N/A,1,1343.0,2.0,2.0,24825.0,1917283.1700000002,0.0,0.0,0.0,0.0,127,0,0.0014892032762472078,0.0014892032762472078,18.484735666418466,1427.6121891288162,0.0,0.0,0.0,2.0,100.0
2085976,2020,Psa Dr Ideir Hamamoto E Psi Givaldo Soares Da Silva,Público Municipal,HPP,27,27,27,27,0,0,2238,0,22.709284627092845,0.0,350900,Caieiras,15 UNIDADE MISTA,N/A,1,550.0,73.0,73.0,2238.0,217929.9800000005,0.0,24.0,49.0,36000.0,333,20,0.13272727272727272,0.13272727272727272,4.069090909090909,396.2363272727282,0.0,0.04363636363636364,0.16519067271056473,,
2086050,2020,Maternidade Gota De Leite,Filantrópico,HPP,32,32,32,32,0,0,3349,0,28.67294520547945,0.0,352900,Marilia,07 HOSPITAL ESPECIALIZADO,N/A,1,1495.0,0.0,0.0,3349.0,792461.7699999999,0.0,0.0,0.0,0.0,89,0,0.0,0.0,2.240133779264214,530.074762541806,0.0,0.0,0.0,2.0,63.0
2086271,2020,Maternidade Municipal Zoraide Eva Das Dores,Público Municipal,HPP,19,19,19,19,0,0,4325,0,62.36481614996395,0.0,352220,Itapecerica Da Serra,07 HOSPITAL ESPECIALIZADO,N/A,1,1613.0,0.0,0.0,4325.0,873252.7400000027,0.0,0.0,0.0,0.0,52,0,0.0,0.0,2.681339119652821,541.3842157470568,0.0,0.0,0.0,2.0,27.0
2086336,2020,Hospital E Maternidade Mairipora,Filantrópico,HPP,47,41,47,41,0,0,4727,0,31.58703641830939,0.0,352850,Mairipora,05 HOSPITAL GERAL,N/A,1,1673.0,103.0,103.0,4727.0,718724.2999999995,0.0,47.0,171.0,71927.42000000001,878,30,0.06156604901374776,0.06156604901374776,2.825463239689181,429.6020920502089,0.0,0.028093245666467422,0.10007651056183861,2.0,6.0
2086719,2020,Santa Casa De Misericordia De Joanopolis,Filantrópico,HPP,11,11,11,11,0,0,650,0,16.189290161892902,0.0,352550,Joanopolis,05 HOSPITAL GERAL,N/A,1,136.0,12.0,12.0,650.0,44241.12999999996,0.0,0.0,0.0,0.0,96,0,0.08823529411764706,0.08823529411764706,4.779411764705882,325.30242647058793,0.0,0.0,0.0,2.0,12.0
2087057,2020,Hospital Dos Fornecedores De Cana De Piracicaba,Filantrópico,Grande Porte,216,132,186,105,30,27,39136,7982,102.11611219830398,80.99441907661085,353870,Piracicaba,05 HOSPITAL GERAL,N/A,1,9203.0,557.0,557.0,39136.0,16029434.689999966,1211.0,157.0,1984.0,2155708.880000001,3162,49,0.06052374225795936,0.06052374225795936,4.252526350103227,1741.7618917744178,0.13158752580680214,0.01705965446050201,0.13448439833906614,4.0,324.0
2087103,2020,Sociedade Operaria Humanitaria Limeira,Filantrópico,Médio Porte,103,85,94,77,9,8,9209,2229,32.76641167052126,76.33561643835617,352690,Limeira,05 HOSPITAL GERAL,N/A,1,1606.0,211.0,211.0,9209.0,2657619.9800000023,0.0,391.0,4066.0,1581291.75,657,55,0.13138231631382316,0.13138231631382316,5.7341220423412205,1654.806961394771,0.0,0.24346201743462018,0.5950029582483793,3.0,136.0
2087111,2020,Irmandade Da Santa Casa De Misericordia Lorena,Filantrópico,Médio Porte,133,99,116,85,17,14,30664,4880,98.83642224012893,95.49902152641879,352720,Lorena,05 HOSPITAL GERAL,N/A,1,5634.0,380.0,380.0,30664.0,6979631.510000001,0.0,503.0,4416.0,1793828.3699999992,1817,85,0.06744763933262336,0.06744763933262336,5.44266950656727,1238.8412335818248,0.0,0.08927937522186724,0.25700903657018404,3.0,237.0
2087219,2020,Hospital De Clinicas Campo Limpo Paulista,Público Municipal,Médio Porte,68,68,68,68,0,0,7170,0,28.88799355358582,0.0,350960,Campo Limpo Paulista,05 HOSPITAL GERAL,N/A,1,2525.0,139.0,139.0,7170.0,1433444.4600000014,0.0,147.0,648.0,240922.17,828,50,0.05504950495049505,0.05504950495049505,2.8396039603960395,567.7007762376243,0.0,0.05821782178217822,0.16807220420664207,3.0,127.0
2087618,2020,Hospital Municipal De Votorantim,Público Municipal,Médio Porte,83,83,78,78,5,5,11794,1611,41.426062521952936,88.27397260273973,355700,Votorantim,05 HOSPITAL GERAL,N/A,1,3058.0,177.0,177.0,11794.0,3023353.9900000053,0.0,313.0,2377.0,1251252.8800000001,861,66,0.0578809679529104,0.0578809679529104,3.856769130150425,988.6703695225655,0.0,0.10235448005232178,0.41386251300331456,3.0,135.0
2087642,2020,Unidade Mista De Saude Mons Cid Franca Santos,Público Municipal,HPP,15,15,15,15,0,0,26,0,0.4748858447488584,0.0,350490,Bananal,15 UNIDADE MISTA,N/A,1,9.0,3.0,3.0,26.0,4170.92,0.0,0.0,0.0,0.0,9,0,0.3333333333333333,0.3333333333333333,2.888888888888889,463.43555555555554,0.0,0.0,0.0,,
2087715,2020,Hospital E Maternidade Municipal Governador Mario Covas,Público Municipal,Médio Porte,65,62,65,62,0,0,13932,212,61.564295183384885,0.0,351907,Hortolandia,05 HOSPITAL GERAL,N/A,1,4692.0,239.0,239.0,13932.0,2649292.730000002,1.0,30.0,187.0,206077.82999999996,1694,23,0.05093776641091219,0.05093776641091219,2.969309462915601,564.6403942881504,0.00021312872975277067,0.00639386189258312,0.07778597950555649,3.0,157.0
2087804,2020,Hospital Regional Jorge Rossmann De Itanhaem,OSS,Grande Porte,175,140,150,140,25,0,43207,341,84.55381604696673,0.0,352210,Itanhaem,05 HOSPITAL GERAL,N/A,1,9856.0,428.0,428.0,43207.0,7647219.199999996,3.0,249.0,2115.0,822571.9500000002,2157,44,0.04342532467532467,0.04342532467532467,4.3838271103896105,775.8948051948048,0.0003043831168831169,0.0252637987012987,0.10756484527081434,4.0,314.0
2088193,2020,Irmandade Da Sta Casa De Misericord De Mogi Mirim Mogi Mirim,Filantrópico,Médio Porte,91,86,79,76,12,10,14260,3660,51.40591204037491,100.27397260273973,353080,Moji Mirim,05 HOSPITAL GERAL,N/A,1,3748.0,350.0,350.0,14260.0,5819893.920000013,130.0,140.0,880.0,533552.3700000001,1775,53,0.09338313767342583,0.09338313767342583,3.8046958377801494,1552.7998719317004,0.03468516542155817,0.03735325506937033,0.09167733593329806,3.0,221.0
2088487,2020,Santa Casa De Novo Horizonte,Filantrópico,Médio Porte,109,35,105,35,4,0,6283,705,49.18199608610568,0.0,353350,Novo Horizonte,05 HOSPITAL GERAL,N/A,1,1984.0,136.0,136.0,6283.0,2493118.280000002,4.0,191.0,1427.0,1424434.38,1060,49,0.06854838709677419,0.06854838709677419,3.166834677419355,1256.6120362903237,0.0020161290322580645,0.09627016129032258,0.5713464906285949,3.0,129.0
2088495,2020,Instituto Dante Pazzanese De Cardiologia Idpc Sao Paulo,Filantrópico,Grande Porte,384,356,299,286,85,70,71946,18797,68.92039467381933,73.56947162426614,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,8230.0,682.0,682.0,71946.0,55721165.230000176,4911.0,400.0,7615.0,3789960.399999999,2172,57,0.08286755771567436,0.08286755771567436,8.741919805589307,6770.493952612415,0.596719319562576,0.04860267314702309,0.06801653167797524,5.0,707.0
2088517,2020,Hospital Infantil Candido Fontoura Sao Paulo,Direta,Médio Porte,108,102,92,86,16,16,11785,3004,37.54380375915897,51.43835616438356,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,2340.0,13.0,13.0,11785.0,2871733.950000002,0.0,21.0,187.0,51446.83,527,10,0.005555555555555556,0.005555555555555556,5.036324786324786,1227.2367307692316,0.0,0.008974358974358974,0.017914901204549246,3.0,244.0
2088525,2020,Santa Casa De Miguelopolis,Filantrópico,Médio Porte,66,45,66,45,0,0,2380,0,14.490106544901066,0.0,352970,Miguelopolis,05 HOSPITAL GERAL,N/A,1,882.0,13.0,13.0,2380.0,520666.95999999944,0.0,122.0,480.0,183360.0,460,37,0.01473922902494331,0.01473922902494331,2.6984126984126986,590.3253514739223,0.0,0.1383219954648526,0.35216369404350184,3.0,130.0
2088576,2020,Hosp De Transplant Do Est De Sp Euryclides De Jesus Zerbini,OSS,Grande Porte,168,168,147,147,21,21,28638,4269,53.374336035784175,55.69471624266145,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,6936.0,289.0,289.0,28638.0,16846515.860000037,2409.0,97.0,1719.0,762686.22,2453,50,0.041666666666666664,0.041666666666666664,4.1288927335640135,2428.851767589394,0.34731833910034604,0.013985005767012688,0.045272638350752625,4.0,272.0
2089327,2020,Hospital Padre Albino Catanduva,Filantrópico,Grande Porte,207,139,173,110,34,29,34449,8291,85.80074719800747,78.32782239017477,351110,Catanduva,05 HOSPITAL GERAL,N/A,1,8431.0,418.0,418.0,34449.0,21076837.549999982,1803.0,1.0,5.0,1546.35,3569,1,0.04957893488316926,0.04957893488316926,4.085992171747124,2499.9214268769992,0.2138536353931918,0.00011860989206499822,7.336726851604932e-05,4.0,316.0
2089335,2020,Hosp Escola Emilio Carlos Catanduva,Filantrópico,Grande Porte,186,142,174,132,12,10,37926,5054,78.7173100871731,138.46575342465752,351110,Catanduva,05 HOSPITAL GERAL,N/A,1,4956.0,838.0,838.0,37926.0,8882619.46999999,48.0,660.0,4425.0,3863692.409999999,1705,78,0.16908797417271992,0.16908797417271992,7.6525423728813555,1792.296099677157,0.009685230024213076,0.13317191283292978,0.4349721861945307,4.0,251.0
2089548,2020,Santa Casa De Pitangueiras,Filantrópico,HPP,50,32,50,32,0,0,4050,0,34.67465753424658,0.0,353950,Pitangueiras,05 HOSPITAL GERAL,N/A,1,1306.0,69.0,69.0,4050.0,762558.1999999997,0.0,128.0,639.0,194341.44,615,44,0.052833078101071976,0.052833078101071976,3.1010719754977027,583.8883614088819,0.0,0.09800918836140889,0.2548545671661521,2.0,84.0
2089572,2020,Assoc Cruz Verde,Filantrópico,Grande Porte,204,204,204,204,0,0,68200,0,91.5928015041633,0.0,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,2256.0,21.0,21.0,68200.0,4815531.39,0.0,0.0,0.0,0.0,46,0,0.009308510638297872,0.009308510638297872,30.23049645390071,2134.5440558510636,0.0,0.0,0.0,3.0,204.0
2089696,2020,Hospital Graacc Instituto De Oncologia Pediatrica Iop,Filantrópico,Médio Porte,73,47,63,39,10,8,13554,1655,95.21601685985247,56.678082191780824,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,2077.0,44.0,44.0,13554.0,6695133.560000003,758.0,14.0,187.0,63083.340000000004,435,8,0.02118440057775638,0.02118440057775638,6.525758305247954,3223.463437650459,0.3649494463168031,0.006740491092922484,0.009422267597003691,3.0,171.0
2089785,2020,Hospital Do Rim E Hipertensao,Filantrópico,Grande Porte,151,146,135,130,16,16,39500,3257,83.24552160168598,55.77054794520548,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,6413.0,97.0,97.0,39500.0,50537600.580000006,5784.0,0.0,0.0,0.0,561,0,0.015125526274754405,0.015125526274754405,6.159363792296897,7880.492839544676,0.9019179791049431,0.0,0.0,3.0,227.0
2090171,2020,Unidade Hospitalar Dr Jose Nigro Neto Americo Brasiliense,Público Municipal,HPP,18,18,18,18,0,0,1368,0,20.82191780821918,0.0,350170,Americo Brasiliense,15 UNIDADE MISTA,N/A,1,259.0,3.0,3.0,1368.0,122408.76999999995,0.0,0.0,0.0,0.0,168,0,0.011583011583011582,0.011583011583011582,5.281853281853282,472.6207335907334,0.0,0.0,0.0,,
2090236,2020,Fundacao Pio Xii Barretos,Filantrópico,Grande Porte,231,231,205,205,26,26,68038,5142,90.92950217173404,54.183350895679666,350550,Barretos,07 HOSPITAL ESPECIALIZADO,N/A,1,14320.0,1288.0,1288.0,68038.0,34360617.84999991,6751.0,0.0,0.0,0.0,3167,0,0.08994413407821229,0.08994413407821229,4.751256983240223,2399.4844867318375,0.47143854748603353,0.0,0.0,4.0,406.0
2090309,2020,Centro De Atencao Integral A Saude Cantidio De Moura Campos,Direta,Médio Porte,80,80,80,80,0,0,8067,0,27.626712328767123,0.0,350750,Botucatu,07 HOSPITAL ESPECIALIZADO,N/A,1,559.0,0.0,0.0,8067.0,404332.92999999993,0.0,0.0,0.0,0.0,74,0,0.0,0.0,14.431127012522362,723.3147227191412,0.0,0.0,0.0,2.0,42.0
2090333,2020,Santa Casa De Cerqueira Cesar,Filantrópico,HPP,41,34,41,34,0,0,2924,0,23.561643835616437,0.0,351140,Cerqueira Cesar,05 HOSPITAL GERAL,N/A,1,957.0,51.0,51.0,2924.0,388522.8299999999,0.0,0.0,0.0,0.0,567,0,0.05329153605015674,0.05329153605015674,3.0553814002089865,405.9799686520375,0.0,0.0,0.0,3.0,120.0
2090376,2020,Hospital Municipal Julio Rodrigues De Paula Colombia,Público Municipal,HPP,20,20,20,20,0,0,30,0,0.410958904109589,0.0,351210,Colombia,15 UNIDADE MISTA,N/A,1,12.0,0.0,0.0,30.0,1602.8399999999997,0.0,0.0,0.0,0.0,11,0,0.0,0.0,2.5,133.56999999999996,0.0,0.0,0.0,,
2090961,2020,Hospital Carlos Fernando Malzoni Matao,Filantrópico,Grande Porte,218,146,190,124,28,22,23530,6510,51.98851082633672,81.07098381070983,352930,Matao,05 HOSPITAL GERAL,N/A,1,5225.0,396.0,395.0,23530.0,10514494.790000007,541.0,176.0,1366.0,1140286.4199999997,2161,47,0.07578947368421053,0.07559808612440191,4.503349282296651,2012.34350047847,0.10354066985645934,0.03368421052631579,0.108448997576611,4.0,290.0
2091267,2020,Santa Casa Santa Rita Do Passa Quatro,Filantrópico,Médio Porte,59,36,59,36,0,0,2775,0,21.118721461187214,0.0,354750,Santa Rita Do Passa Quatro,05 HOSPITAL GERAL,N/A,1,1001.0,52.0,52.0,2775.0,471636.1200000005,0.0,42.0,85.0,63056.0,584,28,0.05194805194805195,0.05194805194805195,2.7722277722277724,471.16495504495555,0.0,0.04195804195804196,0.13369629111527745,2.0,104.0
2091275,2020,Cais Centro Atencao Integral Saude Santa Rita Passa Quatro,Direta,Grande Porte,255,255,255,255,0,0,39618,0,42.56567284448026,0.0,354750,Santa Rita Do Passa Quatro,07 HOSPITAL ESPECIALIZADO,N/A,1,1720.0,11.0,11.0,39618.0,1853860.0900000008,0.0,0.0,0.0,0.0,151,0,0.006395348837209302,0.006395348837209302,23.03372093023256,1077.8256337209307,0.0,0.0,0.0,3.0,235.0
2091305,2020,H O Redentora Hospital De Olhos,Privado,HPP,2,1,2,1,0,0,26,0,7.123287671232877,0.0,354980,Sao Jose Do Rio Preto,62 HOSPITAL/DIA - ISOLADO,N/A,1,26.0,0.0,0.0,26.0,38776.39000000001,0.0,0.0,0.0,0.0,14,0,0.0,0.0,1.0,1491.3996153846156,0.0,0.0,0.0,2.0,5.0
2091313,2020,Hospital Regional Sul Sao Paulo,Direta,Grande Porte,206,201,178,178,28,23,35456,3926,54.572879790672616,46.76593210244193,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,4596.0,300.0,300.0,35456.0,6894977.600000013,29.0,273.0,3522.0,848475.23,2208,61,0.06527415143603134,0.06527415143603134,7.714534377719756,1500.2127067014824,0.006309834638816362,0.05939947780678851,0.12305699586319155,4.0,389.0
2091356,2020,Hospital Vital Brazil Sao Paulo,Direta,HPP,11,11,11,11,0,0,392,0,9.763387297633873,0.0,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,122.0,0.0,0.0,392.0,24318.26000000001,0.0,0.0,0.0,0.0,30,0,0.0,0.0,3.2131147540983607,199.33000000000007,0.0,0.0,0.0,2.0,11.0
2091399,2020,Associacao Nossa Senhora Do Pari,Filantrópico,Médio Porte,67,66,59,59,8,7,7504,1102,34.84560018574414,43.13111545988259,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,4322.0,16.0,16.0,7504.0,5030338.110000006,553.0,2.0,11.0,4043.45,1372,1,0.0037019898195279964,0.0037019898195279964,1.7362332253586303,1163.8912795002327,0.12795002313743636,0.00046274872744099955,0.0008038127679652124,3.0,128.0
2091542,2020,Ame Ambulatorio Medico De Especialidades Maria Zelia,OSS,HPP,19,19,19,19,0,0,0,0,0.0,0.0,355030,Sao Paulo,62 HOSPITAL/DIA - ISOLADO,N/A,1,4060.0,0.0,0.0,0.0,2115211.649999999,1622.0,0.0,0.0,0.0,303,0,0.0,0.0,0.0,520.9880911330047,0.39950738916256157,0.0,0.0,2.0,69.0
2091550,2020,Inst Cema De Oftalmologia E Otorrinolaringologia,Filantrópico,HPP,31,31,31,31,0,0,126,0,1.113566062748564,0.0,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,854.0,0.0,0.0,126.0,892368.5799999993,101.0,0.0,0.0,0.0,246,0,0.0,0.0,0.14754098360655737,1044.928079625292,0.11826697892271663,0.0,0.0,2.0,64.0
2091585,2020,Hospital Estadual De Sapopemba Sao Paulo,OSS,Grande Porte,181,181,151,151,30,30,52595,8937,95.42774199401252,81.61643835616438,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,12541.0,619.0,619.0,52595.0,12951849.039999997,12.0,242.0,1557.0,695367.9500000001,3137,66,0.049358105414241286,0.049358105414241286,4.193844191053345,1032.760468862132,0.0009568614942987002,0.019296706801690454,0.053688700960955626,4.0,346.0
2091658,2020,Hospital Dia M Boi Mirim I Jardim Ibirapuera,Público Municipal,HPP,5,5,5,5,0,0,0,0,0.0,0.0,355030,Sao Paulo,62 HOSPITAL/DIA - ISOLADO,N/A,1,1344.0,0.0,0.0,0.0,353810.35000000003,60.0,0.0,0.0,0.0,210,0,0.0,0.0,0.0,263.2517485119048,0.044642857142857144,0.0,0.0,2.0,35.0
2091755,2020,Hospital Geral De Vila Penteado Dr Jose Pangella Sao Paulo,Direta,Grande Porte,253,244,227,218,26,26,42934,7869,53.95752167902476,82.91886195995785,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,8154.0,979.0,979.0,42934.0,14246651.599999992,135.0,1035.0,10322.0,9841176.33,1983,70,0.12006377238165318,0.12006377238165318,5.265391219033603,1747.1978906058366,0.016556291390728478,0.12693156732891833,0.6907711795240368,4.0,350.0
