cnes,ano,nome_fantasia,class_assistencial,porte_hospital,total_leitos,total_leitos_sus,leitos_internacao,leitos_sus,uti_total,uti_sus,diarias_internacao,diarias_uti,ocupacao_internacao,ocupacao_uti,cod_ibge,municipio,tipo_hospital,especializacao,n_linhas_resumo,qtde,qtde_obito_all,qtde_obito_sem_excl,dias_perm,valor,qtde_alta_complex,qtde_covid,dias_covid,valor_covid,n_linhas_prod,n_linhas_covid,qtde_obito_all_covid,qtde_obito_sem_excl_covid,qtde_alta_complex_covid,mort_all_com_covid,mort_sem_excl_com_covid,tmp_com_covid,custo_saida_com_covid,pct_alta_complex_com_covid,qtde_sem_covid,dias_sem_covid,valor_sem_covid,mort_all,mort_sem_excl,tmp,custo_saida,pct_alta_complex,pont_barcelona,faixa_barcelona,complexidade_estrutural,complexidade_pond_mort,modelo_gestao_proxy
2023709,2015,,Filantrópico,Médio Porte,117,66,99,60,18,6,18728,1615,85.51598173515981,73.74429223744292,352340.0,Itatiba,05 HOSPITAL GERAL,,1,4475.0,291.0,290.0,18728.0,3545216.710000005,0.0,0.0,0.0,0.0,1864,0,0.0,0.0,0.0,0.06502793296089386,0.06480446927374302,4.185027932960894,792.2271977653643,0.0,4475.0,18728.0,3545216.710000005,0.06502793296089386,0.06480446927374302,4.185027932960894,792.2271977653643,0.0,203.0,3.0,203.0,463.03996188412026,Filantrópico
2024691,2015,,Filantrópico,Médio Porte,126,87,116,77,10,10,17418,1713,61.974737591175945,46.93150684931507,351340.0,Cruzeiro,05 HOSPITAL GERAL,,1,3723.0,275.0,275.0,17418.0,2706908.519999998,0.0,0.0,0.0,0.0,1581,0,0.0,0.0,0.0,0.0738651625033575,0.0738651625033575,4.678485092667204,727.0772280419012,0.0,3723.0,17418.0,2706908.519999998,0.0738651625033575,0.0738651625033575,4.678485092667204,727.0772280419012,0.0,217.0,3.0,217.0,532.7501008375128,Filantrópico
2024756,2015,,Filantrópico,Médio Porte,70,66,65,61,5,5,12187,1500,54.73613294408264,82.1917808219178,350850.0,Cacapava,05 HOSPITAL GERAL,,1,3187.0,245.0,245.0,12187.0,2665582.79,5.0,0.0,0.0,0.0,1426,0,0.0,0.0,0.0,0.0768748038908064,0.0768748038908064,3.8239723878255414,836.3924662692187,0.0015688735487919673,3187.0,12187.0,2665582.79,0.0768748038908064,0.0768748038908064,3.8239723878255414,836.3924662692187,0.0015688735487919673,183.0,3.0,183.0,460.12724036716895,Filantrópico
2025361,2015,,Público Municipal,Médio Porte,138,138,119,119,19,19,35378,6856,81.45044319097502,98.86085075702955,354870.0,Sao Bernardo Do Campo,05 HOSPITAL GERAL,,1,7898.0,426.0,426.0,35378.0,12435361.779999994,941.0,0.0,0.0,0.0,3510,0,0.0,0.0,0.0,0.05393770574829071,0.05393770574829071,4.479361863762978,1574.4950341858691,0.11914408711066092,7898.0,35378.0,12435361.779999994,0.05393770574829071,0.05393770574829071,4.479361863762978,1574.4950341858691,0.11914408711066092,150.0,3.0,150.0,309.37780277128707,Público Municipal
2025477,2015,,Filantrópico,Médio Porte,81,52,74,49,7,3,8499,818,47.52026838132513,74.70319634703196,352430.0,Jaboticabal,05 HOSPITAL GERAL,,1,2629.0,133.0,133.0,8499.0,1717335.4000000015,3.0,0.0,0.0,0.0,1265,0,0.0,0.0,0.0,0.05058957778623051,0.05058957778623051,3.2327881323697225,653.2276150627621,0.0011411182959300114,2629.0,8499.0,1717335.4000000015,0.05058957778623051,0.05058957778623051,3.2327881323697225,653.2276150627621,0.0011411182959300114,135.0,3.0,135.0,269.5361296880307,Filantrópico
2025507,2015,,Filantrópico,Grande Porte,193,189,169,165,24,24,59562,8282,98.89912826899128,94.54337899543378,352900.0,Marilia,05 HOSPITAL GERAL,,1,7440.0,787.0,787.0,59562.0,14279385.26000005,676.0,0.0,0.0,0.0,3462,0,0.0,0.0,0.0,0.10577956989247311,0.10577956989247311,8.005645161290323,1919.272212365598,0.09086021505376345,7440.0,59562.0,14279385.26000005,0.10577956989247311,0.10577956989247311,8.005645161290323,1919.272212365598,0.09086021505376345,591.0,5.0,591.0,1822.4970735785953,Filantrópico
2025752,2015,,Filantrópico,Especial,654,392,573,342,81,50,86793,11271,69.52895938476328,61.75890410958904,354850.0,Santos,05 HOSPITAL GERAL,,1,14108.0,587.0,586.0,86793.0,25333068.50000001,979.0,0.0,0.0,0.0,4656,0,0.0,0.0,0.0,0.0416075985256592,0.041536716756450244,6.152041394953218,1795.6527147717616,0.06939325205557131,14108.0,86793.0,25333068.50000001,0.0416075985256592,0.041536716756450244,6.152041394953218,1795.6527147717616,0.06939325205557131,527.0,4.0,527.0,958.9439265939862,Filantrópico
2026805,2015,,Filantrópico,Médio Porte,72,65,72,65,0,0,4189,0,17.656480505795574,0.0,351860.0,Guariba,05 HOSPITAL GERAL,,1,1456.0,52.0,52.0,4189.0,669084.2899999992,0.0,0.0,0.0,0.0,639,0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,2.8770604395604398,459.5359134615379,0.0,1456.0,4189.0,669084.2899999992,0.03571428571428571,0.03571428571428571,2.8770604395604398,459.5359134615379,0.0,111.0,3.0,111.0,189.09245102723364,Filantrópico
2027186,2015,,Filantrópico,Grande Porte,182,140,162,122,20,18,36336,6244,81.59892207500562,95.03805175038052,352240.0,Itapeva,05 HOSPITAL GERAL,,1,9935.0,554.0,554.0,36336.0,9485802.26,156.0,0.0,0.0,0.0,2717,0,0.0,0.0,0.0,0.055762455963764467,0.055762455963764467,3.6573729240060393,954.7863371917464,0.015702063412179165,9935.0,36336.0,9485802.26,0.055762455963764467,0.055762455963764467,3.6573729240060393,954.7863371917464,0.015702063412179165,307.0,4.0,307.0,644.2285810948422,Filantrópico
2027356,2015,,Público Municipal,Médio Porte,147,118,118,89,29,29,35471,6844,109.19193473911037,64.65753424657534,354870.0,Sao Bernardo Do Campo,05 HOSPITAL GERAL,,1,8394.0,42.0,42.0,35471.0,8897324.129999995,113.0,0.0,0.0,0.0,814,0,0.0,0.0,0.0,0.005003573981415297,0.005003573981415297,4.225756492732905,1059.9623695496778,0.013461996664284012,8394.0,35471.0,8897324.129999995,0.005003573981415297,0.005003573981415297,4.225756492732905,1059.9623695496778,0.013461996664284012,285.0,4.0,285.0,313.09113533077857,Público Municipal
2028204,2015,,Filantrópico,Médio Porte,94,66,84,58,10,8,9247,2208,43.67973547472839,75.61643835616438,353130.0,Monte Alto,05 HOSPITAL GERAL,,1,2201.0,136.0,136.0,9247.0,2168609.2,2.0,0.0,0.0,0.0,1142,0,0.0,0.0,0.0,0.061790095411176735,0.061790095411176735,4.201272149023171,985.2835983643799,0.0009086778736937755,2201.0,9247.0,2168609.2,0.061790095411176735,0.061790095411176735,4.201272149023171,985.2835983643799,0.0009086778736937755,186.0,3.0,186.0,412.3997362099015,Filantrópico
2028239,2015,,Filantrópico,Médio Porte,58,52,58,52,0,0,4806,0,25.321390937829293,0.0,355430.0,Teodoro Sampaio,05 HOSPITAL GERAL,,1,2006.0,44.0,44.0,4806.0,644279.3899999999,0.0,0.0,0.0,0.0,896,0,0.0,0.0,0.0,0.02193419740777667,0.02193419740777667,2.395812562313061,321.1761665004984,0.0,2006.0,4806.0,644279.3899999999,0.02193419740777667,0.02193419740777667,2.395812562313061,321.1761665004984,0.0,72.0,2.0,72.0,103.10988105916365,Filantrópico
2028840,2015,,Direta,Grande Porte,160,160,143,143,17,17,52472,5095,100.5307021745378,82.11120064464141,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,3617.0,286.0,286.0,52472.0,6505283.079999995,1453.0,0.0,0.0,0.0,1373,0,0.0,0.0,0.0,0.0790710533591374,0.0790710533591374,14.507050041470832,1798.5300193530538,0.40171412773016313,3617.0,52472.0,6505283.079999995,0.0790710533591374,0.0790710533591374,14.507050041470832,1798.5300193530538,0.40171412773016313,459.0,4.0,459.0,1173.9477707925137,Direta
2040069,2015,,Filantrópico,Médio Porte,122,122,100,100,22,22,38256,6141,104.81095890410958,76.47571606475717,351880.0,Guarulhos,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,9752.0,54.0,53.0,38256.0,10215593.510000017,0.0,0.0,0.0,0.0,574,0,0.0,0.0,0.0,0.005537325676784249,0.005434782608695652,3.922887612797375,1047.5383008613635,0.0,9752.0,38256.0,10215593.510000017,0.005537325676784249,0.005434782608695652,3.922887612797375,1047.5383008613635,0.0,228.0,3.0,228.0,252.8701852771475,Filantrópico
2042894,2015,,Público Municipal,Médio Porte,55,55,50,50,5,5,17292,1764,94.75068493150684,96.65753424657534,354850.0,Santos,20 PRONTO SOCORRO GERAL,-,1,3807.0,250.0,250.0,17292.0,1558147.4599999948,2.0,0.0,0.0,0.0,1735,0,0.0,0.0,0.0,0.06566850538481744,0.06566850538481744,4.542159180457053,409.28485946939713,0.0005253480430785396,3807.0,17292.0,1558147.4599999948,0.06566850538481744,0.06566850538481744,4.542159180457053,409.28485946939713,0.0005253480430785396,,,,,Público Municipal
2058308,2015,,Público Municipal,Médio Porte,53,53,53,53,0,0,4548,0,23.509950891703284,0.0,353340.0,Nova Odessa,05 HOSPITAL GERAL,,1,1259.0,90.0,90.0,4548.0,533581.7999999992,0.0,0.0,0.0,0.0,639,0,0.0,0.0,0.0,0.07148530579825259,0.07148530579825259,3.6123907863383637,423.8139793486888,0.0,1259.0,4548.0,533581.7999999992,0.07148530579825259,0.07148530579825259,3.6123907863383637,423.8139793486888,0.0,97.0,2.0,97.0,233.5943135843333,Público Municipal
2058790,2015,,Público Municipal,Médio Porte,118,116,105,105,13,11,32529,2972,84.87671232876713,74.02241594022416,350160.0,Americana,05 HOSPITAL GERAL,,1,5988.0,447.0,446.0,32529.0,4826865.030000006,86.0,0.0,0.0,0.0,2024,0,0.0,0.0,0.0,0.0746492985971944,0.07448229792919171,5.432364729458918,806.0896843687384,0.014362057448229793,5988.0,32529.0,4826865.030000006,0.0746492985971944,0.07448229792919171,5.432364729458918,806.0896843687384,0.014362057448229793,291.0,4.0,291.0,718.9202384702515,Público Municipal
2065665,2015,,Direta,Médio Porte,110,92,100,82,10,10,17431,1747,58.239224858002,47.86301369863013,355030.0,Sao Paulo,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,5181.0,29.0,29.0,17431.0,4633269.080000005,0.0,0.0,0.0,0.0,245,0,0.0,0.0,0.0,0.005597375024126616,0.005597375024126616,3.364408415363829,894.2808492569011,0.0,5181.0,17431.0,4633269.080000005,0.005597375024126616,0.005597375024126616,3.364408415363829,894.2808492569011,0.0,160.0,3.0,160.0,177.64202750079238,Direta
2066092,2015,,OSS,Grande Porte,239,239,208,208,31,31,78536,6723,103.44573234984192,59.41670349094123,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,16664.0,781.0,781.0,78536.0,12970375.50999999,2.0,0.0,0.0,0.0,3751,0,0.0,0.0,0.0,0.04686749879980797,0.04686749879980797,4.7129140662506,778.3470661305803,0.00012001920307249159,16664.0,78536.0,12970375.50999999,0.04686749879980797,0.04686749879980797,4.7129140662506,778.3470661305803,0.00012001920307249159,507.0,4.0,507.0,975.0840499697343,OSS
2066572,2015,,Direta,Grande Porte,364,364,350,350,14,14,48635,2588,38.07045009784736,50.64579256360079,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,6169.0,645.0,645.0,48635.0,4783509.830000012,479.0,0.0,0.0,0.0,2651,0,0.0,0.0,0.0,0.10455503323066948,0.10455503323066948,7.883773707245907,775.410898038582,0.07764629599610957,6169.0,48635.0,4783509.830000012,0.10455503323066948,0.10455503323066948,7.883773707245907,775.410898038582,0.07764629599610957,429.0,4.0,429.0,1312.5809482193577,Direta
2069776,2015,,Público Municipal,Grande Porte,170,170,155,155,15,15,45200,5461,79.89394608926204,99.74429223744292,354870.0,Sao Bernardo Do Campo,05 HOSPITAL GERAL,,1,8251.0,414.0,414.0,45200.0,8169937.410000009,0.0,0.0,0.0,0.0,2550,0,0.0,0.0,0.0,0.05017573627439098,0.05017573627439098,5.478123863774088,990.1754223730468,0.0,8251.0,45200.0,8169937.410000009,0.05017573627439098,0.05017573627439098,5.478123863774088,990.1754223730468,0.0,417.0,4.0,417.0,829.1676626609362,Público Municipal
2071371,2015,,Direta,Médio Porte,137,137,123,123,14,14,28788,3774,64.12295355830271,73.85518590998043,355030.0,Sao Paulo,07 HOSPITAL ESPECIALIZADO,001 PEDIATRIA,1,5014.0,35.0,34.0,28788.0,6712308.609999984,1073.0,0.0,0.0,0.0,875,0,0.0,0.0,0.0,0.0069804547267650575,0.006781013163143199,5.741523733546071,1338.7133246908622,0.2140007977662545,5014.0,28788.0,6712308.609999984,0.0069804547267650575,0.006781013163143199,5.741523733546071,1338.7133246908622,0.2140007977662545,222.0,3.0,222.0,252.52676585827243,Direta
2071568,2015,,Filantrópico,Especial,508,452,363,307,145,145,112467,42179,100.36767658739012,79.69579593764762,355030.0,Sao Paulo,07 HOSPITAL ESPECIALIZADO,,1,12576.0,731.0,731.0,112467.0,90288913.63000016,6795.0,0.0,0.0,0.0,4181,0,0.0,0.0,0.0,0.058126590330788805,0.058126590330788805,8.942986641221374,7179.461961673041,0.5403148854961832,12576.0,112467.0,90288913.63000016,0.058126590330788805,0.058126590330788805,8.942986641221374,7179.461961673041,0.5403148854961832,992.0,6.0,992.0,2127.8752244547136,Filantrópico
2075717,2015,,Público Municipal,Médio Porte,89,81,80,72,9,9,18760,2806,71.38508371385083,85.4185692541857,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,4077.0,56.0,56.0,18760.0,4213454.850000003,0.0,0.0,0.0,0.0,674,0,0.0,0.0,0.0,0.013735589894530291,0.013735589894530291,4.601422614667648,1033.469426048566,0.0,4077.0,18760.0,4213454.850000003,0.013735589894530291,0.013735589894530291,4.601422614667648,1033.469426048566,0.0,120.0,3.0,120.0,152.46928072727093,Público Municipal
2075962,2015,,Filantrópico,Grande Porte,194,129,169,105,25,24,32794,5342,85.56816699282453,60.98173515981736,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,11738.0,303.0,302.0,32794.0,11048435.659999954,109.0,0.0,0.0,0.0,2483,0,0.0,0.0,0.0,0.025813596864883284,0.025728403475890272,2.7938319986369056,941.253676946665,0.009286079400238541,11738.0,32794.0,11048435.659999954,0.025813596864883284,0.025728403475890272,2.7938319986369056,941.253676946665,0.009286079400238541,155.0,3.0,155.0,233.81780353777657,Filantrópico
2076896,2015,,Filantrópico,Grande Porte,171,148,156,148,15,0,40854,0,75.62754535357276,0.0,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,9791.0,240.0,240.0,40854.0,4523459.6800000165,1.0,0.0,0.0,0.0,2619,0,0.0,0.0,0.0,0.02451230722091717,0.02451230722091717,4.172607496680625,462.001805739967,0.0001021346134204882,9791.0,40854.0,4523459.6800000165,0.02451230722091717,0.02451230722091717,4.172607496680625,462.001805739967,0.0001021346134204882,241.0,3.0,241.0,357.3711537692967,Filantrópico
2076926,2015,,Direta,Grande Porte,246,246,218,218,28,28,58057,5829,72.96342842779943,57.03522504892368,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,13075.0,259.0,259.0,58057.0,10255307.60999997,110.0,0.0,0.0,0.0,3562,0,0.0,0.0,0.0,0.019808795411089868,0.019808795411089868,4.440305927342256,784.3447502868046,0.008413001912045888,13075.0,58057.0,10255307.60999997,0.019808795411089868,0.019808795411089868,4.440305927342256,784.3447502868046,0.008413001912045888,385.0,4.0,385.0,535.2321569028693,Direta
2076985,2015,,Filantrópico,Médio Porte,89,89,89,89,0,0,27656,0,85.1346775434816,0.0,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,936.0,3.0,3.0,27656.0,1952648.9399999976,0.0,0.0,0.0,0.0,29,0,0.0,0.0,0.0,0.003205128205128205,0.003205128205128205,29.54700854700855,2086.1633974358947,0.0,936.0,27656.0,1952648.9399999976,0.003205128205128205,0.003205128205128205,29.54700854700855,2086.1633974358947,0.0,89.0,2.0,89.0,94.61926507160621,Filantrópico
2077388,2015,,Filantrópico,Médio Porte,114,98,104,88,10,10,24209,2127,75.37048567870485,58.273972602739725,355030.0,Sao Paulo,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,8701.0,14.0,13.0,24209.0,6049655.709999989,0.0,0.0,0.0,0.0,230,0,0.0,0.0,0.0,0.0016090104585679806,0.0014940811400988392,2.782323870819446,695.2828077232489,0.0,8701.0,24209.0,6049655.709999989,0.0016090104585679806,0.0014940811400988392,2.782323870819446,695.2828077232489,0.0,165.0,3.0,165.0,170.22982212093407,Filantrópico
2077396,2015,,Filantrópico,Especial,846,591,648,464,198,127,210286,36630,124.1650921114785,79.0206018768202,354980.0,Sao Jose Do Rio Preto,05 HOSPITAL GERAL,,1,41530.0,2360.0,2360.0,210286.0,102912596.98000036,7238.0,0.0,0.0,0.0,12619,0,0.0,0.0,0.0,0.05682639056104021,0.05682639056104021,5.063472188779196,2478.0302667950964,0.17428365037322419,41530.0,210286.0,102912596.98000036,0.05682639056104021,0.05682639056104021,5.063472188779196,2478.0302667950964,0.17428365037322419,1563.0,6.0,1563.0,3312.6579576999184,Filantrópico
2077426,2015,,OSS,Grande Porte,195,195,164,164,31,31,62329,8842,104.12462412295356,78.14405656208572,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,15583.0,657.0,657.0,62329.0,16870011.12999996,15.0,0.0,0.0,0.0,4378,0,0.0,0.0,0.0,0.04216132965411025,0.04216132965411025,3.999807482512995,1082.5907161650491,0.0009625874350253481,15583.0,62329.0,16870011.12999996,0.04216132965411025,0.04216132965411025,3.999807482512995,1082.5907161650491,0.0009625874350253481,397.0,4.0,397.0,726.722749063865,OSS
2077434,2015,,OSS,Grande Porte,178,167,162,158,16,9,42487,2789,73.67262007976417,84.90106544901066,353620.0,Pariquera-Acu,05 HOSPITAL GERAL,,1,9122.0,659.0,658.0,42487.0,8579616.470000023,272.0,0.0,0.0,0.0,3228,0,0.0,0.0,0.0,0.07224292918219688,0.07213330409997808,4.657640868230652,940.5411609296232,0.029818022363516772,9122.0,42487.0,8579616.470000023,0.07224292918219688,0.07213330409997808,4.657640868230652,940.5411609296232,0.029818022363516772,339.0,4.0,339.0,821.4353816969375,OSS
2077450,2015,,Público Municipal,Médio Porte,103,103,95,95,8,8,34402,2420,99.21268925739004,82.87671232876713,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,6047.0,428.0,427.0,34402.0,4903409.669999998,30.0,0.0,0.0,0.0,1810,0,0.0,0.0,0.0,0.07077889862741855,0.07061352736894327,5.6891020340664795,810.8830279477423,0.00496113775425831,6047.0,34402.0,4903409.669999998,0.07077889862741855,0.07061352736894327,5.6891020340664795,810.8830279477423,0.00496113775425831,176.0,3.0,176.0,421.3920985723317,Público Municipal
2077477,2015,,Filantrópico,Especial,707,604,625,536,82,68,190818,23990,97.53526886117358,96.6559226430298,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,27474.0,1936.0,1936.0,190818.0,70496639.32999922,5558.0,0.0,0.0,0.0,10275,0,0.0,0.0,0.0,0.07046662298900778,0.07046662298900778,6.945402926403145,2565.9401372206166,0.20230035670088084,27474.0,190818.0,70496639.32999922,0.07046662298900778,0.07046662298900778,6.945402926403145,2565.9401372206166,0.20230035670088084,969.0,6.0,969.0,2314.0899956979692,Filantrópico
2077485,2015,,Filantrópico,Especial,794,735,677,621,117,114,156018,33930,68.83197670571107,81.54289834174477,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,24430.0,1276.0,1276.0,156018.0,52247318.41999985,4624.0,0.0,0.0,0.0,8969,0,0.0,0.0,0.0,0.052230863692181745,0.052230863692181745,6.38632828489562,2138.6540491199285,0.18927548096602537,24430.0,156018.0,52247318.41999985,0.052230863692181745,0.052230863692181745,6.38632828489562,2138.6540491199285,0.18927548096602537,1263.0,6.0,1263.0,2562.495154403339,Filantrópico
2077493,2015,,Direta,Grande Porte,291,265,252,236,39,29,49510,5683,57.47620153238913,53.68918280585734,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,7393.0,460.0,460.0,49510.0,6346277.569999999,65.0,0.0,0.0,0.0,2091,0,0.0,0.0,0.0,0.06222101988367375,0.06222101988367375,6.696875422697146,858.4170931962667,0.008792100635736507,7393.0,49510.0,6346277.569999999,0.06222101988367375,0.06222101988367375,6.696875422697146,858.4170931962667,0.008792100635736507,485.0,4.0,485.0,1079.4604563568448,Direta
2077507,2015,,Privado,Grande Porte,231,61,186,31,45,30,3415,467,30.18117543084401,4.264840182648402,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,560.0,22.0,22.0,3415.0,10436082.97999999,538.0,0.0,0.0,0.0,221,0,0.0,0.0,0.0,0.039285714285714285,0.039285714285714285,6.098214285714286,18635.862464285696,0.9607142857142857,560.0,3415.0,10436082.97999999,0.039285714285714285,0.039285714285714285,6.098214285714286,18635.862464285696,0.9607142857142857,80.0,2.0,80.0,141.91113234591495,Privado
2077523,2015,,Direta,Grande Porte,258,235,223,223,35,12,62650,3963,76.97032987284231,90.47945205479452,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,11261.0,591.0,590.0,62650.0,8332463.16,401.0,0.0,0.0,0.0,3252,0,0.0,0.0,0.0,0.05248201758280792,0.05239321552260012,5.563449072018471,739.939895213569,0.03560962614332652,11261.0,62650.0,8332463.16,0.05248201758280792,0.05239321552260012,5.563449072018471,739.939895213569,0.03560962614332652,509.0,4.0,509.0,1035.2261322188426,Direta
