cnes,ano,nome_fantasia,class_assistencial,porte_hospital,total_leitos,total_leitos_sus,leitos_internacao,leitos_sus,uti_total,uti_sus,diarias_internacao,diarias_uti,ocupacao_internacao,ocupacao_uti,cod_ibge,municipio,tipo_hospital,especializacao,n_linhas_resumo,qtde,qtde_obito_all,qtde_obito_sem_excl,dias_perm,valor,qtde_alta_complex,qtde_covid,dias_covid,valor_covid,n_linhas_prod,n_linhas_covid,qtde_obito_all_covid,qtde_obito_sem_excl_covid,qtde_alta_complex_covid,mort_all_com_covid,mort_sem_excl_com_covid,tmp_com_covid,custo_saida_com_covid,pct_alta_complex_com_covid,qtde_sem_covid,dias_sem_covid,valor_sem_covid,mort_all,mort_sem_excl,tmp,custo_saida,pct_alta_complex,pont_barcelona,faixa_barcelona,complexidade_estrutural,complexidade_pond_mort,modelo_gestao_proxy
2798298,2015,,Filantrópico,Grande Porte,211,139,185,114,26,25,42437,6264,101.98750300408555,68.64657534246575,354980.0,Sao Jose Do Rio Preto,05 HOSPITAL GERAL,,1,13297.0,563.0,563.0,42437.0,19756704.669999942,1597.0,0.0,0.0,0.0,3594,0,0.0,0.0,0.0,0.042340377528765884,0.042340377528765884,3.191471760547492,1485.8016597728767,0.12010227870948334,13297.0,42437.0,19756704.669999942,0.042340377528765884,0.042340377528765884,3.191471760547492,1485.8016597728767,0.12010227870948334,473.0,4.0,473.0,867.5117778722939,Filantrópico
2812703,2015,,Filantrópico,Médio Porte,123,123,123,123,0,0,34085,0,75.92159483238667,0.0,355030.0,Sao Paulo,07 HOSPITAL ESPECIALIZADO,,1,1243.0,0.0,0.0,34085.0,1141213.3099999998,0.0,0.0,0.0,0.0,141,0,0.0,0.0,0.0,0.0,0.0,27.421560740144812,918.1120756234914,0.0,1243.0,34085.0,1141213.3099999998,0.0,0.0,27.421560740144812,918.1120756234914,0.0,129.0,3.0,129.0,129.0,Filantrópico
3001466,2015,,OSS,Grande Porte,251,251,251,251,0,0,51984,0,56.7417999235933,0.0,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,2073.0,59.0,59.0,51984.0,2677864.559999998,5.0,0.0,0.0,0.0,701,0,0.0,0.0,0.0,0.028461167390255667,0.028461167390255667,25.076700434153402,1291.7822286541236,0.00241196333815726,2073.0,51984.0,2677864.559999998,0.028461167390255667,0.028461167390255667,25.076700434153402,1291.7822286541236,0.00241196333815726,305.0,4.0,305.0,476.00021457600263,OSS
3012212,2015,,Público Municipal,Médio Porte,134,123,112,101,22,22,33727,5077,91.4878611148786,63.22540473225405,352590.0,Jundiai,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,9575.0,57.0,57.0,33727.0,7978910.81,4.0,0.0,0.0,0.0,1412,0,0.0,0.0,0.0,0.005953002610966057,0.005953002610966057,3.522402088772846,833.3066120104438,0.0004177545691906005,9575.0,33727.0,7978910.81,0.005953002610966057,0.005953002610966057,3.522402088772846,833.3066120104438,0.0004177545691906005,281.0,4.0,281.0,313.9523581651633,Público Municipal
3021378,2015,,Público Municipal,Médio Porte,99,99,93,93,6,6,32036,2171,94.37619678892324,99.1324200913242,355100.0,Sao Vicente,05 HOSPITAL GERAL,,1,4979.0,673.0,673.0,32036.0,4063502.109999999,3.0,0.0,0.0,0.0,2324,0,0.0,0.0,0.0,0.13516770435830489,0.13516770435830489,6.434223739706768,816.128160273147,0.0006025306286402892,4979.0,32036.0,4063502.109999999,0.13516770435830489,0.13516770435830489,6.434223739706768,816.128160273147,0.0006025306286402892,240.0,3.0,240.0,879.0403574612034,Público Municipal
3028399,2015,,OSS,Médio Porte,117,106,88,77,29,29,24745,6008,88.04483188044831,56.75956542276807,351630.0,Francisco Morato,05 HOSPITAL GERAL,,1,4876.0,154.0,154.0,24745.0,5315000.130000008,5.0,0.0,0.0,0.0,1328,0,0.0,0.0,0.0,0.03158326497128794,0.03158326497128794,5.074856439704676,1090.0328404429877,0.001025430680885972,4876.0,24745.0,5315000.130000008,0.03158326497128794,0.03158326497128794,5.074856439704676,1090.0328404429877,0.001025430680885972,229.0,3.0,229.0,371.47432650810333,OSS
3126838,2015,,OSS,Grande Porte,249,231,210,192,39,39,50654,10326,72.28025114155251,72.5395152792413,355410.0,Taubate,05 HOSPITAL GERAL,,1,10554.0,672.0,672.0,50654.0,27319906.14999984,2884.0,0.0,0.0,0.0,4622,0,0.0,0.0,0.0,0.06367254121660035,0.06367254121660035,4.799507295812014,2588.583110668925,0.27326132272124315,10554.0,50654.0,27319906.14999984,0.06367254121660035,0.06367254121660035,4.799507295812014,2588.583110668925,0.27326132272124315,431.0,4.0,431.0,971.5969110603661,OSS
3139050,2015,,Público Municipal,Médio Porte,110,108,100,100,10,8,35230,2043,96.52054794520548,69.96575342465754,352230.0,Itapetininga,05 HOSPITAL GERAL,,1,7117.0,576.0,575.0,35230.0,4962292.380000008,1.0,0.0,0.0,0.0,2372,0,0.0,0.0,0.0,0.08093297737810876,0.08079246873682731,4.950119432345089,697.2449599550384,0.0001405086412814388,7117.0,35230.0,4962292.380000008,0.08093297737810876,0.08079246873682731,4.950119432345089,697.2449599550384,0.0001405086412814388,281.0,4.0,281.0,728.9978646445953,Público Municipal
3212130,2015,,Público Municipal,Grande Porte,205,201,181,181,24,20,61734,5097,93.4443351244986,69.82191780821918,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,10417.0,618.0,618.0,61734.0,8579570.030000042,2.0,0.0,0.0,0.0,2961,0,0.0,0.0,0.0,0.059326101564749927,0.059326101564749927,5.926274359220505,823.6123672842509,0.0001919938561966017,10417.0,61734.0,8579570.030000042,0.059326101564749927,0.059326101564749927,5.926274359220505,823.6123672842509,0.0001919938561966017,301.0,4.0,301.0,652.768067568995,Público Municipal
3223728,2015,,Filantrópico,Médio Porte,61,46,52,40,9,6,8562,0,58.64383561643836,0.0,354870.0,Sao Bernardo Do Campo,05 HOSPITAL GERAL,,1,456.0,64.0,64.0,8562.0,871805.0100000005,0.0,0.0,0.0,0.0,174,0,0.0,0.0,0.0,0.14035087719298245,0.14035087719298245,18.776315789473685,1911.8530921052643,0.0,456.0,8562.0,871805.0100000005,0.14035087719298245,0.14035087719298245,18.776315789473685,1911.8530921052643,0.0,49.0,2.0,49.0,184.4738015607581,Filantrópico
3753433,2015,,Filantrópico,Médio Porte,146,136,146,136,0,0,39017,0,78.59991941982273,0.0,350970.0,Campos Do Jordao,05 HOSPITAL GERAL,,1,1566.0,33.0,33.0,39017.0,3200338.350000001,0.0,0.0,0.0,0.0,68,0,0.0,0.0,0.0,0.0210727969348659,0.0210727969348659,24.915070242656448,2043.638793103449,0.0,1566.0,39017.0,3200338.350000001,0.0210727969348659,0.0210727969348659,24.915070242656448,2043.638793103449,0.0,138.0,3.0,138.0,195.28558797524315,Filantrópico
3774554,2015,,Público Municipal,Médio Porte,89,80,79,70,10,10,19515,2441,76.37964774951077,66.87671232876713,354520.0,Salto,05 HOSPITAL GERAL,,1,6731.0,251.0,251.0,19515.0,4465395.9800000135,3.0,0.0,0.0,0.0,2021,0,0.0,0.0,0.0,0.03729015005199822,0.03729015005199822,2.8992720249591444,663.4075144852196,0.00044569900460555636,6731.0,19515.0,4465395.9800000135,0.03729015005199822,0.03729015005199822,2.8992720249591444,663.4075144852196,0.00044569900460555636,239.0,3.0,239.0,414.56427133678403,Público Municipal
4049020,2015,,Filantrópico,Grande Porte,186,156,159,135,27,21,30106,6563,61.09791983764587,85.62296151337247,353470.0,Ourinhos,05 HOSPITAL GERAL,,1,6707.0,536.0,536.0,30106.0,10691531.849999975,535.0,0.0,0.0,0.0,2978,0,0.0,0.0,0.0,0.07991650514387953,0.07991650514387953,4.4887431042194725,1594.0855598628261,0.07976740718652155,6707.0,30106.0,10691531.849999975,0.07991650514387953,0.07991650514387953,4.4887431042194725,1594.0855598628261,0.07976740718652155,303.0,4.0,303.0,780.0053151676506,Filantrópico
5200105,2015,,Público Municipal,Médio Porte,117,117,98,98,19,19,40905,5585,114.35560525580097,80.53352559480894,351880.0,Guarulhos,05 HOSPITAL GERAL,,1,7633.0,457.0,457.0,40905.0,7566075.860000008,7.0,0.0,0.0,0.0,2414,0,0.0,0.0,0.0,0.059871610113978777,0.059871610113978777,5.358967640508319,991.232262544217,0.0009170706144373117,7633.0,40905.0,7566075.860000008,0.059871610113978777,0.059871610113978777,5.358967640508319,991.232262544217,0.0009170706144373117,304.0,4.0,304.0,662.5408368083139,Público Municipal
5366828,2015,,Filantrópico,Médio Porte,60,55,55,55,5,0,12842,0,63.97011207970112,0.0,350410.0,Atibaia,05 HOSPITAL GERAL,,1,3427.0,171.0,171.0,12842.0,1669016.7300000004,0.0,0.0,0.0,0.0,1263,0,0.0,0.0,0.0,0.0498978698570178,0.0498978698570178,3.7473008462211848,487.0197636416692,0.0,3427.0,12842.0,1669016.7300000004,0.0498978698570178,0.0498978698570178,3.7473008462211848,487.0197636416692,0.0,171.0,3.0,171.0,339.08239311468145,Filantrópico
5420938,2015,,Público Municipal,Grande Porte,243,223,209,194,34,29,73764,5400,104.1717271571812,51.01558809636278,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,14559.0,543.0,542.0,73764.0,10169571.770000009,4.0,0.0,0.0,0.0,2910,0,0.0,0.0,0.0,0.03729651761796827,0.03722783158183941,5.06655676900886,698.5075740092045,0.00027474414451542003,14559.0,73764.0,10169571.770000009,0.03729651761796827,0.03722783158183941,5.06655676900886,698.5075740092045,0.00027474414451542003,388.0,4.0,388.0,673.0651426177099,Público Municipal
5586348,2015,,Privado,HPP,29,29,29,29,0,0,3157,0,29.825224374114317,0.0,354890.0,Sao Carlos,05 HOSPITAL GERAL,,1,459.0,14.0,14.0,3157.0,224654.46000000028,0.0,0.0,0.0,0.0,242,0,0.0,0.0,0.0,0.030501089324618737,0.030501089324618737,6.877995642701525,489.44326797385685,0.0,459.0,3157.0,224654.46000000028,0.030501089324618737,0.030501089324618737,6.877995642701525,489.44326797385685,0.0,236.0,3.0,236.0,377.7984421564984,Privado
5718368,2015,,Público Municipal,Grande Porte,245,223,205,183,40,40,68085,3522,101.9312822816079,24.12328767123288,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,16645.0,489.0,489.0,68085.0,10192254.150000025,7.0,0.0,0.0,0.0,3331,0,0.0,0.0,0.0,0.029378191649143886,0.029378191649143886,4.090417542805647,612.3312796635641,0.0004205467107239411,16645.0,68085.0,10192254.150000025,0.029378191649143886,0.029378191649143886,4.090417542805647,612.3312796635641,0.0004205467107239411,469.0,4.0,469.0,740.4201016505403,Público Municipal
5860490,2015,,Filantrópico,Médio Porte,138,87,118,79,20,8,12206,1174,42.33050112710248,40.2054794520548,352900.0,Marilia,05 HOSPITAL GERAL,,1,2753.0,158.0,158.0,12206.0,2191426.9600000014,65.0,0.0,0.0,0.0,1115,0,0.0,0.0,0.0,0.0573919360697421,0.0573919360697421,4.433708681438431,796.014151834363,0.02361060661096985,2753.0,12206.0,2191426.9600000014,0.0573919360697421,0.0573919360697421,4.433708681438431,796.014151834363,0.02361060661096985,363.0,4.0,363.0,773.3945710790417,Filantrópico
5935857,2015,,Público Municipal,Médio Porte,55,55,46,46,9,9,15393,3190,91.67957117331746,97.10806697108067,354880.0,Sao Caetano Do Sul,05 HOSPITAL GERAL,,1,3088.0,260.0,260.0,15393.0,3205594.360000011,0.0,0.0,0.0,0.0,1342,0,0.0,0.0,0.0,0.08419689119170984,0.08419689119170984,4.984779792746114,1038.0810751295373,0.0,3088.0,15393.0,3205594.360000011,0.08419689119170984,0.08419689119170984,4.984779792746114,1038.0810751295373,0.0,111.0,3.0,111.0,295.10396485694974,Público Municipal
6020917,2015,,Público Municipal,Médio Porte,129,112,100,84,29,28,25722,7437,83.89432485322897,72.76908023483367,354780.0,Santo Andre,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,6801.0,38.0,38.0,25722.0,7470165.709999999,0.0,0.0,0.0,0.0,452,0,0.0,0.0,0.0,0.0055874136156447585,0.0055874136156447585,3.7820908689898545,1098.3922526099102,0.0,6801.0,25722.0,7470165.709999999,0.0055874136156447585,0.0055874136156447585,3.7820908689898545,1098.3922526099102,0.0,240.0,3.0,240.0,266.4159461106202,Público Municipal
6053858,2015,,Público Municipal,Grande Porte,225,205,175,175,50,30,62432,10028,97.74090019569472,91.57990867579908,350950.0,Campinas,05 HOSPITAL GERAL,,1,12073.0,604.0,604.0,62432.0,11791793.189999968,28.0,0.0,0.0,0.0,4384,0,0.0,0.0,0.0,0.050028990308953865,0.050028990308953865,5.171208481736105,976.7077934233387,0.0023192247163091196,12073.0,62432.0,11791793.189999968,0.050028990308953865,0.050028990308953865,5.171208481736105,976.7077934233387,0.0023192247163091196,491.0,4.0,491.0,974.8907681725468,Público Municipal
6095666,2015,,Público Municipal,Grande Porte,306,306,267,267,39,39,81168,12293,83.28767123287672,86.357569371268,350570.0,Barueri,05 HOSPITAL GERAL,,1,14499.0,561.0,561.0,81168.0,15198694.59999993,125.0,0.0,0.0,0.0,4109,0,0.0,0.0,0.0,0.038692323608524724,0.038692323608524724,5.598179184771364,1048.258128146764,0.008621284226498379,14499.0,81168.0,15198694.59999993,0.038692323608524724,0.038692323608524724,5.598179184771364,1048.258128146764,0.008621284226498379,516.0,4.0,516.0,909.295175933019,Público Municipal
6123740,2015,,Direta,Especial,544,544,459,459,85,85,145712,20834,86.97406512072105,67.15229653505237,355030.0,Sao Paulo,07 HOSPITAL ESPECIALIZADO,,1,25116.0,2792.0,2792.0,145712.0,45873899.1299999,6492.0,0.0,0.0,0.0,4159,0,0.0,0.0,0.0,0.11116419812071986,0.11116419812071986,5.8015607580824975,1826.4810929288062,0.25848064978499763,25116.0,145712.0,45873899.1299999,0.11116419812071986,0.11116419812071986,5.8015607580824975,1826.4810929288062,0.25848064978499763,874.0,6.0,874.0,2787.905447952271,Direta
6164366,2015,,Direta,Médio Porte,104,104,94,94,10,10,19093,1604,55.64849897988925,43.945205479452056,350170.0,Americo Brasiliense,05 HOSPITAL GERAL,,1,5842.0,218.0,218.0,19093.0,3943099.900000004,982.0,0.0,0.0,0.0,1652,0,0.0,0.0,0.0,0.03731598767545361,0.03731598767545361,3.2682300581992467,674.9571893187272,0.16809311879493324,5842.0,19093.0,3943099.900000004,0.03731598767545361,0.03731598767545361,3.2682300581992467,674.9571893187272,0.16809311879493324,187.0,3.0,187.0,324.46136556981565,Direta
6236596,2015,,OSS,Médio Porte,102,102,94,94,8,8,10038,1287,29.256776450014573,44.07534246575342,354980.0,Sao Jose Do Rio Preto,05 HOSPITAL GERAL,,1,7024.0,51.0,51.0,10038.0,5306029.890000005,170.0,0.0,0.0,0.0,1247,0,0.0,0.0,0.0,0.007260820045558086,0.007260820045558086,1.4291002277904328,755.4142781890669,0.024202733485193622,7024.0,10038.0,5306029.890000005,0.007260820045558086,0.007260820045558086,1.4291002277904328,755.4142781890669,0.024202733485193622,181.0,3.0,181.0,206.8885874326723,OSS
6878687,2015,,OSS,Médio Porte,75,75,64,64,11,11,24334,2247,104.1695205479452,55.96513075965131,351640.0,Franco Da Rocha,05 HOSPITAL GERAL,,1,3032.0,299.0,299.0,24334.0,3410220.1299999943,8.0,0.0,0.0,0.0,1779,0,0.0,0.0,0.0,0.09861477572559367,0.09861477572559367,8.025725593667547,1124.742786939312,0.002638522427440633,3032.0,24334.0,3410220.1299999943,0.09861477572559367,0.09861477572559367,8.025725593667547,1124.742786939312,0.002638522427440633,301.0,4.0,301.0,885.7262532981531,OSS
6943284,2015,,Público Municipal,Médio Porte,60,48,50,38,10,10,9297,1773,67.02956020187455,48.57534246575342,350320.0,Araraquara,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,3190.0,26.0,25.0,9297.0,2415418.6200000024,0.0,0.0,0.0,0.0,235,0,0.0,0.0,0.0,0.008150470219435737,0.007836990595611285,2.9144200626959247,757.1845203761764,0.0,3190.0,9297.0,2415418.6200000024,0.008150470219435737,0.007836990595611285,2.9144200626959247,757.1845203761764,0.0,119.0,3.0,119.0,138.10617418563444,Público Municipal
6966594,2015,,Público Municipal,HPP,50,35,43,35,7,0,12048,0,94.3091976516634,0.0,355100.0,Sao Vicente,07 HOSPITAL ESPECIALIZADO,-,1,3096.0,28.0,28.0,12048.0,1698674.5699999991,0.0,0.0,0.0,0.0,218,0,0.0,0.0,0.0,0.00904392764857881,0.00904392764857881,3.891472868217054,548.6674967700255,0.0,3096.0,12048.0,1698674.5699999991,0.00904392764857881,0.00904392764857881,3.891472868217054,548.6674967700255,0.0,65.0,2.0,65.0,76.58015953263678,Público Municipal
7320175,2015,,Filantrópico,HPP,50,50,50,50,0,0,3030,0,16.602739726027398,0.0,355020.0,Sao Miguel Arcanjo,05 HOSPITAL GERAL,,1,578.0,49.0,49.0,3030.0,259475.13,0.0,0.0,0.0,0.0,290,0,0.0,0.0,0.0,0.0847750865051903,0.0847750865051903,5.242214532871972,448.9189100346021,0.0,578.0,3030.0,259475.13,0.0847750865051903,0.0847750865051903,5.242214532871972,448.9189100346021,0.0,110.0,3.0,110.0,293.6982560090729,Filantrópico
7373465,2015,,Público Municipal,Grande Porte,175,175,135,135,40,40,35224,6454,71.48452562151192,44.2054794520548,354870.0,Sao Bernardo Do Campo,05 HOSPITAL GERAL,,1,6126.0,335.0,335.0,35224.0,10384188.220000016,15.0,0.0,0.0,0.0,2739,0,0.0,0.0,0.0,0.05468494939601698,0.05468494939601698,5.749918380672543,1695.1009174012431,0.002448579823702253,6126.0,35224.0,10384188.220000016,0.05468494939601698,0.05468494939601698,5.749918380672543,1695.1009174012431,0.002448579823702253,552.0,5.0,552.0,1146.6357266631505,Público Municipal
7473702,2015,,Público Municipal,Médio Porte,75,66,66,66,9,0,6885,0,28.58032378580324,0.0,353060.0,Mogi Das Cruzes,05 HOSPITAL GERAL,,1,2892.0,21.0,21.0,6885.0,1295405.9299999992,0.0,0.0,0.0,0.0,719,0,0.0,0.0,0.0,0.007261410788381743,0.007261410788381743,2.3807053941908713,447.9273616874133,0.0,2892.0,6885.0,1295405.9299999992,0.007261410788381743,0.007261410788381743,2.3807053941908713,447.9273616874133,0.0,142.0,3.0,142.0,162.31203597052416,Público Municipal
7573162,2015,,OSS,Médio Porte,70,60,60,60,10,0,8970,0,40.95890410958904,0.0,352590.0,Jundiai,05 HOSPITAL GERAL,,1,4350.0,54.0,54.0,8970.0,2274388.929999998,2.0,0.0,0.0,0.0,1023,0,0.0,0.0,0.0,0.012413793103448275,0.012413793103448275,2.0620689655172413,522.848029885057,0.0004597701149425287,4350.0,8970.0,2274388.929999998,0.012413793103448275,0.012413793103448275,2.0620689655172413,522.848029885057,0.0004597701149425287,246.0,3.0,246.0,306.15666013147273,OSS
7580770,2015,,Direta,HPP,48,36,42,36,6,0,6742,0,51.30898021308981,0.0,350900.0,Caieiras,05 HOSPITAL GERAL,,1,2573.0,1.0,0.0,6742.0,1261328.500000004,0.0,0.0,0.0,0.0,118,0,0.0,0.0,0.0,0.000388651379712398,0.0,2.620287602020987,490.2170617955709,0.0,2573.0,6742.0,1261328.500000004,0.000388651379712398,0.0,2.620287602020987,490.2170617955709,0.0,99.0,2.0,99.0,99.7579481806826,Direta
7711980,2015,,Público Municipal,Grande Porte,231,185,185,185,46,0,357,0,0.5286930766382821,0.0,355030.0,Sao Paulo,05 HOSPITAL GERAL,,1,92.0,1.0,1.0,357.0,47677.12,12.0,0.0,0.0,0.0,52,0,0.0,0.0,0.0,0.010869565217391304,0.010869565217391304,3.880434782608696,518.2295652173914,0.13043478260869565,92.0,357.0,47677.12,0.010869565217391304,0.010869565217391304,3.880434782608696,518.2295652173914,0.13043478260869565,404.0,4.0,404.0,490.50428966118943,Público Municipal
8028,2016,,Público Municipal,Grande Porte,187,171,159,159,28,12,58960,4237,101.59386577065564,96.7351598173516,353440.0,Osasco,05 HOSPITAL GERAL,,1,9618.0,869.0,869.0,58960.0,7163497.910000006,2.0,0.0,0.0,0.0,3404,0,0.0,0.0,0.0,0.09035142441255978,0.09035142441255978,6.130172593054689,744.8011967144943,0.0002079434393844874,9618.0,58960.0,7163497.910000006,0.09035142441255978,0.09035142441255978,6.130172593054689,744.8011967144943,0.0002079434393844874,346.0,4.0,346.0,935.1258526058637,Público Municipal
8036,2016,,Público Municipal,Grande Porte,172,167,155,155,17,12,35271,4183,62.34379142730888,95.50228310502284,353440.0,Osasco,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,7893.0,48.0,48.0,35271.0,6905839.360000024,0.0,0.0,0.0,0.0,595,0,0.0,0.0,0.0,0.006081337894336754,0.006081337894336754,4.468643101482326,874.9321373368838,0.0,7893.0,35271.0,6905839.360000024,0.006081337894336754,0.006081337894336754,4.468643101482326,874.9321373368838,0.0,260.0,4.0,260.0,289.79678870755924,Público Municipal
8052,2016,,Direta,Grande Porte,212,212,202,202,10,10,36727,3370,49.81283059812831,92.32876712328768,353440.0,Osasco,05 HOSPITAL GERAL,,1,3945.0,401.0,401.0,36727.0,4779694.869999994,360.0,0.0,0.0,0.0,2174,0,0.0,0.0,0.0,0.10164765525982256,0.10164765525982256,9.309759188846641,1211.5829835234458,0.09125475285171103,3945.0,36727.0,4779694.869999994,0.10164765525982256,0.10164765525982256,9.309759188846641,1211.5829835234458,0.09125475285171103,479.0,4.0,479.0,1396.550248728737,Direta
8923,2016,,Público Municipal,Grande Porte,246,246,206,206,40,40,72537,13322,96.4716052666578,91.24657534246576,354780.0,Santo Andre,05 HOSPITAL GERAL,,1,11234.0,697.0,697.0,72537.0,20350762.95999995,534.0,0.0,0.0,0.0,4988,0,0.0,0.0,0.0,0.06204379562043796,0.06204379562043796,6.456916503471604,1811.5331102011705,0.047534270963147586,11234.0,72537.0,20350762.95999995,0.06204379562043796,0.06204379562043796,6.456916503471604,1811.5331102011705,0.047534270963147586,565.0,5.0,565.0,1225.6079337586823,Público Municipal
9601,2016,,Filantrópico,Médio Porte,83,56,70,44,13,12,13719,3944,85.42341220423413,90.04566210045662,354990.0,Sao Jose Dos Campos,05 HOSPITAL GERAL,,1,2890.0,173.0,173.0,13719.0,12244503.230000028,1652.0,0.0,0.0,0.0,1359,0,0.0,0.0,0.0,0.05986159169550173,0.05986159169550173,4.747058823529412,4236.852328719733,0.5716262975778547,2890.0,13719.0,12244503.230000028,0.05986159169550173,0.05986159169550173,4.747058823529412,4236.852328719733,0.5716262975778547,141.0,3.0,141.0,300.0612356208685,Filantrópico
9628,2016,,Público Municipal,Grande Porte,360,360,308,308,52,52,116267,15700,103.42198896993418,82.7186512118019,354990.0,Sao Jose Dos Campos,05 HOSPITAL GERAL,,1,20139.0,1606.0,1604.0,116267.0,24277599.850000054,765.0,0.0,0.0,0.0,6575,0,0.0,0.0,0.0,0.07974576691990665,0.07964645712299519,5.773226078752669,1205.501755300663,0.03798599731863549,20139.0,116267.0,24277599.850000054,0.07974576691990665,0.07964645712299519,5.773226078752669,1205.501755300663,0.03798599731863549,713.0,5.0,713.0,1784.5048661199335,Público Municipal
2022621,2016,,Filantrópico,Grande Porte,227,134,185,109,42,25,25863,5901,65.00691215282141,64.66849315068494,350950.0,Campinas,05 HOSPITAL GERAL,,1,7966.0,27.0,27.0,25863.0,8786387.520000014,0.0,0.0,0.0,0.0,654,0,0.0,0.0,0.0,0.003389404971127291,0.003389404971127291,3.246673361787597,1102.986131056994,0.0,7966.0,25863.0,8786387.520000014,0.003389404971127291,0.003389404971127291,3.246673361787597,1102.986131056994,0.0,242.0,3.0,242.0,257.45737726743016,Filantrópico
2022648,2016,,Filantrópico,Médio Porte,94,30,65,29,29,1,6002,291,56.70288143599433,79.72602739726027,350950.0,Campinas,05 HOSPITAL GERAL,,1,719.0,89.0,89.0,6002.0,399640.2699999997,0.0,0.0,0.0,0.0,290,0,0.0,0.0,0.0,0.12378303198887343,0.12378303198887343,8.347705146036162,555.8279137691234,0.0,719.0,6002.0,399640.2699999997,0.12378303198887343,0.12378303198887343,8.347705146036162,555.8279137691234,0.0,156.0,3.0,156.0,519.9005344388055,Filantrópico
2023016,2016,,Filantrópico,Médio Porte,73,55,73,55,0,0,8238,0,41.03611457036114,0.0,350940.0,Cajuru,05 HOSPITAL GERAL,,1,2261.0,68.0,68.0,8238.0,934025.2100000014,0.0,0.0,0.0,0.0,1125,0,0.0,0.0,0.0,0.03007518796992481,0.03007518796992481,3.643520566121185,413.10270234409614,0.0,2261.0,8238.0,934025.2100000014,0.03007518796992481,0.03007518796992481,3.643520566121185,413.10270234409614,0.0,109.0,2.0,109.0,170.77771304775257,Filantrópico
2023474,2016,,Público Municipal,Médio Porte,78,78,78,78,0,0,9196,0,32.30066736916052,0.0,352470.0,Jaguariuna,05 HOSPITAL GERAL,,1,3068.0,98.0,98.0,9196.0,1670080.6599999997,0.0,0.0,0.0,0.0,1276,0,0.0,0.0,0.0,0.031942633637548894,0.031942633637548894,2.997392438070404,544.3548435462841,0.0,3068.0,9196.0,1670080.6599999997,0.031942633637548894,0.031942633637548894,2.997392438070404,544.3548435462841,0.0,227.0,3.0,227.0,363.64494066691714,Público Municipal
2023709,2016,,Filantrópico,Médio Porte,117,66,99,60,18,6,17071,1753,77.94977168949772,80.04566210045662,352340.0,Itatiba,05 HOSPITAL GERAL,,1,4419.0,235.0,235.0,17071.0,3579940.7699999926,0.0,0.0,0.0,0.0,1704,0,0.0,0.0,0.0,0.05317945236478842,0.05317945236478842,3.863091197103417,810.1246367956535,0.0,4419.0,17071.0,3579940.7699999926,0.05317945236478842,0.05317945236478842,3.863091197103417,810.1246367956535,0.0,203.0,3.0,203.0,406.44024838812373,Filantrópico
2024691,2016,,Filantrópico,Médio Porte,126,87,116,77,10,10,14963,2150,53.23963707525351,58.9041095890411,351340.0,Cruzeiro,05 HOSPITAL GERAL,,1,3072.0,290.0,290.0,14963.0,2533703.55,0.0,0.0,0.0,0.0,1236,0,0.0,0.0,0.0,0.09440104166666667,0.09440104166666667,4.870768229166667,824.773291015625,0.0,3072.0,14963.0,2533703.55,0.09440104166666667,0.09440104166666667,4.870768229166667,824.773291015625,0.0,217.0,3.0,217.0,603.041059763418,Filantrópico
2024756,2016,,Filantrópico,Médio Porte,70,66,65,61,5,5,11791,1325,52.95755670334606,72.6027397260274,350850.0,Cacapava,05 HOSPITAL GERAL,,1,2932.0,270.0,270.0,11791.0,2261498.179999996,8.0,0.0,0.0,0.0,1337,0,0.0,0.0,0.0,0.09208731241473397,0.09208731241473397,4.021487039563438,771.3158867667107,0.002728512960436562,2932.0,11791.0,2261498.179999996,0.09208731241473397,0.09208731241473397,4.021487039563438,771.3158867667107,0.002728512960436562,183.0,3.0,183.0,500.57614070670473,Filantrópico
2025361,2016,,Público Municipal,Médio Porte,138,138,119,119,19,19,34410,6963,79.221825716588,100.40374909877433,354870.0,Sao Bernardo Do Campo,05 HOSPITAL GERAL,,1,7604.0,490.0,490.0,34410.0,11826852.109999985,778.0,0.0,0.0,0.0,3235,0,0.0,0.0,0.0,0.06443976854287217,0.06443976854287217,4.525249868490269,1555.3461480799558,0.10231457127827459,7604.0,34410.0,11826852.109999985,0.06443976854287217,0.06443976854287217,4.525249868490269,1555.3461480799558,0.10231457127827459,150.0,3.0,150.0,332.1554667926783,Público Municipal
2025477,2016,,Filantrópico,Médio Porte,81,52,74,49,7,3,8946,1088,50.019569471624266,99.3607305936073,352430.0,Jaboticabal,05 HOSPITAL GERAL,,1,2650.0,154.0,154.0,8946.0,1905363.7500000035,1.0,0.0,0.0,0.0,1240,0,0.0,0.0,0.0,0.05811320754716981,0.05811320754716981,3.3758490566037738,719.0051886792467,0.0003773584905660377,2650.0,8946.0,1905363.7500000035,0.05811320754716981,0.05811320754716981,3.3758490566037738,719.0051886792467,0.0003773584905660377,135.0,3.0,135.0,282.844643428206,Filantrópico
