cnes,ano,nome_fantasia,class_assistencial,porte_hospital,total_leitos,total_leitos_sus,leitos_internacao,leitos_sus,uti_total,uti_sus,diarias_internacao,diarias_uti,ocupacao_internacao,ocupacao_uti,cod_ibge,municipio,tipo_hospital,especializacao,n_linhas_resumo,qtde,qtde_obito_all,qtde_obito_sem_excl,dias_perm,valor,qtde_alta_complex,qtde_covid,dias_covid,valor_covid,n_linhas_prod,n_linhas_covid
2078562,2018,,OSS,Grande Porte,244,244,224,224,20,20,88679,5962,108.4625733855186,81.67123287671232,352310,Itaquaquecetuba,05 HOSPITAL GERAL,N/A,1,14427.0,740.0,740.0,88679.0,12580157.170000026,0.0,0.0,0.0,0.0,4402,0
2078775,2018,,Filantrópico,Grande Porte,332,277,291,244,41,33,80020,11039,89.84953963620032,91.64798671647986,350280,Aracatuba,05 HOSPITAL GERAL,N/A,1,12505.0,1196.0,1196.0,80020.0,28173048.71000004,2226.0,0.0,0.0,0.0,4828,0
2078813,2018,,Filantrópico,HPP,16,10,16,10,0,0,512,0,14.027397260273972,0.0,355220,Sorocaba,07 HOSPITAL ESPECIALIZADO,N/A,1,1279.0,1.0,1.0,512.0,1794023.1199999994,423.0,0.0,0.0,0.0,352,0
2078848,2018,,Filantrópico,Médio Porte,89,53,80,46,9,7,12693,2104,75.59857057772484,82.34833659491194,350190,Amparo,05 HOSPITAL GERAL,N/A,1,3428.0,330.0,330.0,12693.0,3027651.2400000044,0.0,0.0,0.0,0.0,1382,0
2078902,2018,,Filantrópico,HPP,35,27,35,27,0,0,4694,0,47.63064434297311,0.0,353790,Pilar Do Sul,05 HOSPITAL GERAL,N/A,1,1285.0,77.0,77.0,4694.0,506374.28999999934,0.0,0.0,0.0,0.0,574,0
2078937,2018,,Filantrópico,HPP,22,20,22,20,0,0,375,0,5.136986301369863,0.0,350260,Aparecida D'Oeste,05 HOSPITAL GERAL,N/A,1,113.0,0.0,0.0,375.0,48829.389999999956,0.0,0.0,0.0,0.0,95,0
2079011,2018,,Público Municipal,HPP,41,41,41,41,0,0,5465,0,36.51854326762446,0.0,351500,Embu Das Artes,05 HOSPITAL GERAL,N/A,1,1173.0,141.0,141.0,5465.0,534597.7099999998,0.0,0.0,0.0,0.0,502,0
2079097,2018,,Filantrópico,Médio Porte,58,48,58,48,0,0,6938,0,39.60045662100457,0.0,351020,Capao Bonito,05 HOSPITAL GERAL,N/A,1,2758.0,164.0,164.0,6938.0,1295467.1200000013,0.0,0.0,0.0,0.0,936,0
2079119,2018,,OSS,HPP,49,49,49,49,0,0,10838,0,60.59826670394185,0.0,354340,Ribeirao Preto,07 HOSPITAL ESPECIALIZADO,-,1,4901.0,1.0,0.0,10838.0,2608455.7800000003,0.0,0.0,0.0,0.0,400,0
2079135,2018,,Filantrópico,Médio Porte,118,100,109,92,9,8,21715,2614,64.66646813579511,89.52054794520548,355400,Tatui,05 HOSPITAL GERAL,N/A,1,5192.0,305.0,305.0,21715.0,4168704.100000007,6.0,0.0,0.0,0.0,1590,0
2079178,2018,,Público Municipal,HPP,8,8,8,8,0,0,749,0,25.65068493150685,0.0,354530,Salto De Pirapora,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,375.0,0.0,0.0,749.0,189248.69999999998,0.0,0.0,0.0,0.0,35,0
2079186,2018,,Público Municipal,Grande Porte,183,183,146,146,37,37,54611,10359,102.47888909739163,76.70492410218438,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,-,1,12342.0,87.0,87.0,54611.0,14304265.650000015,3.0,0.0,0.0,0.0,647,0
2079194,2018,,Direta,Médio Porte,93,93,93,93,0,0,12680,0,37.35454411548093,0.0,350170,Americo Brasiliense,05 HOSPITAL GERAL,N/A,1,496.0,6.0,6.0,12680.0,1034460.7,0.0,0.0,0.0,0.0,62,0
2079208,2018,,Filantrópico,Médio Porte,77,55,77,55,0,0,19354,0,96.40846824408469,0.0,353080,Mogi Mirim,05 HOSPITAL GERAL,N/A,1,642.0,0.0,0.0,19354.0,1366374.1099999999,0.0,0.0,0.0,0.0,26,0
2079216,2018,,Filantrópico,HPP,31,30,31,30,0,0,1408,0,12.858447488584474,0.0,351100,Castilho,05 HOSPITAL GERAL,N/A,1,467.0,35.0,35.0,1408.0,151958.8899999997,0.0,0.0,0.0,0.0,265,0
2079224,2018,,Público Municipal,HPP,30,25,30,25,0,0,446,0,4.887671232876713,0.0,352290,Itapui,05 HOSPITAL GERAL,N/A,1,189.0,9.0,9.0,446.0,132594.81999999998,73.0,0.0,0.0,0.0,110,0
2079232,2018,,Filantrópico,Médio Porte,143,92,134,84,9,8,21145,2742,68.96607958251793,93.9041095890411,354580,Santa Barbara D'Oeste,05 HOSPITAL GERAL,N/A,1,5478.0,291.0,290.0,21145.0,5328521.700000007,465.0,0.0,0.0,0.0,1854,0
2079240,2018,,Direta,Grande Porte,241,240,223,222,18,18,65160,3788,80.41466123657905,57.656012176560125,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,9656.0,664.0,663.0,65160.0,7428394.590000011,1.0,0.0,0.0,0.0,2490,0
2079275,2018,,Privado,Grande Porte,163,9,131,5,32,4,0,4,0.0,0.273972602739726,354340,Ribeirao Preto,05 HOSPITAL GERAL,N/A,1,4.0,0.0,0.0,0.0,7694.52,4.0,0.0,0.0,0.0,4,0
2079283,2018,,Filantrópico,HPP,36,35,36,35,0,0,2539,0,19.874755381604697,0.0,353540,Panorama,05 HOSPITAL GERAL,N/A,1,738.0,21.0,21.0,2539.0,300264.18,0.0,0.0,0.0,0.0,355,0
2079291,2018,,Filantrópico,HPP,20,10,20,10,0,0,1918,0,52.54794520547945,0.0,353520,Palmeira D'Oeste,05 HOSPITAL GERAL,N/A,1,707.0,11.0,11.0,1918.0,245112.27999999997,0.0,0.0,0.0,0.0,353,0
2079313,2018,,Filantrópico,HPP,15,10,15,10,0,0,2051,0,56.19178082191781,0.0,350840,Cabreuva,05 HOSPITAL GERAL,N/A,1,750.0,25.0,25.0,2051.0,380011.7499999995,0.0,0.0,0.0,0.0,226,0
2079321,2018,,Filantrópico,Médio Porte,80,55,72,50,8,5,11046,1304,60.52602739726027,71.45205479452055,355220,Sorocaba,07 HOSPITAL ESPECIALIZADO,004 ONCOLOGIA,1,2223.0,24.0,24.0,11046.0,1979678.8500000008,181.0,0.0,0.0,0.0,469,0
2079348,2018,,Filantrópico,Médio Porte,60,42,60,42,0,0,4946,0,32.263535551206786,0.0,352010,Igarapava,05 HOSPITAL GERAL,N/A,1,1356.0,43.0,43.0,4946.0,642679.9099999993,0.0,0.0,0.0,0.0,775,0
2079356,2018,,Filantrópico,Médio Porte,72,30,72,30,0,0,9120,0,83.28767123287672,0.0,355340,Tanabi,05 HOSPITAL GERAL,N/A,1,1314.0,17.0,17.0,9120.0,754316.8200000001,0.0,0.0,0.0,0.0,461,0
2079364,2018,,Filantrópico,Médio Porte,55,42,55,42,0,0,2918,0,19.03457273320287,0.0,355150,Serrana,05 HOSPITAL GERAL,N/A,1,930.0,28.0,28.0,2918.0,385057.3900000003,0.0,0.0,0.0,0.0,426,0
2079380,2018,,Filantrópico,HPP,19,17,19,17,0,0,510,0,8.219178082191782,0.0,354500,Salesopolis,05 HOSPITAL GERAL,N/A,1,121.0,7.0,7.0,510.0,49967.13999999998,0.0,0.0,0.0,0.0,83,0
2079399,2018,,Filantrópico,HPP,35,22,35,22,0,0,1960,0,24.408468244084684,0.0,355270,Tabatinga,05 HOSPITAL GERAL,N/A,1,589.0,18.0,18.0,1960.0,273818.60999999987,0.0,0.0,0.0,0.0,325,0
2079402,2018,,Filantrópico,HPP,13,11,13,11,0,0,459,0,11.432129514321295,0.0,350670,Boa Esperanca Do Sul,05 HOSPITAL GERAL,N/A,1,64.0,4.0,4.0,459.0,18155.370000000003,0.0,0.0,0.0,0.0,51,0
2079410,2018,,Direta,Médio Porte,145,145,135,135,10,10,35474,2238,71.99188229325216,61.31506849315068,351880,Guarulhos,05 HOSPITAL GERAL,N/A,1,5344.0,469.0,469.0,35474.0,4352882.720000015,650.0,0.0,0.0,0.0,2393,0
2079429,2018,,Filantrópico,HPP,40,35,40,35,0,0,3448,0,26.990215264187867,0.0,354530,Salto De Pirapora,05 HOSPITAL GERAL,N/A,1,1217.0,64.0,64.0,3448.0,563635.0500000002,0.0,0.0,0.0,0.0,621,0
2079437,2018,,Filantrópico,HPP,26,22,26,22,0,0,2850,0,35.491905354919055,0.0,352880,Maracai,05 HOSPITAL GERAL,N/A,1,599.0,23.0,23.0,2850.0,255079.84999999992,0.0,0.0,0.0,0.0,366,0
2079461,2018,,Filantrópico,HPP,36,22,36,22,0,0,3010,0,37.484433374844336,0.0,350810,Buritama,05 HOSPITAL GERAL,N/A,1,1059.0,46.0,46.0,3010.0,462212.99999999977,0.0,0.0,0.0,0.0,549,0
2079496,2018,,Filantrópico,HPP,15,13,15,13,0,0,2254,0,47.50263435194942,0.0,351310,Cravinhos,05 HOSPITAL GERAL,N/A,1,347.0,33.0,33.0,2254.0,136067.36000000002,0.0,0.0,0.0,0.0,198,0
2079518,2018,,Filantrópico,HPP,40,25,40,25,0,0,3989,0,43.71506849315068,0.0,351360,Cunha,05 HOSPITAL GERAL,N/A,1,1499.0,65.0,65.0,3989.0,756189.8900000004,0.0,0.0,0.0,0.0,752,0
2079550,2018,,Filantrópico,HPP,24,7,24,7,0,0,953,0,37.29941291585127,0.0,354560,Santa Adelia,05 HOSPITAL GERAL,N/A,1,246.0,6.0,6.0,953.0,90096.31999999992,0.0,0.0,0.0,0.0,154,0
2079593,2018,,Filantrópico,Médio Porte,87,68,87,68,0,0,14150,0,57.01047542304593,0.0,354260,Registro,05 HOSPITAL GERAL,N/A,1,4655.0,193.0,193.0,14150.0,2144612.1200000024,0.0,0.0,0.0,0.0,1527,0
2079615,2018,,Público Municipal,Médio Porte,63,63,63,63,0,0,7657,0,33.29854316155686,0.0,351970,Ibiuna,05 HOSPITAL GERAL,N/A,1,1958.0,73.0,73.0,7657.0,1112099.8900000018,0.0,0.0,0.0,0.0,460,0
2079682,2018,,Filantrópico,HPP,21,10,21,10,0,0,489,0,13.397260273972602,0.0,353250,Neves Paulista,05 HOSPITAL GERAL,N/A,1,144.0,4.0,4.0,489.0,50950.68999999999,0.0,0.0,0.0,0.0,98,0
2079690,2018,,Filantrópico,HPP,26,11,26,11,0,0,539,0,13.424657534246576,0.0,355000,Sao Luis Do Paraitinga,05 HOSPITAL GERAL,N/A,1,133.0,7.0,7.0,539.0,56147.26999999999,0.0,0.0,0.0,0.0,90,0
2079704,2018,,Filantrópico,Médio Porte,70,63,70,63,0,0,6213,0,27.018917155903456,0.0,355210,Socorro,05 HOSPITAL GERAL,N/A,1,2374.0,128.0,128.0,6213.0,1040120.7199999974,0.0,0.0,0.0,0.0,1109,0
2079720,2018,,OSS,Grande Porte,248,248,211,211,37,37,41510,7482,53.89859118353567,55.40170307293595,354850,Santos,05 HOSPITAL GERAL,N/A,1,5826.0,357.0,357.0,41510.0,7593493.8499999875,281.0,0.0,0.0,0.0,1878,0
2079763,2018,,Filantrópico,HPP,46,46,46,46,0,0,11865,0,70.66706372840977,0.0,350320,Araraquara,07 HOSPITAL ESPECIALIZADO,-,1,625.0,1.0,1.0,11865.0,772433.7899999995,0.0,0.0,0.0,0.0,129,0
2079798,2018,,Direta,Especial,613,613,529,529,84,84,181937,25845,94.22637698422974,84.29549902152642,350950,Campinas,05 HOSPITAL GERAL,N/A,1,27972.0,1246.0,1246.0,181937.0,77562453.50999989,5351.0,0.0,0.0,0.0,9312,0
2079828,2018,,OSS,Grande Porte,317,303,292,278,25,25,87182,7630,85.91899083472947,83.61643835616438,355280,Taboao Da Serra,05 HOSPITAL GERAL,N/A,1,18379.0,692.0,690.0,87182.0,27242055.59000005,3370.0,0.0,0.0,0.0,4941,0
2079836,2018,,Filantrópico,Médio Porte,85,50,76,46,9,4,10589,1450,63.06730196545563,99.31506849315069,352270,Itapolis,05 HOSPITAL GERAL,N/A,1,3023.0,192.0,192.0,10589.0,2081423.5999999961,1.0,0.0,0.0,0.0,1406,0
2079852,2018,,Filantrópico,HPP,37,29,37,29,0,0,1266,0,11.960321209258385,0.0,353860,Piracaia,05 HOSPITAL GERAL,N/A,1,287.0,26.0,26.0,1266.0,113203.69999999998,0.0,0.0,0.0,0.0,182,0
2079860,2018,,Filantrópico,Médio Porte,107,94,89,76,18,18,22276,5184,80.30281182408075,78.9041095890411,355250,Suzano,05 HOSPITAL GERAL,N/A,1,5017.0,218.0,217.0,22276.0,5893061.910000001,0.0,0.0,0.0,0.0,1152,0
2079879,2018,,Filantrópico,HPP,49,31,49,31,0,0,6480,0,57.26911179849757,0.0,355380,Taquarituba,05 HOSPITAL GERAL,N/A,1,2252.0,62.0,62.0,6480.0,869206.0499999997,0.0,0.0,0.0,0.0,1055,0
2079895,2018,,Filantrópico,Médio Porte,142,89,127,76,15,13,21206,3310,76.44556596971881,69.75763962065332,352480,Jales,05 HOSPITAL GERAL,N/A,1,5280.0,330.0,330.0,21206.0,5101260.060000004,14.0,0.0,0.0,0.0,2075,0
2079909,2018,,Filantrópico,HPP,41,9,41,9,0,0,1118,0,34.03348554033486,0.0,353900,Pirangi,05 HOSPITAL GERAL,N/A,1,510.0,10.0,10.0,1118.0,183768.28999999972,0.0,0.0,0.0,0.0,292,0
2079917,2018,,Filantrópico,HPP,38,27,34,27,4,0,5286,0,53.63774733637747,0.0,352730,Louveira,05 HOSPITAL GERAL,N/A,1,1925.0,53.0,53.0,5286.0,1195703.6799999992,60.0,0.0,0.0,0.0,849,0
2079925,2018,,Filantrópico,Médio Porte,51,39,51,39,0,0,8588,0,60.33017211099403,0.0,354060,Porto Feliz,05 HOSPITAL GERAL,N/A,1,2919.0,156.0,156.0,8588.0,1720663.369999999,60.0,0.0,0.0,0.0,1095,0
2079968,2018,,Filantrópico,HPP,26,24,26,24,0,0,747,0,8.527397260273972,0.0,355580,Urania,05 HOSPITAL GERAL,N/A,1,259.0,2.0,2.0,747.0,90702.17999999983,0.0,0.0,0.0,0.0,145,0
2079976,2018,,Filantrópico,HPP,46,28,46,28,0,0,4361,0,42.67123287671233,0.0,352640,Laranjal Paulista,05 HOSPITAL GERAL,N/A,1,1550.0,47.0,47.0,4361.0,711841.9899999996,0.0,0.0,0.0,0.0,629,0
2080028,2018,,Público Municipal,Grande Porte,214,196,193,175,21,21,54849,4068,85.8692759295499,53.07240704500978,351380,Diadema,05 HOSPITAL GERAL,N/A,1,8189.0,457.0,457.0,54849.0,6129401.40000002,14.0,0.0,0.0,0.0,2601,0
2080044,2018,,Filantrópico,Médio Porte,123,76,115,68,8,8,10830,1792,43.63416599516519,61.36986301369863,354940,Sao Joaquim Da Barra,05 HOSPITAL GERAL,N/A,1,3004.0,175.0,175.0,10830.0,2611106.2500000047,0.0,0.0,0.0,0.0,1554,0
2080052,2018,,Filantrópico,Grande Porte,178,164,161,147,17,17,54600,5955,101.76125244618396,95.9709911361805,353060,Mogi Das Cruzes,05 HOSPITAL GERAL,N/A,1,12957.0,279.0,279.0,54600.0,12474360.58999996,915.0,0.0,0.0,0.0,2140,0
2080079,2018,,Direta,Grande Porte,260,233,223,206,37,27,57231,3649,76.11517489027796,37.02688990360223,351570,Ferraz De Vasconcelos,05 HOSPITAL GERAL,N/A,1,9844.0,673.0,672.0,57231.0,6130342.040000012,1.0,0.0,0.0,0.0,3173,0
2080087,2018,,Filantrópico,Médio Porte,55,33,55,33,0,0,6377,0,52.9431299294313,0.0,355450,Tiete,05 HOSPITAL GERAL,N/A,1,2195.0,74.0,74.0,6377.0,926911.9700000002,0.0,0.0,0.0,0.0,793,0
2080095,2018,,Filantrópico,Médio Porte,53,22,53,22,0,0,2811,0,35.00622665006227,0.0,352570,Jose Bonifacio,05 HOSPITAL GERAL,N/A,1,1244.0,26.0,26.0,2811.0,428176.2000000001,0.0,0.0,0.0,0.0,508,0
2080109,2018,,Filantrópico,HPP,18,8,18,8,0,0,413,0,14.143835616438356,0.0,354040,Populina,05 HOSPITAL GERAL,N/A,1,146.0,3.0,3.0,413.0,53683.69000000001,0.0,0.0,0.0,0.0,119,0
2080117,2018,,Filantrópico,Grande Porte,300,230,300,230,0,0,76501,0,91.12686122692078,0.0,351620,Franca,07 HOSPITAL ESPECIALIZADO,-,1,3278.0,6.0,6.0,76501.0,3668874.710000001,0.0,0.0,0.0,0.0,235,0
2080125,2018,,Filantrópico,Médio Porte,73,73,68,68,5,5,18255,1608,73.54955680902498,88.10958904109589,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,004 ONCOLOGIA,1,3864.0,716.0,716.0,18255.0,7948023.060000015,1332.0,0.0,0.0,0.0,1383,0
2080192,2018,,Direta,Médio Porte,118,118,118,118,0,0,18624,0,43.24123519851405,0.0,352390,Itu,07 HOSPITAL ESPECIALIZADO,-,1,614.0,2.0,2.0,18624.0,1253800.1500000004,0.0,0.0,0.0,0.0,59,0
2080222,2018,,Filantrópico,Médio Porte,62,62,62,62,0,0,16716,0,73.86654882898807,0.0,350870,Caconde,05 HOSPITAL GERAL,N/A,1,1571.0,43.0,43.0,16716.0,1434339.6300000036,0.0,0.0,0.0,0.0,687,0
2080273,2018,,OSS,Grande Porte,310,284,244,218,66,66,73681,13085,92.59896946085208,54.31714404317144,354780,Santo Andre,05 HOSPITAL GERAL,N/A,1,12837.0,848.0,848.0,73681.0,28318188.930000026,3813.0,0.0,0.0,0.0,4570,0
2080281,2018,,Filantrópico,Médio Porte,58,58,58,58,0,0,2991,0,14.128483703353803,0.0,351900,Herculandia,05 HOSPITAL GERAL,N/A,1,894.0,17.0,17.0,2991.0,699893.5999999997,110.0,0.0,0.0,0.0,301,0
2080338,2018,,OSS,Grande Porte,287,287,251,251,36,36,104205,10253,113.74229110953446,78.0289193302892,351880,Guarulhos,05 HOSPITAL GERAL,N/A,1,18613.0,1443.0,1442.0,104205.0,18461747.559999924,525.0,0.0,0.0,0.0,5103,0
2080346,2018,,Público Municipal,Grande Porte,395,384,348,348,47,36,118768,10413,93.50338529365455,79.24657534246575,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,11307.0,923.0,923.0,118768.0,15985133.32999996,404.0,0.0,0.0,0.0,5691,0
2080354,2018,,Filantrópico,Grande Porte,191,104,173,95,18,9,14975,1895,43.186733958183126,57.68645357686454,354850,Santos,07 HOSPITAL ESPECIALIZADO,-,1,2207.0,280.0,280.0,14975.0,2900838.9800000056,192.0,0.0,0.0,0.0,955,0
2080362,2018,,Filantrópico,HPP,36,4,36,4,0,0,943,0,64.58904109589041,0.0,352070,Indiapora,05 HOSPITAL GERAL,N/A,1,309.0,10.0,10.0,943.0,115178.31999999988,0.0,0.0,0.0,0.0,236,0
2080370,2018,,Filantrópico,HPP,49,39,49,39,0,0,2287,0,16.066034422198804,0.0,353890,Pirajui,05 HOSPITAL GERAL,N/A,1,638.0,81.0,81.0,2287.0,216399.4499999997,0.0,0.0,0.0,0.0,307,0
2080400,2018,,Filantrópico,Grande Porte,155,102,139,93,16,9,31013,3311,91.36249815878627,100.79147640791476,354340,Ribeirao Preto,05 HOSPITAL GERAL,N/A,1,8871.0,558.0,558.0,31013.0,12050351.780000018,781.0,0.0,0.0,0.0,3596,0
2080427,2018,,Público Municipal,Médio Porte,73,73,63,63,10,10,21083,2415,91.68514894542292,66.16438356164383,351880,Guarulhos,07 HOSPITAL ESPECIALIZADO,001 PEDIATRIA,1,4065.0,39.0,39.0,21083.0,3054348.350000004,36.0,0.0,0.0,0.0,728,0
2080443,2018,,Filantrópico,HPP,37,33,37,33,0,0,3920,0,32.54462432544624,0.0,355010,Sao Manuel,05 HOSPITAL GERAL,N/A,1,1199.0,94.0,94.0,3920.0,496484.2099999997,0.0,0.0,0.0,0.0,454,0
2080451,2018,,Filantrópico,HPP,49,39,49,39,0,0,794,0,5.577801194239551,0.0,352130,Ipua,05 HOSPITAL GERAL,N/A,1,258.0,4.0,4.0,794.0,109585.42999999995,0.0,0.0,0.0,0.0,150,0
2080478,2018,,Filantrópico,Médio Porte,82,59,82,59,0,0,1620,0,7.5226375667518,0.0,353700,Pedregulho,05 HOSPITAL GERAL,N/A,1,748.0,9.0,9.0,1620.0,343402.0599999998,0.0,0.0,0.0,0.0,422,0
2080508,2018,,Filantrópico,HPP,20,18,20,18,0,0,1586,0,24.140030441400306,0.0,350130,Alvares Machado,05 HOSPITAL GERAL,N/A,1,348.0,24.0,24.0,1586.0,143924.49,0.0,0.0,0.0,0.0,231,0
2080524,2018,,Filantrópico,HPP,16,13,16,13,0,0,1064,0,22.423603793466807,0.0,354240,Regente Feijo,05 HOSPITAL GERAL,N/A,1,456.0,20.0,20.0,1064.0,131019.22999999976,0.0,0.0,0.0,0.0,272,0
2080532,2018,,Filantrópico,Grande Porte,187,79,161,68,26,11,24682,2981,99.44399677679291,74.24657534246575,354140,Presidente Prudente,05 HOSPITAL GERAL,N/A,1,4660.0,421.0,421.0,24682.0,12118149.709999977,1275.0,0.0,0.0,0.0,2166,0
2080575,2018,,Filantrópico,Especial,1079,297,871,187,208,110,30735,8929,45.029668156179035,22.239103362391035,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,3556.0,139.0,139.0,30735.0,27282263.139999982,2407.0,0.0,0.0,0.0,1477,0
2080583,2018,,Público Municipal,Grande Porte,172,172,160,160,12,12,49317,2332,84.44691780821918,53.242009132420094,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,7425.0,337.0,336.0,49317.0,6064763.760000018,0.0,0.0,0.0,0.0,1401,0
2080605,2018,,Filantrópico,HPP,20,13,20,13,0,0,316,0,6.659641728134879,0.0,355470,Torrinha,05 HOSPITAL GERAL,N/A,1,122.0,13.0,13.0,316.0,48182.289999999986,0.0,0.0,0.0,0.0,85,0
2080621,2018,,Filantrópico,HPP,42,36,42,36,0,0,1613,0,12.275494672754947,0.0,354000,Pompeia,05 HOSPITAL GERAL,N/A,1,546.0,31.0,31.0,1613.0,201240.91999999993,0.0,0.0,0.0,0.0,351,0
2080664,2018,,Filantrópico,Médio Porte,150,132,126,110,24,22,25107,4684,62.53300124533001,58.33125778331258,355500,Tupa,05 HOSPITAL GERAL,N/A,1,6417.0,337.0,337.0,25107.0,5754728.890000026,124.0,0.0,0.0,0.0,2326,0
2080680,2018,,OSS,Grande Porte,292,282,263,263,29,19,100321,5780,104.50648471274546,83.34534967555877,353060,Mogi Das Cruzes,05 HOSPITAL GERAL,N/A,1,16984.0,1869.0,1869.0,100321.0,22679141.14999995,2022.0,0.0,0.0,0.0,5448,0
2080737,2018,,Filantrópico,HPP,45,27,45,27,0,0,974,0,9.883307965499746,0.0,351660,Galia,05 HOSPITAL GERAL,N/A,1,61.0,11.0,11.0,974.0,38244.15999999999,0.0,0.0,0.0,0.0,53,0
2080745,2018,,Filantrópico,HPP,35,25,35,25,0,0,3228,0,35.37534246575343,0.0,354630,Santa Cruz Das Palmeiras,05 HOSPITAL GERAL,N/A,1,1530.0,54.0,54.0,3228.0,644990.2599999994,0.0,0.0,0.0,0.0,805,0
2080788,2018,,Público Municipal,HPP,44,44,44,44,0,0,14174,0,88.25653798256538,0.0,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,2684.0,289.0,289.0,14174.0,1610238.21,0.0,0.0,0.0,0.0,1037,0
2080826,2018,,Filantrópico,HPP,30,20,30,20,0,0,1631,0,22.34246575342466,0.0,352190,Itajobi,05 HOSPITAL GERAL,N/A,1,422.0,26.0,26.0,1631.0,170112.42999999988,0.0,0.0,0.0,0.0,198,0
2080842,2018,,Filantrópico,HPP,30,25,30,25,0,0,4957,0,54.323287671232876,0.0,351000,Candido Mota,05 HOSPITAL GERAL,N/A,1,1274.0,65.0,65.0,4957.0,566463.0899999995,0.0,0.0,0.0,0.0,723,0
2080869,2018,,Filantrópico,HPP,24,18,24,18,0,0,181,0,2.7549467275494672,0.0,353660,Paulo De Faria,05 HOSPITAL GERAL,N/A,1,46.0,0.0,0.0,181.0,21602.979999999996,0.0,0.0,0.0,0.0,37,0
2080907,2018,,Filantrópico,HPP,37,32,37,32,0,0,1247,0,10.676369863013699,0.0,353490,Pacaembu,05 HOSPITAL GERAL,N/A,1,393.0,15.0,15.0,1247.0,64494.63,0.0,0.0,0.0,0.0,218,0
2080915,2018,,Filantrópico,HPP,36,36,36,36,0,0,161,0,1.2252663622526636,0.0,350640,Bilac,05 HOSPITAL GERAL,N/A,1,60.0,1.0,1.0,161.0,23453.95,0.0,0.0,0.0,0.0,51,0
2080923,2018,,Filantrópico,Médio Porte,143,86,136,81,7,5,16588,1636,56.10688313884661,89.64383561643835,354970,Sao Jose Do Rio Pardo,05 HOSPITAL GERAL,N/A,1,4842.0,248.0,248.0,16588.0,4004353.4600000186,112.0,0.0,0.0,0.0,1909,0
2080931,2018,,Filantrópico,Grande Porte,299,186,269,161,30,25,53410,8231,90.88743299583085,90.2027397260274,354890,Sao Carlos,05 HOSPITAL GERAL,N/A,1,12558.0,715.0,715.0,53410.0,18272038.5699999,1375.0,0.0,0.0,0.0,5063,0
2080958,2018,,Filantrópico,Médio Porte,54,36,54,36,0,0,4701,0,35.77625570776256,0.0,353530,Palmital,05 HOSPITAL GERAL,N/A,1,1319.0,77.0,77.0,4701.0,565884.1199999994,3.0,0.0,0.0,0.0,734,0
2080966,2018,,Filantrópico,HPP,50,45,50,45,0,0,1171,0,7.12937595129376,0.0,351520,Estrela D'Oeste,05 HOSPITAL GERAL,N/A,1,345.0,14.0,14.0,1171.0,148035.1899999998,0.0,0.0,0.0,0.0,202,0
2080982,2018,,Filantrópico,HPP,30,20,30,20,0,0,1453,0,19.904109589041095,0.0,351190,Clementina,05 HOSPITAL GERAL,N/A,1,316.0,13.0,13.0,1453.0,111841.92999999982,0.0,0.0,0.0,0.0,185,0
2080990,2018,,Filantrópico,Grande Porte,170,147,170,147,0,0,48540,0,90.46687168017893,0.0,352900,Marilia,07 HOSPITAL ESPECIALIZADO,-,1,2005.0,1.0,1.0,48540.0,2242115.300000001,0.0,0.0,0.0,0.0,159,0
2081059,2018,,Público Municipal,Médio Porte,91,89,85,85,6,4,24893,1372,80.23529411764706,93.97260273972603,353650,Paulinia,05 HOSPITAL GERAL,N/A,1,5325.0,227.0,227.0,24893.0,3638287.95,37.0,0.0,0.0,0.0,2188,0
2081083,2018,,OSS,Médio Porte,114,77,103,67,11,10,14535,1845,59.43569822122265,50.54794520547945,350400,Assis,05 HOSPITAL GERAL,N/A,1,4885.0,147.0,147.0,14535.0,4411198.490000017,10.0,0.0,0.0,0.0,1781,0
2081091,2018,,Público Municipal,Médio Porte,88,87,83,83,5,4,15720,1465,51.88975078395775,100.34246575342466,352260,Itapira,05 HOSPITAL GERAL,N/A,1,4243.0,323.0,323.0,15720.0,3206258.8500000075,12.0,0.0,0.0,0.0,2218,0
2081105,2018,,Filantrópico,Médio Porte,55,31,55,31,0,0,2604,0,23.013698630136986,0.0,355630,Valparaiso,05 HOSPITAL GERAL,N/A,1,1080.0,36.0,36.0,2604.0,440962.8699999998,0.0,0.0,0.0,0.0,547,0
2081113,2018,,Privado,Médio Porte,61,6,57,6,4,0,183,0,8.356164383561644,0.0,354390,Rio Claro,05 HOSPITAL GERAL,N/A,1,211.0,0.0,0.0,183.0,231190.18,0.0,0.0,0.0,0.0,75,0
2081164,2018,,Filantrópico,Médio Porte,101,79,78,64,23,15,24305,4517,104.04537671232876,82.50228310502283,354340,Ribeirao Preto,05 HOSPITAL GERAL,N/A,1,3734.0,343.0,343.0,24305.0,4703472.260000024,0.0,0.0,0.0,0.0,1286,0
