cnes,ano,nome_fantasia,class_assistencial,porte_hospital,total_leitos,total_leitos_sus,leitos_internacao,leitos_sus,uti_total,uti_sus,diarias_internacao,diarias_uti,ocupacao_internacao,ocupacao_uti,cod_ibge,municipio,tipo_hospital,especializacao,n_linhas_resumo,qtde,qtde_obito_all,qtde_obito_sem_excl,dias_perm,valor,qtde_alta_complex,qtde_covid,dias_covid,valor_covid,n_linhas_prod,n_linhas_covid
2082187,2019,,Filantrópico,Especial,825,789,735,699,90,90,229293,28163,89.87124463519314,85.73211567732116,354340,Ribeirao Preto,05 HOSPITAL GERAL,N/A,1,40003.0,1340.0,1340.0,229293.0,103709462.87999977,9124.0,0.0,0.0,0.0,12539,0
2082195,2019,,Filantrópico,HPP,37,7,37,7,0,0,596,0,23.326810176125246,0.0,350190,Amparo,05 HOSPITAL GERAL,N/A,1,198.0,13.0,13.0,596.0,74638.8,0.0,0.0,0.0,0.0,144,0
2082209,2019,,Público Municipal,Médio Porte,91,91,91,91,0,0,25957,0,78.1484269155502,0.0,350570,Barueri,21 PRONTO SOCORRO ESPECIALIZADO,-,1,8480.0,355.0,355.0,25957.0,3835439.1500000004,0.0,0.0,0.0,0.0,1608,0
2082225,2019,,Direta,Grande Porte,243,210,207,191,36,19,58358,2917,83.70938822348131,42.0620043258832,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,11237.0,751.0,750.0,58358.0,6577285.69000003,6.0,0.0,0.0,0.0,2682,0
2082276,2019,,Filantrópico,Especial,600,600,600,600,0,0,202646,0,92.5324200913242,0.0,351880,Guarulhos,07 HOSPITAL ESPECIALIZADO,N/A,1,6696.0,17.0,17.0,202646.0,14305091.730000004,0.0,0.0,0.0,0.0,47,0
2082284,2019,,Filantrópico,HPP,30,26,30,26,0,0,3980,0,41.93888303477345,0.0,355080,Sao Sebastiao Da Grama,05 HOSPITAL GERAL,N/A,1,899.0,35.0,35.0,3980.0,370445.44999999955,0.0,0.0,0.0,0.0,467,0
2082306,2019,,Filantrópico,HPP,47,31,47,31,0,0,4610,0,40.74237737516571,0.0,351080,Casa Branca,05 HOSPITAL GERAL,N/A,1,1294.0,69.0,69.0,4610.0,530316.28,0.0,0.0,0.0,0.0,813,0
2082322,2019,,Filantrópico,Médio Porte,61,37,55,33,6,4,8014,1142,66.53383146533831,78.21917808219177,354070,Porto Ferreira,05 HOSPITAL GERAL,N/A,1,2551.0,144.0,144.0,8014.0,1923597.5699999984,0.0,0.0,0.0,0.0,1306,0
2082349,2019,,Público Municipal,Grande Porte,218,207,177,177,41,30,67067,7541,103.81085055336274,68.8675799086758,352940,Maua,05 HOSPITAL GERAL,N/A,1,12684.0,786.0,785.0,67067.0,12680026.979999918,2.0,0.0,0.0,0.0,3730,0
2082381,2019,,Público Municipal,Médio Porte,70,70,70,70,0,0,9296,0,36.38356164383562,0.0,350610,Bebedouro,05 HOSPITAL GERAL,N/A,1,3526.0,98.0,98.0,9296.0,1976884.729999997,0.0,0.0,0.0,0.0,1354,0
2082411,2019,,Público Municipal,HPP,36,36,36,36,0,0,4571,0,34.786910197869105,0.0,353980,Poa,73 PRONTO ATENDIMENTO,-,1,1061.0,82.0,82.0,4571.0,388579.97000000055,0.0,0.0,0.0,0.0,590,0
2082438,2019,,Filantrópico,HPP,50,30,50,30,0,0,3208,0,29.296803652968038,0.0,355720,Chavantes,05 HOSPITAL GERAL,N/A,1,1087.0,34.0,34.0,3208.0,433882.7599999996,0.0,0.0,0.0,0.0,590,0
2082446,2019,,Filantrópico,Médio Porte,144,144,144,144,0,0,46483,0,88.43797564687975,0.0,350010,Adamantina,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,2093.0,0.0,0.0,46483.0,3582282.030000004,0.0,0.0,0.0,0.0,171,0
2082454,2019,,Filantrópico,Grande Porte,220,220,220,220,0,0,70060,0,87.24782067247821,0.0,355500,Tupa,07 HOSPITAL ESPECIALIZADO,N/A,1,2322.0,1.0,1.0,70060.0,4947007.209999997,0.0,0.0,0.0,0.0,35,0
2082470,2019,,Filantrópico,Grande Porte,266,146,266,146,0,0,54606,0,102.46950647401013,0.0,350330,Araras,07 HOSPITAL ESPECIALIZADO,N/A,1,1813.0,3.0,3.0,54606.0,3346159.1699999957,0.0,0.0,0.0,0.0,51,0
2082497,2019,,Filantrópico,HPP,23,23,23,23,0,0,2198,0,26.182251340083383,0.0,350630,Bernardino De Campos,05 HOSPITAL GERAL,N/A,1,607.0,50.0,50.0,2198.0,237303.8300000001,0.0,0.0,0.0,0.0,369,0
2082519,2019,,Filantrópico,Médio Porte,107,88,97,78,10,10,11249,2767,39.511766772040744,75.8082191780822,353550,Paraguacu Paulista,05 HOSPITAL GERAL,N/A,1,3142.0,200.0,200.0,11249.0,3007113.7000000086,0.0,0.0,0.0,0.0,1415,0
2082527,2019,,Filantrópico,Grande Porte,174,128,156,114,18,14,41049,5047,98.65176640230713,98.76712328767124,350320,Araraquara,05 HOSPITAL GERAL,N/A,1,9245.0,777.0,777.0,41049.0,17736084.26999992,1503.0,0.0,0.0,0.0,4983,0
2082551,2019,,Filantrópico,HPP,27,9,27,9,0,0,1360,0,41.400304414003045,0.0,351940,Ibira,05 HOSPITAL GERAL,N/A,1,479.0,12.0,12.0,1360.0,172691.74999999983,0.0,0.0,0.0,0.0,232,0
2082586,2019,,Filantrópico,Médio Porte,77,53,77,53,0,0,7327,0,37.875420005169296,0.0,353460,Osvaldo Cruz,05 HOSPITAL GERAL,N/A,1,2342.0,161.0,161.0,7327.0,1107457.6499999997,0.0,0.0,0.0,0.0,1146,0
2082594,2019,,Público Municipal,Grande Porte,167,154,138,129,29,25,30848,6413,65.51555697143463,70.27945205479452,354880,Sao Caetano Do Sul,05 HOSPITAL GERAL,N/A,1,5858.0,311.0,311.0,30848.0,8167190.949999997,269.0,0.0,0.0,0.0,2397,0
2082624,2019,,Filantrópico,Grande Porte,168,20,138,20,30,0,220,0,3.0136986301369864,0.0,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,29.0,1.0,1.0,220.0,67975.42000000001,1.0,0.0,0.0,0.0,18,0
2082632,2019,,Filantrópico,Médio Porte,97,59,97,59,0,0,7261,0,33.71720455073137,0.0,350530,Barra Bonita,05 HOSPITAL GERAL,N/A,1,2210.0,159.0,159.0,7261.0,1054793.9799999993,0.0,0.0,0.0,0.0,1071,0
2082640,2019,,Filantrópico,Médio Porte,106,50,96,46,10,4,15048,1470,89.62477665276951,100.68493150684931,351960,Ibitinga,05 HOSPITAL GERAL,N/A,1,4362.0,242.0,242.0,15048.0,2814033.1300000097,125.0,0.0,0.0,0.0,1854,0
2082659,2019,,Filantrópico,Médio Porte,62,19,62,19,0,0,4306,0,62.090843547224225,0.0,353300,Nova Granada,05 HOSPITAL GERAL,N/A,1,1424.0,12.0,12.0,4306.0,445598.12999999954,0.0,0.0,0.0,0.0,561,0
2082667,2019,,Filantrópico,Médio Porte,80,30,80,30,0,0,7039,0,64.28310502283105,0.0,353140,Monte Aprazivel,05 HOSPITAL GERAL,N/A,1,2947.0,31.0,31.0,7039.0,964815.779999998,0.0,0.0,0.0,0.0,907,0
2082675,2019,,Filantrópico,Médio Porte,60,60,60,60,0,0,21882,0,99.91780821917808,0.0,350280,Aracatuba,05 HOSPITAL GERAL,N/A,1,725.0,5.0,5.0,21882.0,1545441.0700000003,0.0,0.0,0.0,0.0,25,0
2082691,2019,,Filantrópico,Médio Porte,136,101,126,91,10,10,14194,1952,42.73370465151287,53.47945205479452,350210,Andradina,05 HOSPITAL GERAL,N/A,1,3282.0,268.0,268.0,14194.0,2628237.2999999914,3.0,0.0,0.0,0.0,1392,0
2082721,2019,,Filantrópico,Médio Porte,62,46,62,46,0,0,10725,0,63.87730792138178,0.0,355060,Sao Roque,05 HOSPITAL GERAL,N/A,1,3469.0,245.0,245.0,10725.0,1737177.8399999978,0.0,0.0,0.0,0.0,987,0
2082748,2019,,Filantrópico,Médio Porte,57,54,57,54,0,0,4368,0,22.161339421613395,0.0,350220,Angatuba,05 HOSPITAL GERAL,N/A,1,1557.0,56.0,56.0,4368.0,636782.5599999994,0.0,0.0,0.0,0.0,596,0
2082756,2019,,Filantrópico,HPP,34,22,34,22,0,0,2112,0,26.301369863013697,0.0,354540,Salto Grande,05 HOSPITAL GERAL,N/A,1,754.0,39.0,39.0,2112.0,268353.11000000004,0.0,0.0,0.0,0.0,484,0
2082780,2019,,Filantrópico,HPP,22,17,22,17,0,0,1389,0,22.385173247381143,0.0,351160,Cesario Lange,05 HOSPITAL GERAL,N/A,1,427.0,38.0,38.0,1389.0,251249.38,0.0,0.0,0.0,0.0,304,0
2082810,2019,,Filantrópico,Grande Porte,186,186,186,186,0,0,57869,0,85.23935778465165,0.0,351390,Divinolandia,05 HOSPITAL GERAL,N/A,1,4236.0,41.0,41.0,57869.0,5275296.469999996,79.0,0.0,0.0,0.0,1054,0
2082829,2019,,Público Municipal,Grande Porte,298,274,274,250,24,24,111767,7799,122.48438356164384,89.0296803652968,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,15672.0,956.0,956.0,111767.0,15676152.559999976,259.0,0.0,0.0,0.0,4018,0
2082845,2019,,Filantrópico,Médio Porte,81,44,74,39,7,5,10915,1580,76.67720407446434,86.57534246575342,353390,Olimpia,05 HOSPITAL GERAL,N/A,1,2872.0,132.0,132.0,10915.0,2325094.450000005,0.0,0.0,0.0,0.0,1301,0
2082853,2019,,Filantrópico,Médio Porte,141,108,133,101,8,7,15307,2141,41.52176861521769,83.79647749510764,350590,Batatais,05 HOSPITAL GERAL,N/A,1,4266.0,189.0,189.0,15307.0,3765313.9900000137,23.0,0.0,0.0,0.0,1700,0
2082861,2019,,Público Municipal,Médio Porte,83,83,73,73,10,10,29772,1650,111.73578532557703,45.205479452054796,351880,Guarulhos,05 HOSPITAL GERAL,N/A,1,6313.0,558.0,558.0,29772.0,4107927.740000011,8.0,0.0,0.0,0.0,2633,0
2082888,2019,,Filantrópico,Grande Porte,162,98,134,81,28,17,28430,5648,96.16100118383224,91.02336825141015,354390,Rio Claro,05 HOSPITAL GERAL,N/A,1,6853.0,327.0,327.0,28430.0,10502671.429999996,637.0,0.0,0.0,0.0,2381,0
2082926,2019,,Filantrópico,Grande Porte,155,121,139,105,16,16,35442,4573,92.4774951076321,78.30479452054794,351050,Caraguatatuba,05 HOSPITAL GERAL,N/A,1,8845.0,440.0,440.0,35442.0,9054160.060000014,6.0,0.0,0.0,0.0,3099,0
2082934,2019,,Filantrópico,HPP,29,24,29,24,0,0,1591,0,18.162100456621005,0.0,355300,Taguai,05 HOSPITAL GERAL,N/A,1,598.0,21.0,21.0,1591.0,225160.74999999968,0.0,0.0,0.0,0.0,296,0
2082942,2019,,Filantrópico,HPP,31,18,31,18,0,0,2110,0,32.115677321156774,0.0,352800,Macatuba,05 HOSPITAL GERAL,N/A,1,873.0,29.0,29.0,2110.0,352260.48000000033,44.0,0.0,0.0,0.0,508,0
2083019,2019,,OSS,Médio Porte,82,80,72,70,10,10,16945,0,66.32093933463797,0.0,353010,Mirandopolis,05 HOSPITAL GERAL,N/A,1,4495.0,242.0,242.0,16945.0,2035361.6600000025,2.0,0.0,0.0,0.0,1973,0
2083027,2019,,Filantrópico,Médio Porte,54,48,54,48,0,0,3890,0,22.203196347031962,0.0,353740,Pereira Barreto,05 HOSPITAL GERAL,N/A,1,1439.0,41.0,41.0,3890.0,542964.0099999991,0.0,0.0,0.0,0.0,732,0
2083051,2019,,Filantrópico,Médio Porte,113,79,104,70,9,9,12828,3018,50.20743639921722,91.87214611872146,350250,Aparecida,05 HOSPITAL GERAL,N/A,1,3124.0,170.0,170.0,12828.0,3944072.909999997,143.0,0.0,0.0,0.0,1216,0
2083086,2019,,Filantrópico,Grande Porte,307,227,287,211,20,16,61544,4165,79.91170551191327,71.31849315068493,352530,Jau,07 HOSPITAL ESPECIALIZADO,004 ONCOLOGIA,1,12429.0,631.0,631.0,61544.0,42394778.07000009,7748.0,0.0,0.0,0.0,2526,0
2083094,2019,,Direta,Médio Porte,124,124,102,102,22,22,28594,5957,76.80365296803653,74.18430884184309,350400,Assis,05 HOSPITAL GERAL,N/A,1,5207.0,283.0,283.0,28594.0,7122531.0600000145,126.0,0.0,0.0,0.0,1882,0
2083116,2019,,Filantrópico,Grande Porte,186,96,147,73,39,23,24386,5792,91.52186151247889,68.99344848123883,352900,Marilia,05 HOSPITAL GERAL,N/A,1,5219.0,281.0,281.0,24386.0,18114795.51000001,2533.0,0.0,0.0,0.0,2330,0
2083140,2019,,Filantrópico,Médio Porte,108,88,101,82,7,6,10954,2116,36.598730370865354,96.62100456621005,354680,Santa Isabel,05 HOSPITAL GERAL,N/A,1,2356.0,207.0,207.0,10954.0,2340236.2500000047,4.0,0.0,0.0,0.0,1028,0
2083159,2019,,Filantrópico,Médio Porte,114,100,114,100,0,0,32675,0,89.52054794520548,0.0,354390,Rio Claro,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,1790.0,3.0,3.0,32675.0,2158712.3100000005,0.0,0.0,0.0,0.0,148,0
2083175,2019,,Filantrópico,Médio Porte,54,50,54,50,0,0,8700,0,47.67123287671233,0.0,353780,Piedade,05 HOSPITAL GERAL,N/A,1,2236.0,189.0,189.0,8700.0,1251420.3800000004,0.0,0.0,0.0,0.0,887,0
2083213,2019,,Filantrópico,HPP,34,30,34,30,0,0,1075,0,9.817351598173516,0.0,355440,Terra Roxa,05 HOSPITAL GERAL,N/A,1,349.0,0.0,0.0,1075.0,138728.9699999999,0.0,0.0,0.0,0.0,198,0
2083264,2019,,Público Municipal,HPP,29,29,29,29,0,0,3296,0,31.138403401039206,0.0,351760,Guapiara,05 HOSPITAL GERAL,N/A,1,824.0,26.0,26.0,3296.0,379886.21999999945,0.0,0.0,0.0,0.0,353,0
2083272,2019,,Público Municipal,HPP,49,49,49,49,0,0,11221,0,62.73972602739726,0.0,350635,Bertioga,05 HOSPITAL GERAL,N/A,1,3018.0,107.0,106.0,11221.0,1383240.6299999997,172.0,0.0,0.0,0.0,1263,0
2083493,2019,,Filantrópico,HPP,45,29,45,29,0,0,2327,0,21.983939537080776,0.0,354020,Pontal,05 HOSPITAL GERAL,N/A,1,1219.0,19.0,19.0,2327.0,631411.8799999991,0.0,0.0,0.0,0.0,484,0
2083604,2019,,Filantrópico,Grande Porte,169,104,159,95,10,9,31694,2630,91.40302811824081,80.06088280060882,350450,Avare,05 HOSPITAL GERAL,N/A,1,8044.0,354.0,354.0,31694.0,7759332.180000011,381.0,0.0,0.0,0.0,2385,0
2083876,2019,,Filantrópico,HPP,35,35,35,35,0,0,8344,0,65.31506849315069,0.0,351630,Francisco Morato,05 HOSPITAL GERAL,N/A,1,2309.0,170.0,170.0,8344.0,933920.390000001,0.0,0.0,0.0,0.0,982,0
2083973,2019,,Filantrópico,HPP,50,40,50,40,0,0,1018,0,6.972602739726027,0.0,351770,Guara,05 HOSPITAL GERAL,N/A,1,414.0,3.0,3.0,1018.0,190483.05999999985,0.0,0.0,0.0,0.0,248,0
2083981,2019,,OSS,Grande Porte,221,221,185,185,36,36,65110,12083,96.42354683450574,91.9558599695586,355240,Sumare,05 HOSPITAL GERAL,N/A,1,16066.0,531.0,531.0,65110.0,23900238.470000044,1488.0,0.0,0.0,0.0,4027,0
2084007,2019,,Público Municipal,HPP,12,12,12,12,0,0,543,0,12.397260273972602,0.0,350710,Bom Jesus Dos Perdoes,15 UNIDADE MISTA,-,1,106.0,8.0,8.0,543.0,49892.609999999964,0.0,0.0,0.0,0.0,81,0
2084023,2019,,Público Municipal,HPP,20,20,20,20,0,0,1851,0,25.356164383561644,0.0,353240,Nazare Paulista,05 HOSPITAL GERAL,N/A,1,460.0,36.0,36.0,1851.0,156509.06999999983,0.0,0.0,0.0,0.0,249,0
2084058,2019,,Filantrópico,Médio Porte,120,73,103,62,17,11,12899,1943,56.99955810870526,48.39352428393524,354640,Santa Cruz Do Rio Pardo,05 HOSPITAL GERAL,N/A,1,3574.0,192.0,192.0,12899.0,3055649.190000003,0.0,0.0,0.0,0.0,1538,0
2084074,2019,,Filantrópico,HPP,30,11,30,11,0,0,2060,0,51.307596513075964,0.0,355260,Tabapua,05 HOSPITAL GERAL,N/A,1,730.0,10.0,10.0,2060.0,268077.10999999975,0.0,0.0,0.0,0.0,449,0
2084139,2019,,Público Municipal,HPP,50,50,50,50,0,0,10690,0,58.57534246575342,0.0,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,2038.0,145.0,145.0,10690.0,666229.5299999994,0.0,0.0,0.0,0.0,715,0
2084163,2019,,OSS,Grande Porte,270,270,237,237,33,33,64295,9562,74.32518351540374,79.38563719385637,351380,Diadema,05 HOSPITAL GERAL,N/A,1,13512.0,320.0,320.0,64295.0,14432446.76999997,876.0,0.0,0.0,0.0,3888,0
2084171,2019,,Filantrópico,Médio Porte,129,86,110,72,19,14,24770,3844,94.25418569254185,75.22504892367905,355170,Sertaozinho,05 HOSPITAL GERAL,N/A,1,7230.0,333.0,333.0,24770.0,8615544.73,289.0,0.0,0.0,0.0,2345,0
2084198,2019,,DESATIVADO,HPP,0,0,0,0,0,0,4842,0,0.0,0.0,352390,Itu,07 HOSPITAL ESPECIALIZADO,-,1,165.0,0.0,0.0,4842.0,336799.38,0.0,0.0,0.0,0.0,36,0
2084228,2019,,Filantrópico,Grande Porte,161,102,151,94,10,8,26102,2759,76.07694549693967,94.48630136986301,354910,Sao Joao Da Boa Vista,05 HOSPITAL GERAL,N/A,1,5985.0,562.0,562.0,26102.0,6019912.980000004,246.0,0.0,0.0,0.0,2348,0
2084236,2019,,Direta,Grande Porte,198,176,160,140,38,36,40215,8713,78.6986301369863,66.3089802130898,353060,Mogi Das Cruzes,05 HOSPITAL GERAL,N/A,1,1543.0,35.0,35.0,40215.0,7569364.440000009,0.0,0.0,0.0,0.0,254,0
2084244,2019,,Filantrópico,Médio Porte,115,69,115,69,0,0,23607,0,93.7343656938654,0.0,352050,Indaiatuba,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,995.0,0.0,0.0,23607.0,1176179.6100000003,0.0,0.0,0.0,0.0,86,0
2084252,2019,,Filantrópico,HPP,19,19,17,17,2,2,1775,10,28.60596293311845,1.36986301369863,350950,Campinas,07 HOSPITAL ESPECIALIZADO,N/A,1,1143.0,0.0,0.0,1775.0,1206613.4099999992,344.0,0.0,0.0,0.0,301,0
2084317,2019,,Filantrópico,Grande Porte,273,160,273,160,0,0,57677,0,98.76198630136986,0.0,350190,Amparo,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,2888.0,3.0,3.0,57677.0,4454057.509999996,0.0,0.0,0.0,0.0,220,0
2084384,2019,,Filantrópico,Grande Porte,279,259,279,259,0,0,76149,0,80.55111863331041,0.0,351518,Espirito Santo Do Pinhal,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,3620.0,4.0,4.0,76149.0,3844002.460000001,0.0,0.0,0.0,0.0,176,0
2084414,2019,,Filantrópico,Grande Porte,254,163,220,136,34,27,50857,6373,102.45165189363416,64.66768138001015,354340,Ribeirao Preto,05 HOSPITAL GERAL,N/A,1,11942.0,612.0,612.0,50857.0,19351570.50999994,1660.0,0.0,0.0,0.0,5218,0
2084422,2019,,Filantrópico,Médio Porte,62,40,62,40,0,0,3928,0,26.904109589041095,0.0,355040,Sao Pedro,05 HOSPITAL GERAL,N/A,1,3086.0,12.0,12.0,3928.0,2439679.970000003,78.0,0.0,0.0,0.0,1139,0
2084430,2019,,Filantrópico,HPP,50,42,50,42,0,0,5121,0,33.40508806262231,0.0,351220,Conchal,05 HOSPITAL GERAL,N/A,1,1691.0,41.0,41.0,5121.0,825290.5999999994,0.0,0.0,0.0,0.0,866,0
2084473,2019,,Público Municipal,Médio Porte,107,101,91,85,16,16,28106,2727,90.5914585012087,46.695205479452056,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,4331.0,351.0,351.0,28106.0,3560767.159999998,4.0,0.0,0.0,0.0,1397,0
2085143,2019,,Filantrópico,Especial,816,498,816,498,0,0,177535,0,97.67013258513506,0.0,352260,Itapira,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,7887.0,5.0,5.0,177535.0,9173965.63000001,0.0,0.0,0.0,0.0,240,0
2085194,2019,,Filantrópico,Grande Porte,181,76,134,56,47,20,20457,5589,100.08317025440313,76.56164383561644,352440,Jacarei,05 HOSPITAL GERAL,N/A,1,5331.0,180.0,180.0,20457.0,8613267.22999998,748.0,0.0,0.0,0.0,1105,0
2085569,2019,,Filantrópico,Médio Porte,147,147,147,147,0,0,28937,0,53.93160003727518,0.0,354990,Sao Jose Dos Campos,07 HOSPITAL ESPECIALIZADO,006 PSIQUIATRIA,1,1656.0,3.0,3.0,28937.0,2222408.1699999985,0.0,0.0,0.0,0.0,141,0
2085577,2019,,Filantrópico,HPP,30,30,30,30,0,0,17,0,0.1552511415525114,0.0,354990,Sao Jose Dos Campos,07 HOSPITAL ESPECIALIZADO,-,1,138.0,0.0,0.0,17.0,379054.78000000026,83.0,0.0,0.0,0.0,77,0
2085976,2019,,Público Municipal,HPP,27,27,27,27,0,0,3054,0,30.989345509893454,0.0,350900,Caieiras,15 UNIDADE MISTA,-,1,717.0,86.0,86.0,3054.0,231363.64000000022,0.0,0.0,0.0,0.0,375,0
2086050,2019,,Filantrópico,HPP,32,32,32,32,0,0,4391,0,37.59417808219178,0.0,352900,Marilia,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,1666.0,0.0,0.0,4391.0,883058.3800000002,0.0,0.0,0.0,0.0,84,0
2086271,2019,,Público Municipal,HPP,19,19,19,19,0,0,4485,0,64.67195385724585,0.0,352220,Itapecerica Da Serra,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,1,1702.0,0.0,0.0,4485.0,903752.9700000018,0.0,0.0,0.0,0.0,56,0
2086336,2019,,Filantrópico,HPP,47,41,47,41,0,0,6792,0,45.38590043434681,0.0,352850,Mairipora,05 HOSPITAL GERAL,N/A,1,2489.0,123.0,123.0,6792.0,1119666.6499999983,0.0,0.0,0.0,0.0,1071,0
2086719,2019,,Filantrópico,HPP,11,11,11,11,0,0,932,0,23.212951432129515,0.0,352550,Joanopolis,05 HOSPITAL GERAL,N/A,1,174.0,15.0,15.0,932.0,75852.89999999995,0.0,0.0,0.0,0.0,115,0
2087057,2019,,Filantrópico,Grande Porte,259,148,220,121,39,27,41473,7159,93.90467564813767,72.64332825976662,353870,Piracicaba,05 HOSPITAL GERAL,N/A,1,9904.0,560.0,560.0,41473.0,17204363.28999992,1557.0,0.0,0.0,0.0,3311,0
2087103,2019,,Filantrópico,Médio Porte,79,57,70,49,9,8,11534,1182,64.48979591836735,40.47945205479452,352690,Limeira,05 HOSPITAL GERAL,N/A,1,3208.0,239.0,239.0,11534.0,2028937.3100000035,0.0,0.0,0.0,0.0,1032,0
2087111,2019,,Filantrópico,Médio Porte,144,99,124,85,20,14,31016,4777,99.9709911361805,93.48336594911937,352720,Lorena,05 HOSPITAL GERAL,N/A,1,5907.0,384.0,384.0,31016.0,6000811.7700000135,0.0,0.0,0.0,0.0,2026,0
2087219,2019,,Público Municipal,Médio Porte,68,68,68,68,0,0,8527,0,34.35535858178888,0.0,350960,Campo Limpo Paulista,05 HOSPITAL GERAL,N/A,1,3031.0,124.0,124.0,8527.0,1483367.1600000006,0.0,0.0,0.0,0.0,874,0
2087618,2019,,Público Municipal,Médio Porte,58,58,53,53,5,5,12589,1224,65.0762470922719,67.06849315068493,355700,Votorantim,05 HOSPITAL GERAL,N/A,1,3625.0,152.0,152.0,12589.0,2404113.9500000034,0.0,0.0,0.0,0.0,1041,0
2087642,2019,,Público Municipal,HPP,15,15,15,15,0,0,8,0,0.1461187214611872,0.0,350490,Bananal,15 UNIDADE MISTA,-,1,6.0,0.0,0.0,8.0,979.43,0.0,0.0,0.0,0.0,6,0
2087715,2019,,Público Municipal,Médio Porte,65,62,65,62,0,0,18130,0,80.11489173663279,0.0,351907,Hortolandia,05 HOSPITAL GERAL,N/A,1,5518.0,239.0,239.0,18130.0,2627117.0399999986,4.0,0.0,0.0,0.0,1769,0
2087804,2019,,OSS,Grande Porte,167,130,140,130,27,0,44817,0,94.45100105374078,0.0,352210,Itanhaem,05 HOSPITAL GERAL,N/A,1,10350.0,322.0,322.0,44817.0,7244821.009999988,2.0,0.0,0.0,0.0,2165,0
2088193,2019,,Filantrópico,Médio Porte,95,69,81,59,14,10,14334,3141,66.56141165544463,86.05479452054794,353080,Moji Mirim,05 HOSPITAL GERAL,N/A,1,3305.0,340.0,340.0,14334.0,4110736.7500000023,100.0,0.0,0.0,0.0,1575,0
2088487,2019,,Filantrópico,Médio Porte,111,35,105,35,6,0,7324,0,57.330724070450096,0.0,353350,Novo Horizonte,05 HOSPITAL GERAL,N/A,1,2463.0,98.0,98.0,7324.0,1434106.4599999976,11.0,0.0,0.0,0.0,1274,0
2088495,2019,,Filantrópico,Grande Porte,344,316,259,246,85,70,78424,17829,87.34157478561087,69.78082191780823,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,9527.0,530.0,530.0,78424.0,61573101.4999999,6128.0,0.0,0.0,0.0,2325,0
2088517,2019,,Direta,Médio Porte,108,102,92,86,16,16,15286,3084,48.69703727301688,52.80821917808219,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,4050.0,12.0,12.0,15286.0,3428295.2800000063,0.0,0.0,0.0,0.0,708,0
2088525,2019,,Filantrópico,Médio Porte,66,47,66,47,0,0,3408,0,19.865928300786944,0.0,352970,Miguelopolis,05 HOSPITAL GERAL,N/A,1,1307.0,8.0,8.0,3408.0,543645.9899999994,0.0,0.0,0.0,0.0,675,0
2088576,2019,,OSS,Grande Porte,168,168,147,147,21,21,35034,4849,65.29493989376573,63.26157860404436,355030,Sao Paulo,05 HOSPITAL GERAL,N/A,1,8158.0,331.0,331.0,35034.0,20212149.42999995,3149.0,0.0,0.0,0.0,2581,0
2089327,2019,,Filantrópico,Grande Porte,207,139,173,110,34,29,41377,8440,103.0560398505604,79.73547472838924,351110,Catanduva,05 HOSPITAL GERAL,N/A,1,9299.0,500.0,500.0,41377.0,22297868.809999954,2026.0,0.0,0.0,0.0,3880,0
2089335,2019,,Filantrópico,Grande Porte,166,142,156,132,10,10,40725,3384,84.52677459526775,92.71232876712328,351110,Catanduva,05 HOSPITAL GERAL,N/A,1,5722.0,630.0,630.0,40725.0,5921965.940000006,98.0,0.0,0.0,0.0,2080,0
2089548,2019,,Filantrópico,HPP,50,32,50,32,0,0,3986,0,34.12671232876713,0.0,353950,Pitangueiras,05 HOSPITAL GERAL,N/A,1,1719.0,52.0,52.0,3986.0,999791.5500000011,232.0,0.0,0.0,0.0,722,0
2089572,2019,,Filantrópico,Grande Porte,204,204,204,204,0,0,69489,0,93.32393231265108,0.0,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,2309.0,21.0,21.0,69489.0,4904923.65,0.0,0.0,0.0,0.0,46,0
2089696,2019,,Filantrópico,Médio Porte,73,47,63,39,10,8,14804,2229,103.99719002458728,76.33561643835617,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,2083.0,40.0,40.0,14804.0,6969226.190000002,799.0,0.0,0.0,0.0,429,0
2089785,2019,,Filantrópico,Grande Porte,151,146,135,130,16,16,55128,4274,116.18124341412013,73.18493150684931,355030,Sao Paulo,07 HOSPITAL ESPECIALIZADO,N/A,1,7886.0,99.0,99.0,55128.0,51380328.520000026,7129.0,0.0,0.0,0.0,640,0
