cnes,ano,qtde_obito_all_covid,qtde_obito_sem_excl_covid,qtde_alta_complex_covid
2081253,2021,145.0,145.0,0.0
2081261,2021,76.0,76.0,0.0
2081296,2021,3.0,3.0,0.0
2081350,2021,47.0,47.0,0.0
2081377,2021,209.0,209.0,0.0
2081385,2021,25.0,25.0,0.0
2081393,2021,32.0,32.0,0.0
2081431,2021,27.0,27.0,0.0
2081458,2021,89.0,89.0,0.0
2081466,2021,45.0,45.0,0.0
2081482,2021,1.0,1.0,0.0
2081490,2021,298.0,298.0,0.0
2081512,2021,165.0,165.0,0.0
2081520,2021,2.0,2.0,0.0
2081555,2021,118.0,118.0,0.0
2081571,2021,3.0,3.0,0.0
2081598,2021,0.0,0.0,0.0
2081644,2021,18.0,18.0,0.0
2081652,2021,15.0,15.0,0.0
2081660,2021,26.0,26.0,0.0
2081695,2021,297.0,297.0,0.0
2081717,2021,26.0,26.0,0.0
2081768,2021,10.0,10.0,0.0
2081784,2021,16.0,16.0,0.0
2081792,2021,0.0,0.0,0.0
2081806,2021,0.0,0.0,0.0
2081814,2021,49.0,49.0,0.0
2081873,2021,125.0,125.0,0.0
2081903,2021,33.0,33.0,0.0
2081946,2021,61.0,61.0,0.0
2081970,2021,120.0,120.0,0.0
2081989,2021,17.0,17.0,0.0
2082071,2021,8.0,8.0,0.0
2082098,2021,72.0,72.0,0.0
2082128,2021,106.0,106.0,0.0
2082179,2021,0.0,0.0,0.0
2082187,2021,353.0,353.0,0.0
2082195,2021,12.0,12.0,0.0
2082209,2021,15.0,15.0,0.0
2082225,2021,149.0,149.0,0.0
2082284,2021,10.0,10.0,0.0
2082306,2021,17.0,17.0,0.0
2082322,2021,96.0,96.0,0.0
2082349,2021,328.0,328.0,0.0
2082381,2021,107.0,107.0,0.0
2082411,2021,26.0,26.0,0.0
2082438,2021,17.0,17.0,0.0
2082497,2021,26.0,26.0,0.0
2082519,2021,152.0,152.0,0.0
2082527,2021,92.0,92.0,0.0
2082551,2021,11.0,11.0,0.0
2082586,2021,129.0,129.0,0.0
2082594,2021,276.0,276.0,0.0
2082632,2021,85.0,85.0,0.0
2082640,2021,196.0,196.0,0.0
2082659,2021,8.0,8.0,0.0
2082667,2021,53.0,53.0,0.0
2082691,2021,133.0,133.0,0.0
2082721,2021,155.0,155.0,0.0
2082748,2021,58.0,58.0,0.0
2082756,2021,11.0,11.0,0.0
2082780,2021,44.0,44.0,0.0
2082810,2021,10.0,10.0,0.0
2082829,2021,3.0,3.0,0.0
2082845,2021,111.0,111.0,0.0
2082853,2021,138.0,138.0,0.0
2082861,2021,347.0,347.0,0.0
2082888,2021,204.0,204.0,0.0
2082926,2021,105.0,105.0,0.0
2082934,2021,17.0,17.0,0.0
2082942,2021,13.0,13.0,0.0
2083019,2021,164.0,164.0,0.0
2083027,2021,16.0,16.0,0.0
2083051,2021,94.0,94.0,0.0
2083086,2021,83.0,83.0,0.0
2083094,2021,260.0,260.0,0.0
2083116,2021,185.0,185.0,0.0
2083140,2021,9.0,9.0,0.0
2083175,2021,132.0,132.0,0.0
2083213,2021,5.0,5.0,0.0
2083264,2021,30.0,30.0,0.0
2083272,2021,65.0,65.0,0.0
2083493,2021,34.0,34.0,0.0
2083604,2021,246.0,246.0,0.0
2083876,2021,57.0,57.0,0.0
2083973,2021,6.0,6.0,0.0
2083981,2021,107.0,107.0,0.0
2084007,2021,9.0,9.0,0.0
2084023,2021,14.0,14.0,0.0
2084058,2021,151.0,151.0,0.0
2084074,2021,8.0,8.0,0.0
2084139,2021,10.0,10.0,0.0
2084163,2021,85.0,85.0,0.0
2084171,2021,144.0,144.0,0.0
2084228,2021,285.0,285.0,0.0
2084236,2021,107.0,107.0,0.0
2084414,2021,213.0,213.0,0.0
2084422,2021,84.0,84.0,0.0
2084430,2021,15.0,15.0,0.0
2084473,2021,362.0,362.0,0.0
2085194,2021,46.0,46.0,0.0
2085976,2021,17.0,17.0,0.0
2086336,2021,1.0,1.0,0.0
2086719,2021,2.0,2.0,0.0
2087057,2021,114.0,114.0,0.0
2087103,2021,387.0,387.0,0.0
2087111,2021,197.0,197.0,0.0
2087219,2021,64.0,64.0,0.0
2087618,2021,196.0,196.0,0.0
2087715,2021,72.0,72.0,0.0
2087804,2021,139.0,139.0,0.0
2088193,2021,165.0,165.0,0.0
2088487,2021,130.0,130.0,0.0
2088495,2021,182.0,182.0,0.0
2088517,2021,0.0,0.0,0.0
2088525,2021,8.0,8.0,0.0
2088576,2021,48.0,48.0,0.0
2089327,2021,1.0,1.0,0.0
2089335,2021,445.0,445.0,0.0
2089548,2021,56.0,56.0,0.0
2089696,2021,2.0,2.0,0.0
2090171,2021,3.0,3.0,0.0
2090236,2021,27.0,27.0,0.0
2090333,2021,26.0,26.0,0.0
2090376,2021,8.0,8.0,0.0
2090961,2021,176.0,176.0,0.0
2091267,2021,10.0,10.0,0.0
2091313,2021,144.0,144.0,0.0
2091399,2021,0.0,0.0,0.0
2091585,2021,89.0,89.0,0.0
2091755,2021,810.0,810.0,0.0
2092093,2021,16.0,16.0,0.0
2092298,2021,145.0,145.0,0.0
2092395,2021,26.0,26.0,0.0
2092611,2021,55.0,55.0,0.0
2092638,2021,28.0,28.0,0.0
2092980,2021,16.0,16.0,0.0
2093227,2021,31.0,31.0,0.0
2093324,2021,163.0,163.0,0.0
2093332,2021,116.0,116.0,0.0
2093502,2021,7.0,7.0,0.0
2095912,2021,34.0,34.0,0.0
2096196,2021,20.0,20.0,0.0
2096412,2021,161.0,161.0,0.0
2096463,2021,70.0,70.0,0.0
2096498,2021,312.0,312.0,0.0
2096617,2021,8.0,8.0,0.0
2097613,2021,0.0,0.0,0.0
2097877,2021,181.0,181.0,0.0
2688433,2021,303.0,303.0,0.0
2688573,2021,268.0,268.0,0.0
2688689,2021,462.0,462.0,0.0
2698374,2021,8.0,8.0,0.0
2698463,2021,0.0,0.0,0.0
2698471,2021,38.0,38.0,0.0
2699915,2021,115.0,115.0,0.0
2702193,2021,43.0,43.0,0.0
2704900,2021,134.0,134.0,0.0
2705222,2021,166.0,166.0,0.0
2705249,2021,22.0,22.0,0.0
2705982,2021,358.0,358.0,0.0
2708779,2021,810.0,810.0,0.0
2716097,2021,479.0,479.0,0.0
2716593,2021,19.0,19.0,0.0
2716801,2021,0.0,0.0,0.0
2745402,2021,6.0,6.0,0.0
2745798,2021,13.0,13.0,0.0
2745801,2021,39.0,39.0,0.0
2746298,2021,9.0,9.0,0.0
2747685,2021,8.0,8.0,0.0
2747693,2021,4.0,4.0,0.0
2747871,2021,10.0,10.0,0.0
2748029,2021,108.0,108.0,0.0
2748223,2021,371.0,371.0,0.0
2748436,2021,11.0,11.0,0.0
2748568,2021,73.0,73.0,0.0
2749033,2021,40.0,40.0,0.0
2749149,2021,8.0,8.0,0.0
2749319,2021,353.0,353.0,0.0
2750538,2021,14.0,14.0,0.0
2750546,2021,42.0,42.0,0.0
2750988,2021,276.0,276.0,0.0
2751003,2021,23.0,23.0,0.0
2751011,2021,44.0,44.0,0.0
2751038,2021,82.0,82.0,0.0
2751046,2021,23.0,23.0,0.0
2751569,2021,41.0,41.0,0.0
2751623,2021,76.0,76.0,0.0
2751674,2021,40.0,40.0,0.0
2751704,2021,239.0,239.0,0.0
2751860,2021,1.0,1.0,0.0
2751925,2021,0.0,0.0,0.0
2751976,2021,0.0,0.0,0.0
2752077,2021,23.0,23.0,0.0
2754843,2021,218.0,218.0,0.0
2755092,2021,184.0,184.0,0.0
2755130,2021,345.0,345.0,0.0
2758245,2021,241.0,241.0,0.0
2765934,2021,16.0,16.0,0.0
2765942,2021,23.0,23.0,0.0
2766167,2021,35.0,35.0,0.0
2772310,2021,118.0,118.0,0.0
2773333,2021,7.0,7.0,0.0
2784602,2021,260.0,260.0,0.0
2785188,2021,5.0,5.0,0.0
2785382,2021,116.0,116.0,0.0
2786435,2021,807.0,807.0,0.0
2786680,2021,42.0,42.0,0.0
2790556,2021,2.0,2.0,0.0
2790602,2021,534.0,534.0,0.0
2790610,2021,142.0,142.0,0.0
2790637,2021,29.0,29.0,0.0
2791676,2021,72.0,72.0,0.0
2791684,2021,9.0,9.0,0.0
2791692,2021,19.0,19.0,0.0
2791722,2021,240.0,240.0,0.0
2791730,2021,12.0,12.0,0.0
2791749,2021,84.0,84.0,0.0
2791757,2021,3.0,3.0,0.0
2792141,2021,309.0,309.0,0.0
2792168,2021,63.0,63.0,0.0
2792176,2021,149.0,149.0,0.0
2792346,2021,21.0,21.0,0.0
2798239,2021,2.0,2.0,0.0
2798298,2021,532.0,532.0,0.0
2801051,2021,28.0,28.0,0.0
2811626,2021,76.0,76.0,0.0
3001466,2021,0.0,0.0,0.0
3012212,2021,1.0,1.0,0.0
3021378,2021,318.0,318.0,0.0
3028399,2021,132.0,132.0,0.0
3126838,2021,164.0,164.0,0.0
3139050,2021,332.0,332.0,0.0
3212130,2021,315.0,315.0,0.0
3774554,2021,221.0,221.0,0.0
3825752,2021,0.0,0.0,0.0
3828107,2021,32.0,32.0,0.0
3949621,2021,3.0,3.0,0.0
4047613,2021,16.0,16.0,0.0
4048660,2021,0.0,0.0,0.0
4049020,2021,255.0,255.0,0.0
4050665,2021,5.0,5.0,0.0
5171946,2021,7.0,7.0,0.0
5200105,2021,229.0,229.0,0.0
5366828,2021,55.0,55.0,0.0
5420938,2021,342.0,342.0,0.0
5435072,2021,0.0,0.0,0.0
5437156,2021,66.0,66.0,0.0
5586348,2021,85.0,85.0,0.0
5718368,2021,371.0,371.0,0.0
5860490,2021,165.0,165.0,0.0
5887623,2021,61.0,61.0,0.0
5932696,2021,1.0,1.0,0.0
5935857,2021,49.0,49.0,0.0
6020917,2021,1.0,1.0,0.0
6024688,2021,0.0,0.0,0.0
6053858,2021,625.0,625.0,0.0
6095666,2021,654.0,654.0,0.0
6135749,2021,2.0,2.0,0.0
6164366,2021,83.0,83.0,0.0
6236596,2021,7.0,7.0,0.0
6270107,2021,57.0,57.0,0.0
6270131,2021,195.0,195.0,0.0
6451098,2021,34.0,34.0,0.0
6591620,2021,0.0,0.0,0.0
6603378,2021,31.0,31.0,0.0
6628842,2021,34.0,34.0,0.0
6680968,2021,12.0,12.0,0.0
6817203,2021,15.0,15.0,0.0
6878687,2021,108.0,108.0,0.0
6938361,2021,42.0,42.0,0.0
6943284,2021,0.0,0.0,0.0
6998194,2021,0.0,0.0,0.0
6998704,2021,181.0,181.0,0.0
7019076,2021,0.0,0.0,0.0
7021461,2021,6.0,6.0,0.0
7047517,2021,4.0,4.0,0.0
7094132,2021,0.0,0.0,0.0
7113218,2021,8.0,8.0,0.0
7228163,2021,25.0,25.0,0.0
7252455,2021,260.0,260.0,0.0
7320175,2021,60.0,60.0,0.0
7373465,2021,221.0,221.0,0.0
7378394,2021,2.0,2.0,0.0
7473702,2021,686.0,686.0,0.0
7544529,2021,41.0,41.0,0.0
7573162,2021,0.0,0.0,0.0
7603274,2021,11.0,11.0,0.0
7682581,2021,314.0,314.0,0.0
7711980,2021,128.0,128.0,0.0
7947984,2021,54.0,54.0,0.0
7979649,2021,0.0,0.0,0.0
7992890,2021,154.0,154.0,0.0
9267263,2021,5.0,5.0,0.0
9425802,2021,266.0,266.0,0.0
9465464,2021,894.0,894.0,0.0
9491112,2021,174.0,174.0,0.0
9491252,2021,155.0,155.0,0.0
9556095,2021,112.0,112.0,0.0
9639659,2021,82.0,82.0,0.0
9662561,2021,424.0,424.0,0.0
9680500,2021,58.0,58.0,0.0
9773657,2021,50.0,50.0,0.0
